,충청북도 충주시,충청북도 충주시 주덕읍,충청북도 충주시 살미면,충청북도 충주시 수안보면,충청북도 충주시 대소원면,충청북도 충주시 신니면,충청북도 충주시 노은면,충청북도 충주시 앙성면,충청북도 충주시 중앙탑면,충청북도 충주시 금가면,충청북도 충주시 동량면,충청북도 충주시 산척면,충청북도 충주시 엄정면,충청북도 충주시 소태면,충청북도 충주시 성내.충인동,충청북도 충주시 교현.안림동,충청북도 충주시 교현2동,충청북도 충주시 용산동,충청북도 충주시 지현동,충청북도 충주시 문화동,충청북도 충주시 호암.직동,충청북도 충주시 달천동,충청북도 충주시 봉방동,충청북도 충주시 칠금.금릉동,충청북도 충주시 연수동,충청북도 충주시 목행.용탄동
2021년06월_남_90~99세,317,10,6,9,15,12,11,14,16,6,13,12,17,8,2,34,12,9,8,20,3,4,8,14,43,11
2021년06월_남_100세 이상,7,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2021년06월_여_총인구수,"103,536","2,341",992,"1,444","3,893","1,430","1,121","1,918","6,611","1,787","1,793","1,104","1,560",965,"1,368","11,777","3,433","7,811","2,628","4,708","9,306","1,719","4,452","7,390","18,806","3,179"
2021년06월_여_연령구간인구수,"103,536","2,341",992,"1,444","3,893","1,430","1,121","1,918","6,611","1,787","1,793","1,104","1,560",965,"1,368","11,777","3,433","7,811","2,628","4,708","9,306","1,719","4,452","7,390","18,806","3,179"
2021년06월_여_0~9세,"7,006",37,21,38,295,20,25,22,"1,034",176,57,21,32,32,49,759,124,623,116,168,996,50,248,475,"1,334",254
2021년06월_여_10~19세,"8,924",106,30,45,192,48,31,57,493,140,99,36,57,32,79,"1,200",255,908,231,331,"1,179",65,374,823,"1,800",313
2021년06월_여_20~29세,"10,213",130,47,65,504,60,45,86,678,183,100,47,80,38,117,"1,156",360,821,259,475,990,208,457,867,"2,126",314
2021년06월_여_30~39세,"10,579",119,39,61,524,65,43,64,"1,419",191,70,43,74,53,83,"1,162",235,812,200,363,"1,314",91,447,686,"2,036",385
2021년06월_여_40~49세,"14,756",187,67,96,486,67,53,134,"1,018",218,123,77,94,58,151,"1,800",428,"1,480",351,509,"1,727",161,616,"1,296","3,021",538
2021년06월_여_50~59세,"18,069",457,197,272,647,250,181,347,788,225,318,208,251,162,216,"2,188",599,"1,364",451,836,"1,449",306,766,"1,412","3,611",568
2021년06월_여_60~69세,"16,698",595,286,385,633,380,331,550,619,286,433,280,417,249,301,"1,796",653,929,472,"1,034",923,362,815,962,"2,613",394
2021년06월_여_70~79세,"9,528",367,156,261,304,264,198,334,290,193,296,195,273,175,204,980,445,513,328,580,417,260,476,502,"1,298",219
2021년06월_여_80~89세,"6,718",305,120,191,269,248,183,272,234,152,246,171,247,146,135,658,288,311,195,354,258,187,219,325,837,167
2021년06월_여_90~99세,"1,019",37,28,30,37,28,29,51,38,22,50,26,34,20,33,76,43,47,25,57,52,29,33,40,128,26
2021년06월_여_100세 이상,26,1,1,0,2,0,2,1,0,1,1,0,1,0,0,2,3,3,0,1,1,0,1,2,2,1
