카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021년08월_남_10~19세,"26,188","1,047",930,981,"2,394","1,253",623,"2,483","1,001",867,672,"2,018",409,379,668,536,575,986,906,313,993,"2,289","1,729","2,136"
2021년08월_남_20~29세,"28,860","1,037","1,153","1,072","1,045","1,592",956,"1,469","1,110",637,"1,067","1,453",857,723,"1,026",667,"1,145","1,723","1,318",691,"1,153","2,296","2,186","2,484"
2021년08월_남_30~39세,"20,751",861,950,907,574,"1,139",653,596,758,488,711,851,682,768,"1,003",736,942,"1,164",920,484,888,"1,345","1,653","1,678"
2021년08월_남_40~49세,"32,399","1,473","1,212","1,511","2,210","1,656",725,"1,887","1,354","1,120",909,"2,082",845,907,"1,161",911,"1,070","1,370","1,231",619,"1,306","2,364","2,131","2,345"
2021년08월_남_50~59세,"36,062","1,389","1,313","1,333","1,589","1,969","1,022","1,805","1,518",980,"1,350","2,108",945,971,"1,347",958,"1,326","1,894","1,609",955,"1,433","2,720","2,418","3,110"
2021년08월_남_60~69세,"25,387",853,863,639,644,"1,472",729,815,"1,033",659,"1,014","1,180",683,789,"1,266",958,881,"1,616","1,388","1,129","1,244","1,776","1,776","1,980"
2021년08월_남_70~79세,"12,590",445,464,313,356,791,386,425,650,370,535,521,418,413,664,633,371,863,654,592,527,691,750,758
2021년08월_남_80~89세,"5,334",231,176,117,139,364,163,180,340,153,247,216,170,175,255,206,146,351,301,227,157,316,336,368
2021년08월_남_90~99세,459,20,12,14,10,34,8,16,22,12,31,19,14,13,19,20,15,34,28,20,10,23,37,28
2021년08월_남_100세 이상,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,2
2021년08월_여_총인구수,"216,717","8,977","8,016","8,485","10,193","11,721","5,559","9,490","9,787","6,186","7,952","12,510","5,707","5,521","8,458","6,582","7,216","11,612","9,987","6,238","8,891","15,874","14,405","17,350"
2021년08월_여_연령구간인구수,"216,717","8,977","8,016","8,485","10,193","11,721","5,559","9,490","9,787","6,186","7,952","12,510","5,707","5,521","8,458","6,582","7,216","11,612","9,987","6,238","8,891","15,874","14,405","17,350"
2021년08월_여_0~9세,"14,135",837,504,948,768,826,239,554,625,487,398,990,267,327,443,484,418,434,512,171,640,"1,031","1,112","1,120"
2021년08월_여_10~19세,"23,520","1,123",851,"1,046","2,095","1,143",464,"1,338","1,158",839,723,"2,014",415,330,610,441,555,782,861,303,868,"2,204","1,452","1,905"
2021년08월_여_20~29세,"24,970",956,"1,090",977,901,"1,314",827,"1,000","1,011",609,988,"1,216",894,673,974,529,"1,006","1,483","1,172",593,943,"1,949","1,692","2,173"
2021년08월_여_30~39세,"21,554","1,069","1,023","1,126",743,"1,170",514,718,793,570,741,"1,036",653,685,920,732,944,"1,062",936,439,897,"1,429","1,643","1,711"
2021년08월_여_40~49세,"38,559","1,661","1,449","1,735","2,782","1,930",862,"2,478","1,656","1,232","1,192","2,637",884,861,"1,268",968,"1,172","1,621","1,513",646,"1,537","2,997","2,465","3,013"
2021년08월_여_50~59세,"38,658","1,455","1,353","1,297","1,367","2,129","1,058","1,622","1,668",894,"1,568","2,133",948,937,"1,447","1,087","1,426","2,265","1,957","1,159","1,678","3,038","2,627","3,545"
2021년08월_여_60~69세,"28,359",890,934,694,776,"1,622",830,894,"1,279",786,"1,166","1,347",838,884,"1,430","1,216",965,"1,975","1,612","1,295","1,391","1,765","1,807","1,963"
2021년08월_여_70~79세,"16,346",631,519,426,472,959,454,574,970,494,696,672,543,514,821,701,462,"1,207",820,954,573,844,948,"1,092"
2021년08월_여_80~89세,"9,096",309,253,204,243,548,273,272,537,241,422,388,234,265,444,355,226,667,532,587,304,530,550,712
2021년08월_여_90~99세,"1,472",40,38,30,46,76,37,39,88,33,57,73,31,44,101,66,40,113,72,88,58,85,102,115
2021년08월_여_100세 이상,48,6,2,2,0,4,1,1,2,1,1,4,0,1,0,3,2,3,0,3,2,2,7,1
