카테고리,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동
2021년07월_여_연령구간인구수,"149,779",86,"1,602","5,009","7,006","7,223","5,355","10,667","5,555","3,135","17,654","6,562","13,056","7,337","10,673","6,370","16,309","25,251",929
2021년07월_여_0~9세,"10,997",0,44,169,335,387,411,801,432,116,"1,518",462,"1,060",480,646,436,"1,424","2,246",30
2021년07월_여_10~19세,"14,516",3,95,289,459,594,528,906,658,206,"2,095",568,"1,547",502,880,671,"2,075","2,410",30
2021년07월_여_20~29세,"17,963",5,179,581,875,810,612,"1,258",704,453,"2,098",768,"1,498",872,"1,226",819,"1,807","3,315",83
2021년07월_여_30~39세,"19,959",9,152,514,832,836,606,"1,503",730,364,"2,136","1,133","1,487","1,182","1,390",957,"2,034","4,009",85
2021년07월_여_40~49세,"25,607",11,212,645,945,"1,140",905,"1,634","1,061",435,"3,402","1,129","2,492","1,184","1,729","1,198","3,147","4,261",77
2021년07월_여_50~59세,"24,598",21,283,972,"1,215","1,243",890,"1,799",923,614,"2,874","1,042","2,175","1,158","1,712","1,058","2,485","3,963",171
2021년07월_여_60~69세,"20,478",26,342,"1,015","1,322","1,228",803,"1,642",613,511,"2,143",860,"1,641","1,014","1,447",705,"1,958","2,981",227
2021년07월_여_70~79세,"9,682",8,198,544,691,626,396,723,274,262,839,409,691,495,924,321,851,"1,315",115
2021년07월_여_80~89세,"5,086",1,90,244,289,311,179,339,137,146,464,165,385,382,617,175,438,634,90
2021년07월_여_90~99세,865,2,7,35,42,48,23,61,22,27,83,25,76,66,97,29,88,114,20
2021년07월_여_100세 이상,28,0,0,1,1,0,2,1,1,1,2,1,4,2,5,1,2,3,1
