카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년11월_여_총인구수,"202,645","7,608","17,980",946,849,"1,076","1,984","12,752","1,543","12,383","1,713","1,560","15,317","1,099","19,486","7,429","8,499","1,470","1,487","2,894","3,402","1,984","2,031","14,761","9,116","23,533","7,470","22,273"
2020년11월_여_연령구간인구수,"202,645","7,608","17,980",946,849,"1,076","1,984","12,752","1,543","12,383","1,713","1,560","15,317","1,099","19,486","7,429","8,499","1,470","1,487","2,894","3,402","1,984","2,031","14,761","9,116","23,533","7,470","22,273"
2020년11월_여_0~9세,"20,106",440,"1,586",23,7,22,33,"2,780",27,925,39,37,"1,149",45,"1,928",514,411,71,130,332,505,285,151,"1,402","1,086","2,297",459,"3,422"
2020년11월_여_10~19세,"21,555",582,"1,777",29,35,45,75,"1,061",90,"1,233",57,63,"1,785",62,"2,421",777,903,87,103,238,317,109,174,"1,818","1,170","2,879",538,"3,127"
2020년11월_여_20~29세,"25,285",602,"1,953",40,30,56,121,"1,393",117,"1,571",225,127,"1,744",97,"2,332",884,"1,180",238,190,428,438,287,275,"2,002","1,075","3,272","2,085","2,523"
2020년11월_여_30~39세,"30,749",631,"2,153",38,25,31,76,"3,763",77,"1,572",245,96,"1,776",66,"2,603",849,772,170,212,554,676,464,286,"1,996","1,439","4,141","1,692","4,346"
2020년11월_여_40~49세,"36,202",957,"3,044",49,50,71,158,"1,892",159,"2,082",290,151,"2,726",131,"3,829","1,350","1,539",179,200,458,563,286,339,"3,145","1,974","4,615","1,189","4,776"
2020년11월_여_50~59세,"34,220","1,510","3,854",161,154,158,335,945,285,"2,388",350,317,"3,232",231,"3,583","1,584","2,061",290,295,541,556,312,403,"2,725","1,440","3,364",781,"2,365"
2020년11월_여_60~69세,"19,073","1,290","1,903",227,192,255,421,469,304,"1,714",280,382,"1,810",251,"1,721",914,"1,070",237,184,212,244,176,236,975,549,"1,682",444,931
2020년11월_여_70~79세,"8,982",801,923,172,148,221,403,220,250,611,145,252,680,129,666,347,373,144,106,77,63,45,113,419,238,790,173,473
2020년11월_여_80~89세,"5,484",661,655,175,176,187,307,200,203,246,59,118,363,72,340,185,162,44,57,46,36,13,47,232,123,423,88,266
2020년11월_여_90~99세,942,129,125,32,30,29,51,27,29,38,20,16,51,14,62,25,25,10,7,8,4,6,7,46,21,68,19,43
2020년11월_여_100세 이상,47,5,7,0,2,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1
