카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2021년07월_남_연령구간인구수,"272,845","28,690","9,296","3,526","4,054","2,028","1,721","3,030","4,972","4,537","5,057","36,690","40,201","5,055","20,446","16,868","3,857","28,399","18,281","36,137"
2021년07월_남_0~9세,"24,075","3,242","1,405",117,93,52,46,65,297,312,297,"2,395","3,607",287,"1,257",748,250,"2,540","1,736","5,329"
2021년07월_남_10~19세,"31,313","3,193",653,170,190,64,72,118,313,283,335,"3,799","5,412",383,"1,986","1,558",353,"4,113","2,635","5,683"
2021년07월_남_20~29세,"37,207","2,962","1,044",370,382,183,154,238,724,565,745,"6,634","5,897",669,"3,232","3,163",560,"3,792","2,405","3,488"
2021년07월_남_30~39세,"34,747","4,363","2,002",289,362,151,136,225,674,619,652,"4,459","4,679",555,"2,337","1,631",410,"3,406","2,232","5,565"
2021년07월_남_40~49세,"48,228","5,841","1,584",486,456,211,201,316,685,622,727,"5,384","7,137",723,"3,140","2,386",593,"5,735","3,731","8,270"
2021년07월_남_50~59세,"50,028","4,357","1,358",818,884,446,399,554,"1,010",817,"1,048","7,888","7,640","1,068","4,327","3,681",787,"5,066","3,294","4,586"
2021년07월_남_60~69세,"31,555","3,100",914,780,"1,013",542,459,895,848,807,812,"4,394","4,049",906,"2,880","2,568",609,"2,377","1,480","2,122"
2021년07월_남_70~79세,"11,709","1,209",253,344,496,273,192,457,317,365,335,"1,272","1,334",343,992,838,216,"1,011",582,880
2021년07월_남_80~89세,"3,710",395,77,143,170,103,55,146,96,138,103,433,414,117,274,275,70,331,173,197
2021년07월_남_90~99세,261,28,6,9,8,3,7,16,7,8,3,30,32,4,21,19,7,24,12,17
2021년07월_남_100세 이상,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년07월_여_총인구수,"266,632","27,001","8,889","2,913","3,376","1,772","1,411","2,800","4,763","4,530","4,798","36,916","40,088","4,496","19,730","16,075","3,736","28,634","18,037","36,667"
2021년07월_여_연령구간인구수,"266,632","27,001","8,889","2,913","3,376","1,772","1,411","2,800","4,763","4,530","4,798","36,916","40,088","4,496","19,730","16,075","3,736","28,634","18,037","36,667"
2021년07월_여_0~9세,"23,069","3,013","1,388",86,87,28,29,73,257,279,270,"2,183","3,444",247,"1,179",723,231,"2,624","1,712","5,216"
2021년07월_여_10~19세,"29,141","2,970",612,141,136,56,65,92,344,257,296,"3,568","4,904",344,"1,795","1,402",375,"3,891","2,474","5,419"
2021년07월_여_20~29세,"30,927","2,352","1,005",205,209,112,107,139,581,451,620,"5,593","4,920",542,"2,742","2,482",443,"3,258","1,961","3,205"
2021년07월_여_30~39세,"32,603","4,066","1,936",219,193,101,81,148,523,574,531,"3,969","4,621",403,"1,933","1,276",343,"3,428","2,144","6,114"
2021년07월_여_40~49세,"48,768","5,069","1,413",287,241,134,114,220,661,563,648,"6,086","7,957",605,"3,068","2,389",600,"6,132","3,984","8,597"
2021년07월_여_50~59세,"47,570","3,999","1,366",588,639,350,310,482,933,836,"1,038","8,342","7,406",902,"4,317","3,698",768,"4,597","2,934","4,065"
2021년07월_여_60~69세,"30,161","3,133",692,660,851,453,375,790,823,810,802,"3,965","3,891",792,"2,689","2,286",555,"2,576","1,566","2,452"
2021년07월_여_70~79세,"14,985","1,442",255,401,524,306,187,491,402,500,386,"1,923","1,849",416,"1,287","1,105",280,"1,348",827,"1,056"
2021년07월_여_80~89세,"8,170",818,195,261,427,203,114,305,207,215,184,"1,147",953,216,643,637,122,686,366,471
2021년07월_여_90~99세,"1,199",136,27,64,68,29,26,59,32,40,22,133,136,28,77,76,16,91,69,70
2021년07월_여_100세 이상,39,3,0,1,1,0,3,1,0,5,1,7,7,1,0,1,3,3,0,2
