,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년07월_계_80~89세,"24,418","7,355",722,883,708,853,687,672,519,936,642,733,"7,352",283,668,543,937,907,660,884,648,466,636,395,325,"4,771",202,330,337,651,581,492,621,339,758,460,"4,940",325,354,532,458,522,519,275,458,320,253,478,446
2020년07월_계_90~99세,"3,833","1,199",116,130,121,128,102,99,86,159,110,148,"1,130",49,96,83,162,129,88,133,77,70,118,78,47,718,24,50,50,90,85,74,83,54,116,92,786,59,52,74,73,93,74,40,75,61,40,81,64
2020년07월_계_100세 이상,307,87,9,11,8,7,1,20,5,6,2,18,92,11,10,12,18,10,6,2,6,3,8,5,1,89,6,6,14,12,4,11,6,1,17,12,39,6,6,4,3,3,5,3,1,3,2,0,3
2020년07월_남_총인구수,"599,719","138,705","11,980","22,727","14,787","14,872","21,584","10,383","9,914","14,657","9,325","8,476","187,000","5,276","12,239","9,866","20,835","19,575","12,629","22,733","23,087","12,664","24,640","14,875","8,581","88,324","3,176","5,727","4,680","11,345","13,290","5,864","10,366","8,662","19,352","5,862","185,690","9,405","7,636","18,932","10,988","19,918","17,933","14,283","16,804","15,983","14,230","25,952","13,626"
2020년07월_남_연령구간인구수,"599,719","138,705","11,980","22,727","14,787","14,872","21,584","10,383","9,914","14,657","9,325","8,476","187,000","5,276","12,239","9,866","20,835","19,575","12,629","22,733","23,087","12,664","24,640","14,875","8,581","88,324","3,176","5,727","4,680","11,345","13,290","5,864","10,366","8,662","19,352","5,862","185,690","9,405","7,636","18,932","10,988","19,918","17,933","14,283","16,804","15,983","14,230","25,952","13,626"
2020년07월_남_0~9세,"51,778","9,851",734,"1,641","1,327","1,032","2,034",473,625,820,780,385,"17,238",486,596,467,"1,653","1,263",749,"2,620","3,785",718,"3,080",922,899,"5,003",122,231,197,779,"1,073",244,496,614,"1,109",138,"19,686",623,519,"1,591",794,"2,392","1,962","1,374","1,397","1,898","2,314","3,049","1,773"
2020년07월_남_10~19세,"62,157","15,216","1,011","2,170","1,922","1,668","3,651",651,952,"1,535","1,075",581,"17,620",330,870,838,"1,916","1,732","1,094","2,637","2,227",933,"2,893","1,200",950,"7,293",175,248,295,"1,098","1,554",406,785,"1,032","1,441",259,"22,028","1,029",820,"2,312","1,227","1,822","2,610","1,151","2,321","2,110","1,667","3,455","1,504"
2020년07월_남_20~29세,"98,531","24,127","1,882","6,164","2,219","2,284","3,227","1,403","1,577","2,325","1,559","1,487","28,648",784,"1,911","1,495","3,459","3,129","2,086","3,214","2,537","2,497","3,591","2,847","1,098","14,938",503,"1,072",602,"1,622","2,149",753,"1,725","1,985","3,768",759,"30,818","1,768","1,263","3,670","2,011","3,437","2,547","3,284","3,420","2,442","1,707","3,792","1,477"
2020년07월_남_30~39세,"94,262","17,334","1,591","3,113","1,746","1,931","2,167","1,405","1,450","1,842","1,008","1,081","31,074",928,"2,054","1,457","3,043","3,011","1,813","3,400","4,719","2,419","3,913","3,145","1,172","13,395",475,944,624,"1,396","1,734",684,"1,677","1,170","3,906",785,"32,459","1,339","1,083","3,041","1,698","3,948","2,723","3,827","2,348","2,483","2,921","4,507","2,541"
2020년07월_남_40~49세,"103,043","22,952","1,942","3,312","2,642","2,516","4,380","1,638","1,580","2,329","1,349","1,264","31,917",776,"1,979","1,659","3,178","3,231","1,962","4,053","4,325","1,930","4,347","2,793","1,684","14,281",511,846,748,"1,915","2,200",931,"1,623","1,316","3,291",900,"33,893","1,511","1,246","3,438","1,795","3,792","3,464","2,174","2,966","2,888","2,721","5,222","2,676"
2020년07월_남_50~59세,"98,210","24,659","2,195","3,432","2,631","2,693","3,858","2,017","1,812","2,751","1,797","1,473","30,787",916,"2,196","1,708","3,793","3,415","2,424","3,698","2,866","2,127","3,801","2,427","1,416","15,660",628,"1,051",928,"2,047","2,549","1,156","1,878","1,313","2,844","1,266","27,104","1,631","1,340","2,834","1,829","2,390","2,809","1,560","2,741","2,579","1,831","3,701","1,859"
2020년07월_남_60~69세,"57,337","14,694","1,630","1,806","1,389","1,543","1,445","1,666","1,173","1,796","1,029","1,217","19,043",631,"1,565","1,350","2,418","2,383","1,579","1,970","1,738","1,385","2,100","1,056",868,"10,594",444,806,686,"1,457","1,268",968,"1,281",789,"1,887","1,008","13,006",970,875,"1,348","1,064","1,381","1,187",583,"1,112","1,120",744,"1,500","1,122"
2020년07월_남_70~79세,"24,956","6,918",727,741,640,853,557,823,535,904,454,684,"7,881",307,767,668,"1,016","1,082",679,811,675,493,675,335,373,"5,255",232,382,440,758,553,533,681,318,829,529,"4,902",415,369,529,406,564,422,222,332,346,242,545,510
2020년07월_남_80~89세,"8,494","2,647",244,304,242,321,248,282,187,312,241,266,"2,517",107,263,202,326,298,220,300,197,145,217,136,106,"1,707",73,126,140,250,188,171,201,114,256,188,"1,623",107,111,155,146,173,190,96,155,106,76,161,147
2020년07월_남_90~99세,872,286,22,40,26,30,17,19,21,43,32,36,249,9,34,22,29,27,21,30,15,15,20,12,15,175,10,18,13,21,21,16,17,11,19,29,162,10,9,14,17,18,16,11,12,11,7,20,17
2020년07월_남_100세 이상,79,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,23,3,3,7,2,1,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020년07월_여_총인구수,"591,525","136,774","11,763","20,411","15,249","15,459","21,611","9,941","9,964","14,456","9,972","7,948","183,548","5,272","11,520","9,766","20,277","18,903","12,413","23,202","23,383","12,218","25,350","12,833","8,411","86,923","2,795","5,052","4,456","12,009","13,720","5,637","10,453","8,724","18,942","5,135","184,280","9,263","7,711","17,560","11,278","19,344","18,407","12,774","16,190","15,803","14,224","27,198","14,528"
2020년07월_여_연령구간인구수,"591,525","136,774","11,763","20,411","15,249","15,459","21,611","9,941","9,964","14,456","9,972","7,948","183,548","5,272","11,520","9,766","20,277","18,903","12,413","23,202","23,383","12,218","25,350","12,833","8,411","86,923","2,795","5,052","4,456","12,009","13,720","5,637","10,453","8,724","18,942","5,135","184,280","9,263","7,711","17,560","11,278","19,344","18,407","12,774","16,190","15,803","14,224","27,198","14,528"
2020년07월_여_0~9세,"48,661","9,183",691,"1,563","1,276","1,037","1,785",410,571,770,730,350,"16,346",438,551,544,"1,554","1,276",755,"2,513","3,482",663,"2,834",852,884,"4,847",120,211,172,786,"1,004",216,463,633,"1,102",140,"18,285",620,474,"1,427",678,"2,264","1,811","1,332","1,375","1,709","2,112","2,784","1,699"
2020년07월_여_10~19세,"58,004","13,970",912,"1,993","1,680","1,585","3,437",594,841,"1,367","1,035",526,"16,258",292,787,762,"1,768","1,540","1,034","2,371","2,242",827,"2,573","1,147",915,"6,948",147,246,304,"1,148","1,541",345,726,862,"1,402",227,"20,828",963,747,"2,219","1,141","1,697","2,410","1,068","2,082","2,047","1,568","3,467","1,419"
2020년07월_여_20~29세,"88,552","20,025","1,544","3,916","1,975","2,096","3,041","1,310","1,501","2,094","1,457","1,091","26,304",759,"1,683","1,314","2,905","2,793","1,906","3,031","2,623","2,484","3,365","2,473",968,"13,751",411,876,519,"1,566","2,025",601,"1,541","1,654","3,798",760,"28,472","1,415","1,258","2,855","1,767","3,183","2,436","2,561","2,955","2,141","1,762","4,547","1,592"
2020년07월_여_30~39세,"87,457","15,982","1,385","2,756","1,816","1,849","2,369","1,111","1,297","1,515","1,109",775,"28,401",810,"1,507","1,206","2,790","2,453","1,522","3,469","4,866","2,043","4,250","2,338","1,147","11,402",410,735,468,"1,329","1,775",566,"1,312","1,093","3,187",527,"31,672","1,175",924,"2,542","1,539","3,838","2,933","3,025","2,169","2,578","3,068","5,087","2,794"
2020년07월_여_40~49세,"101,485","23,339","1,841","3,318","2,877","2,631","4,894","1,374","1,556","2,274","1,600",974,"29,878",708,"1,761","1,498","3,067","2,885","1,848","4,086","3,839","1,799","4,601","2,199","1,587","13,412",363,613,608,"2,000","2,417",777,"1,495","1,462","3,059",618,"34,856","1,625","1,261","3,441","2,041","3,384","3,789","2,113","3,270","3,061","2,685","5,561","2,625"
2020년07월_여_50~59세,"98,327","24,702","2,238","3,395","2,680","2,775","3,527","1,981","1,883","2,766","2,060","1,397","31,703",993,"2,138","1,769","3,869","3,441","2,491","3,935","3,104","2,136","4,262","2,170","1,395","15,060",490,935,847,"2,105","2,595",993,"1,906","1,422","2,826",941,"26,862","1,671","1,458","2,687","1,971","2,329","2,874","1,505","2,570","2,566","1,805","3,337","2,089"
2020년07월_여_60~69세,"58,857","15,169","1,639","1,811","1,548","1,738","1,262","1,742","1,263","1,844",943,"1,379","19,462",687,"1,741","1,444","2,404","2,505","1,587","2,024","1,836","1,314","2,143",910,867,"11,243",428,761,789,"1,607","1,237","1,060","1,559",860,"1,989",953,"12,983","1,043",843,"1,305","1,192","1,499","1,139",588,936,963,726,"1,401","1,348"
2020년07월_여_70~79세,"31,069","8,717",934,983,831,"1,112",771,935,652,"1,080",558,861,"9,414",360,879,815,"1,162","1,293",759,"1,084",875,575,800,416,396,"6,587",280,436,508,988,666,691,961,469,965,623,"6,351",480,455,643,579,724,626,372,466,471,286,636,613
2020년07월_여_80~89세,"15,924","4,708",478,579,466,532,439,390,332,624,401,467,"4,835",176,405,341,611,609,440,584,451,321,419,259,219,"3,064",129,204,197,401,393,321,420,225,502,272,"3,317",218,243,377,312,349,329,179,303,214,177,317,299
2020년07월_여_90~99세,"2,961",913,94,90,95,98,85,80,65,116,78,112,881,40,62,61,133,102,67,103,62,55,98,66,32,543,14,32,37,69,64,58,66,43,97,63,624,49,43,60,56,75,58,29,63,50,33,61,47
2020년07월_여_100세 이상,228,66,7,7,5,6,1,14,3,6,1,16,66,9,6,12,14,6,4,2,3,1,5,3,1,66,3,3,7,10,3,9,4,1,15,11,30,4,5,4,2,2,2,2,1,3,2,0,3
