,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년08월_계_80~89세,"32,243","14,569",611,543,"1,000",770,530,214,622,376,"1,057","1,316",564,"1,465",999,722,711,989,"1,486",486,108,"8,601",636,"1,550",721,"1,055",770,661,712,678,161,799,858,"9,073",895,674,839,"1,333","1,210","1,427",949,572,"1,174"
2020년08월_계_90~99세,"4,622","2,014",79,69,129,105,62,43,65,71,136,206,85,176,121,109,95,130,228,91,14,"1,326",100,259,100,160,93,92,114,109,34,104,161,"1,282",114,92,141,199,173,195,124,76,168
2020년08월_계_100세 이상,330,208,6,5,5,12,3,19,15,12,13,41,13,16,4,6,4,7,4,17,6,62,4,17,6,4,6,6,8,1,3,3,4,60,12,5,6,3,7,10,7,2,8
2020년08월_남_총인구수,"527,215","234,249","7,868","11,471","21,971","10,910","5,584","5,512","10,781","10,249","15,425","18,592","8,100","18,672","16,322","10,077","10,876","16,134","22,545","11,687","1,473","145,582","16,809","23,040","11,574","19,003","14,800","10,165","11,899","7,906","5,506","12,925","11,955","147,384","13,545","9,368","17,638","25,730","13,261","13,833","17,566","10,781","25,662"
2020년08월_남_연령구간인구수,"527,215","234,249","7,868","11,471","21,971","10,910","5,584","5,512","10,781","10,249","15,425","18,592","8,100","18,672","16,322","10,077","10,876","16,134","22,545","11,687","1,473","145,582","16,809","23,040","11,574","19,003","14,800","10,165","11,899","7,906","5,506","12,925","11,955","147,384","13,545","9,368","17,638","25,730","13,261","13,833","17,566","10,781","25,662"
2020년08월_남_0~9세,"42,524","19,775",320,"1,604","2,788",696,339,772,"1,094","1,312","1,219","1,125",510,"1,079","1,400",404,789,"1,209","1,461","1,610",44,"10,866","1,714","1,805",674,"1,684","1,081",461,760,645,720,591,731,"11,883","1,026",474,"1,390","2,465",999,"1,070","1,191",842,"2,426"
2020년08월_남_10~19세,"54,475","21,413",694,923,"1,930","1,032",571,368,744,760,"1,692","1,484",670,"1,977","1,980",661,"1,039","1,520","2,528",757,83,"15,525","2,410","2,423","1,098","2,366","1,467",725,"1,727","1,147",488,823,851,"17,537","1,407",814,"3,040","2,927","1,687","1,631","1,631","1,199","3,201"
2020년08월_남_20~29세,"77,084","32,458","1,199","1,167","2,531","1,574",778,674,"1,294","1,122","1,902","2,403","1,191","3,147","2,378","1,581","1,625","2,646","3,658","1,321",267,"22,593","2,353","3,704","2,102","2,754","2,457","1,609","1,907","1,159",597,"2,316","1,635","22,033","2,095","1,485","2,501","3,880","1,918","1,944","3,033","1,688","3,489"
2020년08월_남_30~39세,"70,490","33,782",863,"1,916","3,712","1,299",658,"1,181","2,131","2,269","1,771","2,219",946,"2,201","2,130","1,309","1,427","2,550","2,594","2,443",163,"18,667","1,667","2,725","1,508","2,303","2,260","1,690","1,068",699,763,"2,401","1,583","18,041","1,639","1,015","1,718","3,565","1,533","1,640","2,738","1,406","2,787"
2020년08월_남_40~49세,"88,876","39,542","1,163","2,220","4,328","1,814",844,952,"1,823","1,847","2,726","3,092","1,197","2,853","2,976","1,561","1,754","2,459","3,657","2,092",184,"24,520","3,219","3,557","1,739","3,283","2,371","1,876","1,932","1,298","1,020","2,328","1,897","24,814","2,115","1,311","3,263","4,516","2,127","2,231","2,692","1,785","4,774"
2020년08월_남_50~59세,"95,748","41,062","1,715","1,544","3,030","2,156","1,014",774,"1,501","1,300","2,670","3,554","1,632","3,744","2,845","2,197","2,052","2,936","4,548","1,559",291,"27,336","3,145","4,364","2,132","3,345","2,685","1,975","2,399","1,554",984,"2,344","2,409","27,350","2,540","2,102","3,185","4,683","2,349","2,477","3,244","1,971","4,799"
2020년08월_남_60~69세,"58,835","27,349","1,159","1,294","2,144","1,383",776,462,"1,262",989,"1,910","2,775","1,158","2,003","1,541","1,472","1,372","1,705","2,497","1,177",270,"16,024","1,473","2,704","1,392","2,002","1,567","1,120","1,319",782,627,"1,267","1,771","15,462","1,585","1,357","1,633","2,255","1,487","1,542","1,875","1,131","2,597"
2020년08월_남_70~79세,"26,296","13,029",537,598,"1,124",649,398,223,684,487,"1,081","1,402",565,"1,011",665,615,540,747,"1,058",522,123,"6,615",564,"1,156",641,834,595,481,508,346,233,498,759,"6,652",769,535,572,922,674,752,804,499,"1,125"
2020년08월_남_80~89세,"11,611","5,282",196,186,359,284,192,78,230,139,409,481,213,599,374,256,256,331,480,177,42,"3,075",235,529,258,385,291,203,247,237,70,326,294,"3,254",337,249,297,466,430,479,327,241,428
2020년08월_남_90~99세,"1,187",501,20,18,25,22,13,19,13,23,39,44,16,54,32,20,21,30,64,24,4,341,28,68,27,47,24,25,29,38,3,29,23,345,31,26,37,51,56,63,29,18,34
2020년08월_남_100세 이상,89,56,2,1,0,1,1,9,5,1,6,13,2,4,1,1,1,1,0,5,2,20,1,5,3,0,2,0,3,1,1,2,2,13,1,0,2,0,1,4,2,1,2
2020년08월_여_총인구수,"549,191","239,440","7,398","12,373","23,232","11,007","5,955","5,747","11,489","10,259","15,206","18,033","7,694","19,760","17,315","9,279","11,468","16,634","23,815","11,697","1,079","153,556","17,751","24,625","12,361","20,356","16,259","10,794","12,750","8,823","5,200","13,711","10,926","156,195","14,381","9,485","18,662","26,769","14,978","15,709","18,771","11,033","26,407"
2020년08월_여_연령구간인구수,"549,191","239,440","7,398","12,373","23,232","11,007","5,955","5,747","11,489","10,259","15,206","18,033","7,694","19,760","17,315","9,279","11,468","16,634","23,815","11,697","1,079","153,556","17,751","24,625","12,361","20,356","16,259","10,794","12,750","8,823","5,200","13,711","10,926","156,195","14,381","9,485","18,662","26,769","14,978","15,709","18,771","11,033","26,407"
2020년08월_여_0~9세,"40,841","19,049",278,"1,611","2,790",654,332,762,"1,134","1,207","1,123","1,076",426,"1,041","1,382",348,706,"1,160","1,409","1,572",38,"10,336","1,664","1,719",608,"1,630","1,052",481,715,602,639,549,677,"11,456","1,069",502,"1,282","2,314",982,986,"1,137",828,"2,356"
2020년08월_여_10~19세,"51,702","20,360",572,987,"1,922",889,526,420,690,723,"1,543","1,371",591,"1,792","1,883",614,"1,086","1,426","2,466",788,71,"14,486","2,261","2,182","1,083","2,236","1,394",646,"1,626","1,091",455,777,735,"16,856","1,356",726,"2,868","2,794","1,658","1,633","1,456","1,145","3,220"
2020년08월_여_20~29세,"73,640","30,292",966,"1,150","2,572","1,409",669,822,"1,398","1,227","1,662","1,962",960,"3,154","2,278","1,333","1,543","2,415","3,346","1,267",159,"22,336","2,363","3,345","1,969","2,688","2,559","1,820","1,945","1,159",538,"2,658","1,292","21,012","1,932","1,342","2,406","3,680","1,795","1,929","3,343","1,434","3,151"
2020년08월_여_30~39세,"71,934","33,341",661,"2,256","4,156","1,237",644,"1,208","2,122","2,281","1,656","1,972",863,"2,093","2,209",997,"1,335","2,419","2,580","2,552",100,"19,702","2,111","2,925","1,437","2,453","2,321","1,748","1,218",908,895,"2,375","1,311","18,891","1,626",969,"1,810","3,662","1,738","1,783","2,658","1,522","3,123"
2020년08월_여_40~49세,"94,789","39,219","1,090","2,053","4,038","1,761",957,872,"1,761","1,709","2,648","2,673","1,146","3,248","3,413","1,296","1,906","2,663","4,049","1,808",128,"27,266","3,723","3,973","1,990","3,710","2,803","1,922","2,358","1,702",940,"2,545","1,600","28,304","2,390","1,342","4,061","4,905","2,690","2,685","3,012","2,031","5,188"
2020년08월_여_50~59세,"98,250","41,304","1,494","1,758","3,318","2,088","1,093",759,"1,738","1,281","2,377","3,396","1,563","3,880","2,914","1,912","2,211","3,093","4,716","1,529",184,"28,384","3,017","4,933","2,430","3,616","3,036","1,872","2,463","1,597",882,"2,398","2,140","28,562","2,734","2,123","3,356","4,833","2,651","2,810","3,528","1,992","4,535"
2020년08월_여_60~69세,"58,364","27,742","1,152","1,452","2,383","1,460",794,472,"1,361",998,"2,079","2,856","1,071","1,989","1,473","1,398","1,313","1,595","2,506","1,211",179,"15,624","1,340","2,748","1,503","2,079","1,658","1,105","1,181",748,514,"1,122","1,626","14,998","1,564","1,273","1,443","2,160","1,487","1,564","1,857","1,092","2,558"
2020년08월_여_70~79세,"35,363","17,181",707,694,"1,303",929,551,262,831,537,"1,366","1,702",643,"1,563","1,046",821,836,"1,099","1,569",582,140,"8,869",796,"1,576",802,"1,157",884,669,689,504,213,738,841,"9,313","1,058",712,786,"1,403","1,074","1,233","1,058",599,"1,390"
2020년08월_여_80~89세,"20,632","9,287",415,357,641,486,338,136,392,237,648,835,351,866,625,466,455,658,"1,006",309,66,"5,526",401,"1,021",463,670,479,458,465,441,91,473,564,"5,819",558,425,542,867,780,948,622,331,746
2020년08월_여_90~99세,"3,435","1,513",59,51,104,83,49,24,52,48,97,162,69,122,89,89,74,100,164,67,10,985,72,191,73,113,69,67,85,71,31,75,138,937,83,66,104,148,117,132,95,58,134
2020년08월_여_100세 이상,241,152,4,4,5,11,2,10,10,11,7,28,11,12,3,5,3,6,4,12,4,42,3,12,3,4,4,6,5,0,2,1,2,47,11,5,4,3,6,6,5,1,6
