,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년03월_남_70~79세,"348,918","25,305","6,938","7,986","5,342","5,039","26,297","7,740","7,002","11,555","13,725","14,624","7,709","6,915","21,562","8,017","12,484","3,636","13,444","7,452","5,992","26,515","13,124","6,740","6,651","1,751","5,236","20,602","4,352","8,986","6,802","4,287","8,219","29,899","7,436","11,843","10,620","12,656","6,009","6,277","12,147","15,104","10,775","7,608","5,750","4,886","2,281","3,234","6,448"
2021년03월_남_80~89세,"129,226","8,969","2,767","2,642","1,835","1,725","9,327","2,284","2,025","5,018","5,322","4,903","2,512","2,391","6,736","2,500","5,062","1,630","4,855","2,796","2,059","12,181","5,579","3,206","3,396",741,"1,833","7,230","1,506","2,993","2,724","1,473","2,062","11,900","2,738","4,855","4,307","5,303","2,511","2,734","4,063","5,300","3,264","2,793","2,415","1,991","1,007","1,421","2,477"
2021년03월_남_90~99세,"12,419",900,313,251,172,164,"1,014",207,155,652,439,507,212,295,712,242,466,157,459,285,174,"1,241",512,353,376,91,171,623,101,284,321,164,231,"1,133",260,476,397,527,222,208,370,431,277,230,224,193,112,138,231
2021년03월_남_100세 이상,588,46,13,13,12,8,53,24,11,18,27,26,14,12,38,11,28,3,21,12,9,49,23,16,10,9,19,30,9,29,9,3,15,26,9,13,4,21,8,6,14,18,11,10,14,7,7,11,10
2021년03월_여_총인구수,"6,688,971","588,594","134,839","181,391","89,503","182,861","471,535","118,019","106,262","247,254","233,952","278,567","118,783","159,784","409,804","149,853","262,126","46,730","319,317","173,067","146,250","551,618","242,458","154,193","154,967","34,818","98,620","361,600","111,261","243,168","136,789","81,604","149,509","542,065","125,885","222,891","193,289","230,973","105,478","90,829","239,761","413,773","187,201","115,360","69,072","55,061","20,486","30,040","59,407"
2021년03월_여_연령구간인구수,"6,688,971","588,594","134,839","181,391","89,503","182,861","471,535","118,019","106,262","247,254","233,952","278,567","118,783","159,784","409,804","149,853","262,126","46,730","319,317","173,067","146,250","551,618","242,458","154,193","154,967","34,818","98,620","361,600","111,261","243,168","136,789","81,604","149,509","542,065","125,885","222,891","193,289","230,973","105,478","90,829","239,761","413,773","187,201","115,360","69,072","55,061","20,486","30,040","59,407"
2021년03월_여_0~9세,"553,374","46,143","8,589","15,359","5,021","17,174","33,026","7,621","6,385","19,020","16,433","19,271","7,510","11,761","27,062","11,047","24,301","2,962","21,470","11,487","9,983","39,843","18,842","10,117","10,884","2,826","7,152","31,476","11,399","24,115","9,774","6,196","14,881","48,513","10,270","20,360","17,883","21,447","8,932","6,702","27,231","50,402","16,763","9,919","4,046","3,552","1,306","1,640","3,544"
2021년03월_여_10~19세,"643,978","56,800","13,538","15,916","6,914","20,432","42,294","8,436","7,930","25,928","20,369","25,059","8,887","16,172","33,831","14,643","25,977","4,216","30,796","16,715","14,081","50,752","20,204","14,174","16,374","3,252","8,635","37,788","12,218","24,536","12,631","6,995","12,802","58,836","11,890","24,578","22,368","23,975","10,569","8,606","23,710","47,705","16,504","11,979","5,711","4,603","1,468","2,137","4,581"
2021년03월_여_20~29세,"857,705","88,353","19,864","25,746","14,442","28,301","63,949","16,591","14,981","32,377","32,042","37,187","16,283","20,904","56,322","18,012","33,742","5,092","50,060","27,447","22,613","73,212","30,279","22,274","20,659","4,366","13,140","40,981","14,503","32,031","18,103","10,971","18,407","66,523","15,782","27,516","23,225","26,890","13,153","10,196","25,652","48,510","21,172","12,830","7,520","5,510","1,948","2,629","4,699"
2021년03월_여_30~39세,"921,316","85,233","15,346","27,323","11,991","30,573","66,687","16,511","14,420","35,756","29,197","37,510","15,411","22,099","55,461","19,996","37,416","4,855","38,812","20,231","18,581","72,191","33,952","19,770","18,469","4,795","12,794","45,500","17,728","36,676","18,103","10,969","25,089","72,799","15,889","29,853","27,057","31,545","14,058","10,371","39,065","71,820","27,319","13,845","6,404","5,397","1,791","2,569","5,321"
2021년03월_여_40~49세,"1,129,066","99,940","22,501","29,491","13,478","34,470","78,697","17,455","15,447","45,795","36,949","44,522","16,910","27,612","63,407","25,723","44,113","6,792","52,303","28,265","24,038","93,444","39,293","26,779","27,372","5,335","16,243","65,362","20,437","42,468","22,181","12,243","25,234","100,872","20,584","42,486","37,802","39,527","16,736","14,037","43,166","77,482","31,665","19,404","9,286","7,677","2,194","3,608","8,019"
2021년03월_여_50~59세,"1,105,495","98,422","24,368","31,392","15,259","27,403","77,512","19,936","18,702","38,874","40,846","49,923","21,857","28,066","75,337","24,805","41,545","7,737","62,481","33,899","28,582","99,112","41,707","28,650","28,755","6,167","18,007","57,996","15,987","41,963","24,480","15,127","21,504","81,952","21,029","33,359","27,564","35,216","16,857","14,762","33,068","53,929","31,245","18,361","13,014","9,561","3,236","5,273","10,070"
2021년03월_여_60~69세,"791,715","62,743","15,981","20,776","11,964","14,022","58,887","17,386","15,714","25,787","30,113","36,833","17,820","19,013","57,388","19,966","28,266","6,784","35,342","18,963","16,379","62,399","29,593","16,719","16,087","4,284","12,571","43,878","10,432","23,234","17,354","10,925","18,692","56,743","16,049","22,323","18,371","25,505","13,045","12,908","26,097","35,517","24,720","14,809","11,554","9,358","3,684","5,931","11,753"
2021년03월_여_70~79세,"418,536","31,220","8,779","9,447","6,633","6,361","31,496","9,292","8,251","13,953","17,423","17,179","8,787","8,392","25,140","9,765","15,974","5,017","16,454","9,407","7,047","35,346","17,226","8,881","9,239","2,180","6,431","24,518","5,519","10,739","8,303","4,822","8,259","35,944","8,648","14,553","12,743","16,065","7,050","7,444","13,852","17,180","11,522","8,767","6,606","5,334","2,730","3,576","6,681"
2021년03월_여_80~89세,"225,777","16,531","4,882","5,008","3,227","3,414","15,754","4,041","3,726","7,987","9,020","9,351","4,530","4,821","13,364","4,992","9,238","2,828","9,850","5,643","4,207","21,506","9,725","5,720","6,061","1,281","3,116","11,920","2,608","6,199","4,951","2,770","3,794","16,643","4,784","6,594","5,265","9,201","4,325","4,934","6,683","9,471","5,270","4,569","4,184","3,392","1,821","2,275","3,936"
2021년03월_여_90~99세,"40,179","3,058",942,895,541,680,"3,076",699,658,"1,719","1,460","1,659",752,907,"2,386",863,"1,485",423,"1,677",969,708,"3,676","1,566","1,080","1,030",304,496,"2,079",408,"1,133",877,565,800,"3,116",925,"1,217",974,"1,539",728,836,"1,198","1,692",978,840,726,657,292,380,772
2021년03월_여_100세 이상,"1,830",151,49,38,33,31,157,51,48,58,100,73,36,37,106,41,69,24,72,41,31,137,71,29,37,28,35,102,22,74,32,21,47,124,35,52,37,63,25,33,39,65,43,37,21,20,16,22,31
