카테고리,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2020년11월_계_80~89세,"10,066",377,510,274,148,667,455,231,478,240,131,406,754,271,261,317,674,257,806,369,417,187,136,175,580,727,218
2020년11월_계_90~99세,"1,586",60,76,26,27,100,77,43,67,31,35,60,102,52,45,37,105,49,129,60,59,35,27,25,101,126,32
2020년11월_계_100세 이상,65,0,1,2,1,2,1,1,0,6,1,3,5,5,4,1,7,3,9,1,0,0,2,5,3,2,0
2020년11월_남_총인구수,"141,001","1,364","2,390","9,096","16,428","6,055","1,483",864,"1,614",781,435,"1,589","2,770","1,439","1,845","3,281","12,462","3,208","22,210","3,888","4,521","1,407","1,241","1,583","9,318","19,981","9,748"
2020년11월_남_연령구간인구수,"141,001","1,364","2,390","9,096","16,428","6,055","1,483",864,"1,614",781,435,"1,589","2,770","1,439","1,845","3,281","12,462","3,208","22,210","3,888","4,521","1,407","1,241","1,583","9,318","19,981","9,748"
2020년11월_남_0~9세,"12,095",34,61,757,"3,015",420,28,16,33,11,16,37,72,33,67,201,996,180,"1,698",207,195,61,26,47,"1,139","1,813",932
2020년11월_남_10~19세,"15,883",63,120,"1,390","2,608",529,51,24,79,22,20,84,151,95,146,311,"1,372",296,"2,809",325,365,93,62,107,903,"2,521","1,337"
2020년11월_남_20~29세,"20,410",120,246,"1,707","1,636",716,94,58,116,47,32,127,252,162,211,580,"2,140",431,"3,688",511,634,190,145,226,"1,202","3,349","1,790"
2020년11월_남_30~39세,"17,068",60,166,"1,095","3,259",606,81,60,108,49,19,79,155,94,174,429,"1,459",352,"2,604",422,422,136,124,156,"1,314","2,488","1,157"
2020년11월_남_40~49세,"21,506",145,300,"1,505","3,322",893,151,91,159,82,33,156,333,154,232,423,"1,811",438,"3,357",544,615,170,181,224,"1,462","3,193","1,532"
2020년11월_남_50~59세,"24,817",326,535,"1,753","1,748","1,161",291,177,317,178,95,294,551,305,293,493,"2,092",612,"4,140",632,881,223,255,283,"1,530","3,736","1,916"
2020년11월_남_60~69세,"17,148",298,466,619,652,990,333,230,340,184,107,383,591,309,362,419,"1,641",507,"2,668",647,737,250,242,278,"1,053","2,018",824
2020년11월_남_70~79세,"8,487",194,320,192,154,532,294,135,292,129,78,285,410,191,272,301,703,280,942,423,495,188,138,192,518,638,191
2020년11월_남_80~89세,"3,266",108,165,74,34,189,139,65,156,71,31,133,235,86,77,116,227,101,272,165,168,88,61,60,181,199,65
2020년11월_남_90~99세,313,16,11,4,0,19,21,8,14,5,3,10,19,10,11,8,20,11,31,12,9,8,7,10,16,26,4
2020년11월_남_100세 이상,8,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"141,617","1,386","2,242","9,258","15,884","6,046","1,475",955,"1,579",733,465,"1,692","2,772","1,389","1,912","3,267","12,946","3,129","22,353","3,888","4,404","1,482","1,150","1,520","9,212","20,473","10,005"
2020년11월_여_연령구간인구수,"141,617","1,386","2,242","9,258","15,884","6,046","1,475",955,"1,579",733,465,"1,692","2,772","1,389","1,912","3,267","12,946","3,129","22,353","3,888","4,404","1,482","1,150","1,520","9,212","20,473","10,005"
2020년11월_여_0~9세,"11,493",19,65,745,"2,861",383,29,20,25,4,10,36,67,18,76,196,936,159,"1,745",177,171,55,23,44,"1,008","1,717",904
2020년11월_여_10~19세,"14,505",68,96,"1,207","2,296",483,47,45,55,16,19,72,143,70,120,247,"1,348",262,"2,566",278,319,98,45,91,842,"2,352","1,320"
2020년11월_여_20~29세,"17,240",72,178,"1,475","1,532",636,64,66,82,36,22,111,171,105,158,497,"1,809",336,"2,989",419,496,164,137,153,998,"3,031","1,503"
2020년11월_여_30~39세,"16,176",58,93,"1,089","3,367",530,43,40,44,17,12,67,117,60,138,359,"1,417",287,"2,430",358,357,114,82,116,"1,287","2,475","1,219"
2020년11월_여_40~49세,"22,153",93,172,"1,885","3,385",805,68,48,65,37,26,96,207,130,200,401,"1,929",453,"3,759",431,482,151,108,198,"1,414","3,669","1,941"
2020년11월_여_50~59세,"24,398",226,377,"1,755","1,501","1,044",188,140,226,110,55,255,421,246,280,494,"2,451",548,"4,516",702,850,245,217,257,"1,521","3,853","1,920"
2020년11월_여_60~69세,"16,991",254,448,592,579,951,313,192,350,124,90,367,515,273,415,476,"1,725",566,"2,632",729,852,277,274,290,"1,063","1,902",742
2020년11월_여_70~79세,"10,531",283,402,286,221,653,350,202,357,191,99,363,525,255,303,366,793,321,"1,076",541,578,252,167,236,592,844,275
2020년11월_여_80~89세,"6,800",269,345,200,114,478,316,166,322,169,100,273,519,185,184,201,447,156,534,204,249,99,75,115,399,528,153
2020년11월_여_90~99세,"1,273",44,65,22,27,81,56,35,53,26,32,50,83,42,34,29,85,38,98,48,50,27,20,15,85,100,28
2020년11월_여_100세 이상,57,0,1,2,1,2,1,1,0,3,0,2,4,5,4,1,6,3,8,1,0,0,2,5,3,2,0
