카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년01월_여_연령구간인구수,"226,561","8,992","12,298","8,983","8,108","12,865","7,434","8,136","9,645","12,134","7,785","13,176","19,031","8,797","20,127","13,899","10,321","11,367","7,013","8,515","17,935"
2021년01월_여_0~9세,"14,108",405,548,293,420,990,219,497,654,738,297,779,"1,937",693,"1,302","1,029",507,656,304,865,975
2021년01월_여_10~19세,"18,200",549,891,505,679,"1,416",392,489,914,919,463,"1,033","2,501",666,"1,679","1,357",725,863,450,674,"1,035"
2021년01월_여_20~29세,"34,576","1,527","2,347","3,031","1,117","1,526","2,403","1,364","1,155","1,615","1,403","1,555","1,804","1,098","2,744","1,585","2,041","1,555",967,"1,112","2,627"
2021년01월_여_30~39세,"30,154","1,316","1,686","1,349",999,"1,602",878,"1,278","1,352","1,551",832,"1,693","2,578","1,298","2,620","1,837","1,330","1,340",798,"1,382","2,435"
2021년01월_여_40~49세,"35,403","1,345","1,885","1,050","1,157","2,378",817,"1,189","1,646","1,833",973,"2,126","4,108","1,532","3,259","2,280","1,412","1,707",914,"1,326","2,466"
2021년01월_여_50~59세,"35,276","1,450","1,839",969,"1,425","2,115","1,027","1,333","1,456","1,932","1,223","2,169","2,447","1,414","3,194","2,149","1,496","2,093","1,198","1,308","3,039"
2021년01월_여_60~69세,"29,288","1,101","1,431",816,"1,169","1,451",790,"1,013","1,210","1,821","1,211","1,963","1,826","1,107","2,528","1,866","1,396","1,661","1,155","1,031","2,742"
2021년01월_여_70~79세,"18,952",793,"1,061",617,723,834,574,623,809,"1,133",863,"1,221","1,193",648,"1,677","1,192",903,969,800,541,"1,778"
2021년01월_여_80~89세,"8,754",400,505,288,361,449,278,283,376,491,426,512,514,281,924,508,424,443,339,223,729
2021년01월_여_90~99세,"1,556",97,79,52,50,96,45,57,61,85,86,105,103,45,169,78,76,69,62,40,101
2021년01월_여_100세 이상,294,9,26,13,8,8,11,10,12,16,8,20,20,15,31,18,11,11,26,13,8
