카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년06월_계_80~89세,"10,994",313,483,246,768,627,674,360,210,105,155,251,223,237,300,338,237,356,452,243,619,613,391,194,373,570,551,609,168,200,128
2021년06월_계_90~99세,"1,699",44,77,45,100,121,122,56,46,20,29,41,19,26,30,40,40,45,50,25,89,112,51,36,52,100,100,111,25,24,23
2021년06월_계_100세 이상,51,1,1,3,6,4,5,1,2,1,1,0,1,1,4,2,0,0,4,2,2,0,0,1,2,6,1,0,0,0,0
2021년06월_남_총인구수,"142,137","1,346","4,490",949,"10,397","3,266","3,321","1,410",656,404,"1,153","2,388","1,560","2,145","2,079","3,148","1,853","2,706","5,744","3,448","9,330","10,827","6,315","5,231","5,347","16,683","18,458","11,387","4,206","1,286",604
2021년06월_남_연령구간인구수,"142,137","1,346","4,490",949,"10,397","3,266","3,321","1,410",656,404,"1,153","2,388","1,560","2,145","2,079","3,148","1,853","2,706","5,744","3,448","9,330","10,827","6,315","5,231","5,347","16,683","18,458","11,387","4,206","1,286",604
2021년06월_남_0~9세,"10,226",25,282,16,"1,061",136,72,32,7,9,27,105,46,70,63,115,58,74,347,207,571,943,315,380,523,"1,327","2,314",577,485,31,8
2021년06월_남_10~19세,"13,467",41,344,38,"1,063",171,154,61,15,17,49,155,95,149,110,179,113,120,455,316,955,"1,166",569,626,493,"1,974","2,336",996,610,71,26
2021년06월_남_20~29세,"18,993",101,446,88,"1,239",278,332,74,28,29,85,274,190,241,204,370,236,251,698,394,"1,420","1,497","1,075",770,614,"2,991","2,382","1,978",477,167,64
2021년06월_남_30~39세,"16,194",82,428,47,"1,256",241,213,80,42,14,82,262,189,179,185,316,163,230,597,332,"1,027","1,345",702,628,729,"2,055","2,672","1,377",574,105,42
2021년06월_남_40~49세,"21,860",161,749,94,"1,697",488,370,147,66,40,148,338,186,307,289,457,240,392,856,491,"1,373","1,773",968,784,859,"2,615","3,167","1,730",831,157,87
2021년06월_남_50~59세,"25,418",253,791,167,"1,827",596,699,272,102,97,266,365,256,373,366,539,311,498,990,566,"1,637","1,785","1,237",962,755,"3,098","3,115","2,420",634,295,146
2021년06월_남_60~69세,"20,586",311,791,233,"1,361",645,772,339,182,80,275,442,264,410,399,586,351,540,988,669,"1,491","1,444",917,715,754,"1,721","1,697","1,515",329,247,118
2021년06월_남_70~79세,"11,378",246,457,177,622,477,488,270,147,82,159,352,239,317,342,453,283,450,629,372,625,663,415,293,482,719,597,599,208,146,69
2021년06월_남_80~89세,"3,706",116,184,78,251,214,195,123,60,30,57,87,91,92,111,125,92,143,178,94,217,196,110,67,134,171,162,173,55,60,40
2021년06월_남_90~99세,302,10,18,11,19,18,26,11,7,6,4,8,4,7,9,8,6,8,6,7,14,15,7,6,4,12,15,22,3,7,4
2021년06월_남_100세 이상,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년06월_여_총인구수,"136,344","1,319","4,096",982,"10,011","3,024","3,122","1,354",675,404,892,"2,317","1,570","2,156","1,959","2,927","1,890","2,612","5,632","3,411","9,575","10,735","5,445","5,104","5,211","15,791","18,395","10,117","3,999","1,062",557
2021년06월_여_연령구간인구수,"136,344","1,319","4,096",982,"10,011","3,024","3,122","1,354",675,404,892,"2,317","1,570","2,156","1,959","2,927","1,890","2,612","5,632","3,411","9,575","10,735","5,445","5,104","5,211","15,791","18,395","10,117","3,999","1,062",557
2021년06월_여_0~9세,"9,965",26,264,15,968,123,59,27,7,8,31,132,63,74,42,86,88,89,333,207,590,884,293,376,508,"1,323","2,272",555,482,28,12
2021년06월_여_10~19세,"12,516",43,322,34,"1,008",144,121,59,15,21,36,133,93,121,112,137,113,133,440,303,905,"1,145",501,556,461,"1,838","2,081","1,016",524,65,36
2021년06월_여_20~29세,"14,394",76,307,60,943,180,228,48,32,22,57,204,178,173,146,280,192,196,502,310,"1,098","1,202",708,642,485,"2,163","2,110","1,311",420,78,43
2021년06월_여_30~39세,"13,998",44,360,38,"1,248",188,146,41,19,13,47,195,125,145,113,207,121,193,474,296,951,"1,221",497,509,659,"1,853","2,792",886,538,62,17
2021년06월_여_40~49세,"19,478",73,520,53,"1,522",241,220,76,22,31,58,227,139,223,180,288,186,212,686,440,"1,358","1,778",791,866,724,"2,767","3,307","1,549",809,100,32
2021년06월_여_50~59세,"22,810",202,614,145,"1,699",410,495,167,81,45,178,322,206,330,278,482,284,372,"1,020",575,"1,769","1,701","1,001",951,768,"2,860","2,981","2,140",464,180,90
2021년06월_여_60~69세,"21,075",304,814,228,"1,262",638,640,305,129,80,217,520,323,530,448,682,438,666,"1,141",706,"1,634","1,462",805,721,816,"1,737","1,705","1,433",377,213,101
2021년06월_여_70~79세,"13,379",319,536,204,758,582,633,349,179,94,145,387,295,395,427,518,289,501,714,405,791,828,524,325,501,757,673,702,250,179,119
2021년06월_여_80~89세,"7,288",197,299,168,517,413,479,237,150,75,98,164,132,145,189,213,145,213,274,149,402,417,281,127,239,399,389,436,113,140,88
2021년06월_여_90~99세,"1,397",34,59,34,81,103,96,45,39,14,25,33,15,19,21,32,34,37,44,18,75,97,44,30,48,88,85,89,22,17,19
2021년06월_여_100세 이상,44,1,1,3,5,2,5,0,2,1,0,0,1,1,3,2,0,0,4,2,2,0,0,1,2,6,0,0,0,0,0
