카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년04월_남_20~29세,"1,627",168,10,278,5,5,58,10,140,80,109,104,3,118,39,10,23,19,72,76,52,118,13,40,77
2021년04월_남_30~39세,"1,682",150,9,270,12,10,66,14,124,93,148,112,6,117,44,11,39,15,69,71,65,105,20,36,76
2021년04월_남_40~49세,"2,875",286,13,404,14,16,135,27,281,139,256,163,22,217,61,20,63,32,127,143,111,152,16,56,121
2021년04월_남_50~59세,"4,239",449,34,633,19,21,193,46,349,247,394,226,41,273,68,27,69,46,196,166,156,277,23,75,211
2021년04월_남_60~69세,"4,271",494,33,701,35,25,130,31,329,250,378,257,23,216,40,26,35,37,179,164,177,306,37,121,247
2021년04월_남_70~79세,"2,850",306,14,389,20,25,115,28,216,189,284,185,18,135,14,10,19,21,141,97,132,213,25,95,159
2021년04월_남_80~89세,"1,225",144,11,175,6,12,58,13,65,99,110,81,2,63,7,3,6,3,50,30,61,108,5,36,77
2021년04월_남_90~99세,95,11,0,13,1,1,3,0,2,6,6,7,0,2,0,0,1,1,5,4,4,12,2,3,11
2021년04월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년04월_여_총인구수,"18,062","2,015",114,"2,652",119,96,667,132,"1,501","1,079","1,657","1,219",93,995,159,95,201,131,813,705,738,"1,293",127,493,968
2021년04월_여_연령구간인구수,"18,062","2,015",114,"2,652",119,96,667,132,"1,501","1,079","1,657","1,219",93,995,159,95,201,131,813,705,738,"1,293",127,493,968
2021년04월_여_0~9세,756,63,3,102,5,4,22,5,91,32,66,55,2,44,4,6,13,6,37,39,37,57,5,12,46
2021년04월_여_10~19세,978,115,4,155,3,2,21,1,110,49,104,109,3,47,9,7,9,10,47,48,38,44,2,13,28
2021년04월_여_20~29세,"1,071",103,3,195,4,2,40,9,86,59,103,62,5,76,17,7,23,12,44,58,30,75,6,9,43
2021년04월_여_30~39세,958,99,6,148,5,3,22,3,91,40,80,59,8,65,9,4,13,9,48,50,40,69,11,28,48
2021년04월_여_40~49세,"1,411",156,4,224,7,5,51,9,132,76,146,103,6,84,20,5,24,10,66,67,49,70,11,28,58
2021년04월_여_50~59세,"2,709",301,15,455,15,12,98,22,226,186,226,158,20,151,29,15,39,18,114,104,83,172,21,69,160
2021년04월_여_60~69세,"3,483",395,22,561,27,22,117,36,275,230,322,204,21,157,29,18,35,26,147,124,157,246,29,97,186
2021년04월_여_70~79세,"3,441",409,28,433,34,30,159,30,287,219,326,220,13,184,25,13,21,19,147,107,149,267,19,117,185
2021년04월_여_80~89세,"2,835",324,27,318,18,15,122,16,186,170,239,227,13,143,16,19,24,16,145,96,136,246,22,102,195
2021년04월_여_90~99세,413,50,2,60,1,1,15,1,17,17,45,21,2,42,1,1,0,5,18,11,18,47,1,18,19
2021년04월_여_100세 이상,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
