카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년09월_남_총인구수,"185,800","11,057","14,754","16,105","10,263","17,618","9,243","16,013","8,555","11,141","8,910","8,400","4,436","5,411","8,731","10,139","7,344","6,067","11,613"
2020년09월_남_연령구간인구수,"185,800","11,057","14,754","16,105","10,263","17,618","9,243","16,013","8,555","11,141","8,910","8,400","4,436","5,411","8,731","10,139","7,344","6,067","11,613"
2020년09월_남_0~9세,"13,024",733,578,"1,506",592,"1,434",550,"1,671",680,856,306,630,151,412,500,"1,138",449,246,592
2020년09월_남_10~19세,"12,730",705,476,"1,449",501,"1,153",509,"1,510",517,869,471,604,334,368,647,941,533,304,839
2020년09월_남_20~29세,"27,445","1,505","2,795","1,809","1,646","3,035","1,306","1,800","1,161","1,685","1,665","1,070",673,718,"1,452","1,432","1,070",956,"1,667"
2020년09월_남_30~39세,"35,091","1,757","3,725","2,432","2,221","3,984","1,731","2,921","2,195","2,658","1,708","1,320",607,855,"1,492","1,724","1,055",907,"1,799"
2020년09월_남_40~49세,"28,768","1,690","2,056","2,623","1,531","2,583","1,492","2,976","1,489","1,708","1,339","1,307",606,826,"1,244","1,676","1,121",877,"1,624"
2020년09월_남_50~59세,"28,757","1,901","2,249","2,479","1,558","2,297","1,579","2,099","1,068","1,584","1,372","1,466",817,945,"1,341","1,546","1,232","1,077","2,147"
2020년09월_남_60~69세,"22,495","1,611","1,813","1,918","1,249","1,806","1,129","1,641",780,"1,091","1,081","1,166",735,748,"1,169","1,009","1,008",833,"1,708"
2020년09월_남_70~79세,"12,504",844,792,"1,196",671,937,678,991,491,484,672,637,361,416,640,491,658,632,913
2020년09월_남_80~89세,"4,476",272,233,614,267,342,240,348,156,185,267,181,136,112,226,166,202,225,304
2020년09월_남_90~99세,437,37,33,76,24,35,22,46,17,19,25,16,10,7,15,14,13,8,20
2020년09월_남_100세 이상,73,2,4,3,3,12,7,10,1,2,4,3,6,4,5,2,3,2,0
2020년09월_여_총인구수,"189,830","10,567","12,627","18,202","10,648","19,946","9,173","16,578","8,810","11,251","8,636","8,610","4,419","5,795","9,132","10,213","7,406","6,302","11,515"
2020년09월_여_연령구간인구수,"189,830","10,567","12,627","18,202","10,648","19,946","9,173","16,578","8,810","11,251","8,636","8,610","4,419","5,795","9,132","10,213","7,406","6,302","11,515"
2020년09월_여_0~9세,"12,546",748,613,"1,495",597,"1,402",489,"1,577",579,830,304,564,166,424,501,994,400,238,625
2020년09월_여_10~19세,"11,647",619,388,"1,478",503,"1,162",467,"1,424",504,754,438,565,271,387,464,827,395,312,689
2020년09월_여_20~29세,"31,014","1,321","3,645","2,088","1,977","4,355","1,456","1,975","1,492","2,005","1,726","1,119",585,708,"1,621","1,407","1,096",904,"1,534"
2020년09월_여_30~39세,"33,123","1,586","2,923","2,915","2,037","4,228","1,560","3,164","2,057","2,463","1,265","1,223",491,774,"1,410","1,777",933,776,"1,541"
2020년09월_여_40~49세,"27,261","1,517","1,397","2,917","1,415","2,663","1,318","2,893","1,328","1,705","1,123","1,235",578,822,"1,208","1,657","1,000",844,"1,641"
2020년09월_여_50~59세,"27,819","1,764","1,347","2,669","1,541","2,508","1,419","2,036","1,006","1,461","1,237","1,467",813,"1,008","1,436","1,575","1,277","1,121","2,134"
2020년09월_여_60~69세,"23,781","1,564","1,156","2,194","1,367","1,937","1,185","1,867",923,"1,075","1,192","1,271",747,917,"1,340","1,091","1,152","1,001","1,802"
2020년09월_여_70~79세,"14,658",966,740,"1,481",778,"1,046",823,"1,079",585,614,883,783,500,487,744,559,784,778,"1,028"
2020년09월_여_80~89세,"6,645",396,335,816,367,523,380,465,274,287,386,326,222,216,339,278,302,278,455
2020년09월_여_90~99세,"1,130",74,63,129,54,100,66,82,54,53,65,52,37,40,61,37,55,46,62
2020년09월_여_100세 이상,206,12,20,20,12,22,10,16,8,4,17,5,9,12,8,11,12,4,4
