,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년04월_남_총인구수,"1,328,240","255,122","119,459","135,663","126,589","70,614","78,279","213,007","50,952","52,216","47,438","35,256","133,303","11,789","25,127","12,433","8,183","17,031","20,707","15,978","22,314","59,540","27,393","15,746","24,262","4,961"
2021년04월_남_연령구간인구수,"1,328,240","255,122","119,459","135,663","126,589","70,614","78,279","213,007","50,952","52,216","47,438","35,256","133,303","11,789","25,127","12,433","8,183","17,031","20,707","15,978","22,314","59,540","27,393","15,746","24,262","4,961"
2021년04월_남_0~9세,"95,529","20,124","8,855","11,269","8,167","5,270","5,455","20,772","3,081","2,890","2,634","2,065","10,229",349,984,497,375,783,760,715,952,"4,773","2,311",679,"1,463",201
2021년04월_남_10~19세,"117,953","24,436","11,146","13,290","10,753","6,764","7,076","23,137","4,617","3,648","3,935","3,060","11,749",515,"1,152",620,474,"1,047","1,149","1,055","1,221","6,020","2,349",979,"1,970",227
2021년04월_남_20~29세,"159,722","32,717","15,844","16,873","14,877","8,155","9,050","31,086","5,621","6,095","4,571","3,591","19,877",884,"1,764","1,011",654,"1,354","1,620","1,432","2,030","6,733","2,314","1,151","2,629",506
2021년04월_남_30~39세,"153,072","31,203","14,428","16,775","13,374","7,834","7,976","34,569","4,486","5,091","3,914","2,971","17,697",717,"1,747",964,551,"1,221","1,453","1,199","1,749","7,801","2,723","1,027","2,284",521
2021년04월_남_40~49세,"198,630","38,793","18,445","20,348","18,982","10,178","11,410","36,748","7,077","6,913","6,002","4,678","21,258","1,229","2,701","1,343",970,"2,088","2,420","2,102","2,777","11,124","3,876","1,841","3,352",768
2021년04월_남_50~59세,"236,526","45,004","21,395","23,609","24,125","12,362","13,388","35,641","9,021","9,725","8,784","6,219","22,621","2,375","4,619","2,494","1,600","3,262","3,820","3,301","4,547","10,665","4,178","3,064","4,643","1,068"
2021년04월_남_60~69세,"208,998","39,536","18,493","21,043","20,770","11,197","12,739","21,142","9,011","9,662","9,214","6,686","17,589","2,902","6,044","2,801","1,788","3,614","4,914","3,367","5,057","7,438","4,796","3,612","4,174",945
2021년04월_남_70~79세,"108,186","17,629","8,381","9,248","11,004","5,845","7,394","7,105","5,341","5,675","5,424","3,972","8,780","1,850","3,876","1,754","1,141","2,357","3,057","1,837","2,732","3,360","3,012","2,115","2,432",494
2021년04월_남_80~89세,"45,560","5,273","2,318","2,955","4,188","2,735","3,455","2,582","2,466","2,322","2,705","1,831","3,245",899,"2,052",888,563,"1,208","1,384",890,"1,139","1,473","1,708","1,148","1,202",204
2021년04월_남_90~99세,"3,943",392,144,248,334,272,324,222,222,190,251,168,252,68,184,58,64,94,129,77,109,151,124,126,110,22
2021년04월_남_100세 이상,121,15,10,5,15,2,12,3,9,5,4,15,6,1,4,3,3,3,1,3,1,2,2,4,3,5
2021년04월_여_총인구수,"1,307,656","248,981","111,805","137,176","126,280","70,051","79,931","201,723","51,751","50,313","49,355","36,544","131,419","11,274","26,253","12,471","8,333","18,931","21,378","15,155","20,804","54,757","28,323","15,490","24,065","4,074"
2021년04월_여_연령구간인구수,"1,307,656","248,981","111,805","137,176","126,280","70,051","79,931","201,723","51,751","50,313","49,355","36,544","131,419","11,274","26,253","12,471","8,333","18,931","21,378","15,155","20,804","54,757","28,323","15,490","24,065","4,074"
2021년04월_여_0~9세,"89,831","18,705","8,251","10,454","7,809","4,929","4,966","19,565","2,863","2,799","2,456","1,918","9,840",301,886,462,340,784,702,668,933,"4,449","2,253",651,"1,361",191
2021년04월_여_10~19세,"106,499","22,077","10,017","12,060","9,836","5,677","6,488","21,257","4,162","3,096","3,568","2,576","10,956",421,"1,075",557,446,"1,009","1,109",927,988,"5,419","2,065",878,"1,694",218
2021년04월_여_20~29세,"121,833","24,137","10,824","13,313","11,495","6,396","7,494","24,770","3,970","4,062","3,292","2,735","16,329",565,"1,299",644,467,988,"1,125","1,019","1,339","5,092","1,783",760,"1,754",318
2021년04월_여_30~39세,"133,574","27,646","12,173","15,473","11,687","7,037","7,369","30,176","3,898","4,283","3,371","2,676","15,204",545,"1,382",697,460,"1,116","1,239",993,"1,471","6,560","2,690",847,"1,897",330
2021년04월_여_40~49세,"182,427","38,309","17,254","21,055","17,469","9,151","10,546","36,039","6,615","5,669","5,326","4,049","20,256",864,"1,915",997,688,"1,706","1,941","1,644","1,874","9,517","3,284","1,322","2,758",488
2021년04월_여_50~59세,"220,024","44,527","19,720","24,807","22,527","11,285","12,695","34,241","8,580","8,514","7,792","5,767","22,402","1,834","3,901","2,174","1,308","2,821","3,346","2,527","3,751","9,036","3,793","2,593","3,867",743
2021년04월_여_60~69세,"211,502","41,196","19,005","22,191","21,313","11,507","13,540","20,024","9,792","9,499","9,533","7,070","18,369","2,588","5,983","2,794","1,752","3,910","4,850","3,045","4,546","6,848","4,841","3,347","4,311",844
2021년04월_여_70~79세,"133,277","19,914","9,108","10,806","13,630","7,487","9,129","8,974","6,456","6,970","7,059","5,197","10,888","2,129","4,965","2,227","1,492","3,462","3,621","2,277","3,117","4,303","3,689","2,552","3,174",565
2021년04월_여_80~89세,"92,568","10,587","4,657","5,930","9,035","5,552","6,474","5,668","4,537","4,773","5,832","3,850","6,237","1,748","4,179","1,644","1,164","2,679","2,939","1,798","2,381","3,031","3,354","2,120","2,677",309
2021년04월_여_90~99세,"15,524","1,824",765,"1,059","1,428","1,002","1,178",972,835,628,"1,089",661,912,268,642,262,201,437,496,252,394,484,549,393,558,59
2021년04월_여_100세 이상,597,59,31,28,51,28,52,37,43,20,37,45,26,11,26,13,15,19,10,5,10,18,22,27,14,9
