카테고리,경상북도 상주시,경상북도 상주시 함창읍,경상북도 상주시 중동면,경상북도 상주시 사벌국면,경상북도 상주시 낙동면,경상북도 상주시 낙동면동부출장소,경상북도 상주시 청리면,경상북도 상주시 공성면,경상북도 상주시 외남면,경상북도 상주시 내서면,경상북도 상주시 모동면,경상북도 상주시 모서면,경상북도 상주시 모서면서부출장소,경상북도 상주시 화동면,경상북도 상주시 화서면,경상북도 상주시 화북면,경상북도 상주시 화북면서부출장소,경상북도 상주시 외서면,경상북도 상주시 은척면,경상북도 상주시 은척면북부출장소,경상북도 상주시 공검면,경상북도 상주시 이안면,경상북도 상주시 화남면,경상북도 상주시 남원동,경상북도 상주시 북문동,경상북도 상주시 계림동,경상북도 상주시 동문동,경상북도 상주시 동성동,경상북도 상주시 신흥동
2020년12월_남_80~89세,"2,632",211,51,154,129,55,115,171,72,82,82,63,25,71,108,55,13,97,53,29,93,103,30,165,129,135,141,85,115
2020년12월_남_90~99세,244,18,5,11,15,4,12,18,8,5,8,9,0,7,15,4,0,10,3,4,7,17,5,13,6,11,13,3,13
2020년12월_남_100세 이상,13,3,0,0,2,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020년12월_여_총인구수,"49,594","3,400",726,"1,973","1,582",507,"1,365","2,011",836,961,"1,286",867,393,995,"1,435",607,159,"1,443",618,182,"1,128","1,075",431,"6,235","4,596","4,151","4,277","1,866","4,489"
2020년12월_여_연령구간인구수,"49,594","3,400",726,"1,973","1,582",507,"1,365","2,011",836,961,"1,286",867,393,995,"1,435",607,159,"1,443",618,182,"1,128","1,075",431,"6,235","4,596","4,151","4,277","1,866","4,489"
2020년12월_여_0~9세,"2,512",126,14,50,45,14,36,48,33,33,48,30,11,32,66,13,3,50,12,6,21,24,13,445,359,275,268,80,357
2020년12월_여_10~19세,"3,608",275,34,65,79,21,39,78,25,35,73,33,19,52,80,34,5,75,19,6,49,52,18,578,407,416,403,157,481
2020년12월_여_20~29세,"3,413",176,26,64,69,17,52,81,34,43,55,35,18,45,68,34,4,47,23,3,32,41,30,570,426,335,380,127,578
2020년12월_여_30~39세,"3,430",206,31,91,48,16,68,82,44,36,62,32,24,42,82,23,4,64,15,3,33,27,19,575,527,348,368,137,423
2020년12월_여_40~49세,"5,399",339,32,113,108,28,75,103,37,62,98,69,18,65,116,56,10,127,32,10,61,83,24,936,680,577,636,213,691
2020년12월_여_50~59세,"7,900",499,92,282,235,83,200,304,117,173,240,142,80,160,256,112,26,226,78,25,144,130,72,"1,058",760,707,687,304,708
2020년12월_여_60~69세,"9,330",675,166,419,311,114,306,493,187,220,311,203,82,227,302,133,44,309,146,34,262,209,86,"1,003",729,652,710,372,625
2020년12월_여_70~79세,"7,187",561,178,407,320,84,288,420,168,179,219,166,67,190,236,103,33,265,155,38,248,244,74,638,400,446,469,265,326
2020년12월_여_80~89세,"5,734",459,133,405,297,116,251,338,159,157,154,141,61,140,201,80,25,236,113,50,229,216,73,358,259,345,304,177,257
2020년12월_여_90~99세,"1,032",78,20,74,66,12,47,63,32,23,23,16,13,42,27,17,5,41,23,7,48,47,21,67,49,48,49,31,43
2020년12월_여_100세 이상,49,6,0,3,4,2,3,1,0,0,3,0,0,0,1,2,0,3,2,0,1,2,1,7,0,2,3,3,0
