카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2021년02월_남_30~39세,"733,246","9,820","9,978","19,007","23,853","27,597","25,667","29,765","29,816","20,094","20,664","31,926","33,517","22,247","30,341","28,344","49,969","31,932","19,587","35,593","31,246","47,754","28,859","37,104","52,417","36,149"
2021년02월_남_40~49세,"754,506","10,731","9,183","17,543","22,469","25,721","25,993","29,742","34,508","23,742","23,816","40,702","37,666","23,294","29,543","37,749","45,553","32,160","17,197","29,063","29,357","36,298","36,294","46,054","52,547","37,581"
2021년02월_남_50~59세,"748,716","12,793","10,445","18,309","23,541","26,571","26,870","34,192","34,256","25,839","27,055","42,499","37,186","24,052","26,715","38,044","41,149","31,241","20,152","29,023","27,978","34,195","31,175","40,370","49,687","35,379"
2021년02월_남_60~69세,"592,809","10,031","8,849","13,895","18,039","20,392","22,554","28,597","26,068","21,549","23,873","31,880","29,954","18,296","18,537","27,960","35,760","26,674","16,411","23,116","22,825","27,712","22,104","27,357","39,947","30,429"
2021년02월_남_70~79세,"321,493","5,469","4,832","7,407","9,180","10,289","12,713","14,422","14,683","12,991","12,778","16,287","17,328","10,369","10,227","13,589","18,259","15,141","8,460","12,599","13,381","16,986","12,913","16,242","19,949","14,999"
2021년02월_남_80~89세,"110,577","2,457","1,845","3,267","3,262","3,544","4,671","4,665","5,632","4,725","4,544","5,871","6,492","4,378","4,365","3,856","5,440","4,670","2,611","4,696","4,851","5,630","4,324","5,118","5,622","4,041"
2021년02월_남_90~99세,"11,371",369,288,504,333,370,469,378,545,423,474,644,598,469,479,426,574,391,235,453,477,423,512,530,608,399
2021년02월_남_100세 이상,"1,831",96,66,113,72,55,96,49,99,66,48,86,83,86,88,50,76,41,58,79,93,70,62,62,72,65
2021년02월_여_총인구수,"4,958,324","76,512","63,818","119,467","149,633","178,713","172,617","199,268","226,678","157,212","165,828","269,437","249,018","162,224","196,459","231,481","299,813","203,955","114,340","192,414","201,326","245,902","221,137","280,648","344,472","235,952"
2021년02월_여_연령구간인구수,"4,958,324","76,512","63,818","119,467","149,633","178,713","172,617","199,268","226,678","157,212","165,828","269,437","249,018","162,224","196,459","231,481","299,813","203,955","114,340","192,414","201,326","245,902","221,137","280,648","344,472","235,952"
2021년02월_여_0~9세,"299,136","3,667","3,222","6,478","9,822","9,339","9,895","10,938","14,188","7,396","8,828","15,825","14,175","9,762","12,051","15,285","18,996","13,450","5,960","12,548","11,786","10,597","16,171","17,606","24,208","16,943"
2021년02월_여_10~19세,"378,055","5,455","3,376","7,617","9,810","12,609","11,635","12,999","18,223","10,551","12,281","25,259","18,703","11,702","14,005","24,212","21,711","14,438","7,206","11,602","13,408","13,806","22,148","28,149","28,577","18,573"
2021년02월_여_20~29세,"748,023","11,822","9,710","17,568","22,494","33,207","28,249","28,231","34,352","21,663","21,104","35,302","34,652","25,969","33,848","29,103","46,560","28,098","18,399","31,477","34,040","55,643","28,300","38,061","48,899","31,272"
2021년02월_여_30~39세,"733,415","10,011","9,986","19,130","24,671","28,113","24,113","27,984","30,098","18,218","19,778","32,184","34,336","22,604","33,774","29,251","48,615","30,575","15,860","33,831","30,544","38,673","33,787","43,937","56,881","36,461"
2021년02월_여_40~49세,"768,597","11,316","8,742","18,080","22,357","26,452","24,362","27,834","35,455","22,566","24,233","44,757","38,557","23,863","31,286","41,126","45,257","30,638","15,470","27,365","29,202","31,721","40,923","53,111","56,525","37,399"
2021년02월_여_50~59세,"774,113","12,625","10,174","18,763","23,706","27,820","26,325","35,110","35,293","26,698","29,736","45,183","40,078","25,319","27,699","38,473","44,765","31,887","19,969","28,055","30,290","33,878","32,215","40,241","52,702","37,109"
2021년02월_여_60~69세,"663,053","10,139","8,908","15,223","18,869","22,495","24,172","30,345","29,423","24,697","26,297","36,707","35,023","20,679","21,376","30,390","41,341","29,821","17,104","24,445","26,700","31,901","25,813","32,458","44,865","33,862"
2021년02월_여_70~79세,"384,981","6,958","5,877","9,778","11,434","12,118","15,445","17,130","18,974","17,085","14,991","21,295","21,940","13,889","14,045","15,214","20,830","16,786","9,626","14,871","16,563","20,268","14,692","18,223","20,944","16,005"
2021년02월_여_80~89세,"171,955","3,603","3,067","5,451","5,417","5,466","7,057","7,257","8,807","7,050","7,235","10,806","9,674","7,006","6,891","6,977","9,595","6,963","3,962","6,860","7,211","7,790","5,592","6,873","8,710","6,635"
2021년02월_여_90~99세,"31,954",734,614,"1,119",872,930,"1,137","1,286","1,572","1,101","1,217","1,915","1,534","1,211","1,225","1,307","1,973","1,158",663,"1,145","1,357","1,371","1,319","1,744","1,948","1,502"
2021년02월_여_100세 이상,"5,042",182,142,260,181,164,227,154,293,187,128,204,346,220,259,143,170,141,121,215,225,254,177,245,213,191
