카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년11월_계_90~99세,"1,379",28,112,30,52,58,44,41,38,38,109,22,99,27,84,80,84,81,91,52,74,36,39,60
2020년11월_계_100세 이상,97,5,12,2,5,5,5,1,3,0,17,1,6,1,2,5,2,3,2,3,6,1,8,2
2020년11월_남_총인구수,"219,512","2,416","11,346","2,278","9,408","9,899","4,761","5,511","4,693","4,488","9,393","4,177","14,270","3,376","18,606","18,701","11,246","12,352","18,071","8,621","13,447","14,185","6,336","11,931"
2020년11월_남_연령구간인구수,"219,512","2,416","11,346","2,278","9,408","9,899","4,761","5,511","4,693","4,488","9,393","4,177","14,270","3,376","18,606","18,701","11,246","12,352","18,071","8,621","13,447","14,185","6,336","11,931"
2020년11월_남_0~9세,"17,496",167,"1,172",92,"1,143",911,136,313,150,163,608,96,"1,154",168,"1,870","2,352",696,857,"1,344",496,884,"1,241",317,"1,166"
2020년11월_남_10~19세,"22,633",175,"1,036",127,"1,153","1,165",257,466,239,273,602,188,"1,592",222,"2,028","1,602",966,"1,353","2,682",832,"1,371","2,313",322,"1,669"
2020년11월_남_20~29세,"33,791",289,"1,388",285,"1,113","1,307",612,937,"1,354",734,"1,752","1,418","2,316",435,"2,228","2,155","2,036","1,971","2,939","1,379","2,354","2,251",765,"1,773"
2020년11월_남_30~39세,"28,348",354,"1,832",268,"1,325","1,189",443,660,694,633,"1,242",630,"1,834",466,"2,491","3,311","1,467","1,484","1,768",912,"1,666","1,375",912,"1,392"
2020년11월_남_40~49세,"35,752",394,"2,021",289,"1,793","1,631",649,721,608,572,"1,397",467,"2,222",489,"3,579","3,332","1,598","1,967","3,158","1,246","1,779","2,658",916,"2,266"
2020년11월_남_50~59세,"38,779",416,"1,609",481,"1,375","1,716",993,"1,076",646,813,"1,476",592,"2,427",599,"3,222","2,835","2,056","2,267","3,578","1,764","2,622","2,757","1,281","2,178"
2020년11월_남_60~69세,"26,087",338,"1,287",473,868,"1,112",949,819,557,724,"1,275",500,"1,775",588,"2,024","2,079","1,504","1,511","1,678","1,296","1,787",974,"1,088",881
2020년11월_남_70~79세,"12,114",216,681,198,450,633,506,384,313,423,733,206,690,299,909,818,645,712,664,506,697,408,582,441
2020년11월_남_80~89세,"4,208",59,291,54,169,223,206,122,121,149,280,75,250,105,241,207,259,216,241,180,269,198,139,154
2020년11월_남_90~99세,283,6,27,10,19,12,8,13,11,4,22,4,9,5,13,9,19,14,19,10,17,9,12,11
2020년11월_남_100세 이상,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2020년11월_여_총인구수,"221,224","2,573","12,194","1,986","10,048","10,556","4,836","5,679","4,388","4,124","9,229","3,454","14,570","3,380","17,902","18,753","11,153","12,830","18,506","8,575","13,544","14,964","5,816","12,164"
2020년11월_여_연령구간인구수,"221,224","2,573","12,194","1,986","10,048","10,556","4,836","5,679","4,388","4,124","9,229","3,454","14,570","3,380","17,902","18,753","11,153","12,830","18,506","8,575","13,544","14,964","5,816","12,164"
2020년11월_여_0~9세,"16,693",176,"1,213",81,"1,125",844,128,294,146,142,628,83,"1,102",144,"1,680","2,235",680,793,"1,358",483,835,"1,140",319,"1,064"
2020년11월_여_10~19세,"20,914",190,"1,026",90,"1,113","1,123",226,446,223,218,580,174,"1,460",207,"1,926","1,557",819,"1,194","2,408",774,"1,147","2,159",316,"1,538"
2020년11월_여_20~29세,"28,418",279,"1,473",205,"1,038","1,142",427,740,"1,137",534,"1,164",911,"1,854",308,"1,961","1,837","1,792","1,797","2,507","1,089","1,981","1,952",621,"1,669"
2020년11월_여_30~39세,"25,847",321,"1,845",190,"1,506","1,222",306,541,449,398,972,386,"1,746",355,"2,384","3,192","1,189","1,318","1,739",728,"1,433","1,516",669,"1,442"
2020년11월_여_40~49세,"37,132",329,"2,049",205,"1,922","1,871",505,778,453,457,"1,276",358,"2,473",419,"3,436","3,116","1,610","2,069","3,751","1,333","2,064","3,459",726,"2,473"
2020년11월_여_50~59세,"39,480",382,"1,676",441,"1,435","1,783",957,"1,216",647,769,"1,494",609,"2,711",653,"2,927","3,078","2,191","2,492","3,618","1,810","2,854","2,619","1,137","1,981"
2020년11월_여_60~69세,"27,522",452,"1,382",412,"1,015","1,261","1,039",882,650,850,"1,462",513,"1,832",680,"2,034","2,135","1,517","1,765","1,584","1,293","1,728",972,"1,110",954
2020년11월_여_70~79세,"16,139",282,938,226,590,839,818,503,441,500,"1,036",279,858,401,"1,055","1,064",843,942,954,631,909,723,667,640
2020년11월_여_80~89세,"7,907",137,497,115,266,420,391,250,212,222,519,123,439,190,427,464,445,390,513,389,531,397,218,352
2020년11월_여_90~99세,"1,096",22,85,20,33,46,36,28,27,34,87,18,90,22,71,71,65,67,72,42,57,27,27,49
2020년11월_여_100세 이상,76,3,10,1,5,5,3,1,3,0,11,0,5,1,1,4,2,3,2,3,5,0,6,2
