카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년03월_남_40~49세,"84,480","8,032","1,662","9,220","3,649",582,430,687,852,523,"1,034",858,360,"1,076","1,815","4,295","2,646","2,691","3,056","1,446","2,226","5,239","4,305","4,269","6,792","3,845","2,839","7,918","2,133"
2020년03월_남_50~59세,"59,000","6,250","1,959","5,732","3,343",866,739,877,"1,269",950,"1,484","1,363",606,"1,452","1,171","2,968","2,008","1,629","2,162","1,140","2,172","3,314","2,378","2,055","2,728","1,937","1,614","3,728","1,106"
2020년03월_남_60~69세,"32,477","3,624","1,327","2,918","2,183",645,634,660,"1,045",861,"1,044","1,085",477,"1,035",504,"1,597","1,084",699,"1,130",641,"1,404","1,096",878,828,929,998,723,"1,787",641
2020년03월_남_70~79세,"14,245","1,620",764,"1,277",953,320,319,358,576,411,422,511,222,487,101,663,497,374,357,304,595,424,428,485,325,437,258,564,193
2020년03월_남_80~89세,"4,853",466,283,458,331,123,149,132,290,209,173,241,87,201,25,211,150,137,93,84,192,130,134,143,76,100,74,108,53
2020년03월_남_90~99세,406,42,27,35,22,13,14,9,31,16,19,19,8,13,2,27,8,8,13,3,8,11,8,14,6,8,8,12,2
2020년03월_남_100세 이상,34,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0
2020년03월_여_총인구수,"398,842","38,765","7,921","39,026","17,971","3,477","2,559","2,808","5,058","3,142","3,925","4,395","1,592","4,776","9,561","20,330","13,798","12,559","15,926","6,734","11,096","24,617","18,271","20,368","26,877","19,159","14,350","38,081","11,700"
2020년03월_여_연령구간인구수,"398,842","38,765","7,921","39,026","17,971","3,477","2,559","2,808","5,058","3,142","3,925","4,395","1,592","4,776","9,561","20,330","13,798","12,559","15,926","6,734","11,096","24,617","18,271","20,368","26,877","19,159","14,350","38,081","11,700"
2020년03월_여_0~9세,"51,687","4,264",477,"5,217","1,969",165,112,126,234,91,140,184,54,213,"1,793","2,288","1,349","1,340","2,251",694,937,"3,238","2,309","3,048","4,841","2,956","2,166","7,161","2,070"
2020년03월_여_10~19세,"46,025","4,881",722,"4,764","1,628",236,157,199,373,148,222,287,78,391,894,"2,008","1,578","1,987","1,931",908,"1,094","3,394","3,184","2,537","4,212","1,900","1,319","3,961","1,032"
2020년03월_여_20~29세,"45,679","4,461",693,"4,453","2,186",380,245,262,415,196,343,392,134,484,"1,107","3,046","2,088","1,424","1,909",760,"1,315","3,425","1,815","2,676","2,117","2,164","2,136","3,688","1,365"
2020년03월_여_30~39세,"72,395","5,602",686,"7,073","2,832",299,189,235,365,209,334,319,121,393,"2,244","4,006","2,177","1,734","3,059",830,"1,436","4,888","2,530","4,180","5,644","4,735","3,562","9,560","3,153"
2020년03월_여_40~49세,"73,541","7,341","1,120","7,369","2,789",442,260,334,614,313,472,470,142,611,"1,697","3,450","2,537","2,771","2,852","1,360","1,809","5,141","4,482","4,058","6,213","3,511","2,500","6,996","1,887"
2020년03월_여_50~59세,"51,008","5,604","1,485","4,644","2,922",691,530,554,924,669,855,860,334,943,"1,183","2,692","1,952","1,503","2,250","1,028","1,990","2,687","2,113","1,875","2,257","1,906","1,459","3,890","1,208"
2020년03월_여_60~69세,"31,620","3,650","1,272","2,899","1,938",597,455,515,921,729,754,860,331,804,429,"1,613","1,159",918,"1,063",634,"1,402","1,107","1,001","1,097",982,"1,208",733,"1,882",667
2020년03월_여_70~79세,"16,367","1,887",841,"1,574","1,001",404,328,328,671,410,418,583,207,521,122,793,642,561,373,334,692,481,581,630,393,519,295,585,193
2020년03월_여_80~89세,"8,952",894,542,901,594,232,228,214,439,313,329,395,170,351,78,375,270,277,198,161,362,219,218,235,179,222,150,304,102
2020년03월_여_90~99세,"1,494",172,81,127,109,30,54,37,94,58,53,43,20,58,14,58,45,44,39,24,53,35,36,31,39,35,30,52,23
2020년03월_여_100세 이상,74,9,2,5,3,1,1,4,8,6,5,2,1,7,0,1,1,0,1,1,6,2,2,1,0,3,0,2,0
