카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020년09월_남_80~89세,"3,100",118,134,206,123,141,228,193,183,179,303,51,213,413,197,404,14
2020년09월_남_90~99세,274,5,10,11,9,16,21,22,13,14,31,7,24,33,13,42,3
2020년09월_남_100세 이상,42,1,4,0,1,2,1,2,0,2,23,1,0,1,1,2,1
2020년09월_여_총인구수,"119,767","2,988","5,016","5,756","3,917","4,520","8,807","8,540","6,904","8,792","14,242","1,124","5,173","15,259","10,414","17,755",560
2020년09월_여_연령구간인구수,"119,767","2,988","5,016","5,756","3,917","4,520","8,807","8,540","6,904","8,792","14,242","1,124","5,173","15,259","10,414","17,755",560
2020년09월_여_0~9세,"6,471",53,184,167,125,146,421,591,268,502,"1,271",32,260,612,674,"1,120",45
2020년09월_여_10~19세,"8,791",135,253,296,165,240,700,684,383,624,"1,138",53,337,"1,076","1,002","1,654",51
2020년09월_여_20~29세,"15,426",249,522,551,376,405,"1,253","1,104",747,"2,428","1,634",89,481,"2,119","1,245","2,189",34
2020년09월_여_30~39세,"12,390",206,464,494,350,383,897,"1,025",702,892,"2,023",76,473,"1,403","1,136","1,822",44
2020년09월_여_40~49세,"16,331",329,554,605,402,516,"1,271","1,237",889,"1,072","2,396",108,665,"1,916","1,598","2,687",86
2020년09월_여_50~59세,"21,617",566,"1,039","1,200",791,792,"1,611","1,529","1,258","1,202","2,074",224,947,"3,029","1,972","3,293",90
2020년09월_여_60~69세,"20,442",744,"1,129","1,241",932,"1,003","1,384","1,297","1,471","1,096","1,827",250,"1,044","2,654","1,529","2,733",108
2020년09월_여_70~79세,"11,761",447,586,829,533,692,809,644,824,626,"1,123",173,623,"1,609",797,"1,388",58
2020년09월_여_80~89세,"5,492",220,242,320,202,314,395,365,306,300,546,106,300,719,390,731,36
2020년09월_여_90~99세,888,29,32,42,38,28,60,61,54,42,135,10,39,115,65,131,7
2020년09월_여_100세 이상,158,10,11,11,3,1,6,3,2,8,75,3,4,7,6,7,1
