카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020년02월_계_100세 이상,215,4,17,16,16,19,10,19,24,13,6,5,12,13,6,12,6,7,10
2020년02월_남_총인구수,"206,193","10,275","8,869","15,058","15,447","16,580","5,703","15,850","7,769","9,588","9,306","9,938","8,250","9,754","10,692","10,862","21,741","11,545","8,966"
2020년02월_남_연령구간인구수,"206,193","10,275","8,869","15,058","15,447","16,580","5,703","15,850","7,769","9,588","9,306","9,938","8,250","9,754","10,692","10,862","21,741","11,545","8,966"
2020년02월_남_0~9세,"18,573",855,749,919,"1,652","1,445",327,"1,612","1,059",987,943,773,632,653,717,865,"2,391",880,"1,114"
2020년02월_남_10~19세,"23,380","1,026",887,"1,576","2,212","2,080",978,"1,803","1,359","1,379","1,138","1,367",748,884,"1,098","1,212","2,168",835,630
2020년02월_남_20~29세,"27,138","1,413","1,215","2,426","1,721","2,189",737,"2,004",682,"1,120","1,175","1,261","1,226","1,438","1,538","1,422","2,700","1,815","1,056"
2020년02월_남_30~39세,"30,434","1,706","1,747","2,410","1,717","2,426",408,"2,640",670,"1,094","1,248","1,104","1,406","1,501","1,495","1,635","3,422","2,388","1,417"
2020년02월_남_40~49세,"37,195","1,864","1,591","2,336","3,068","3,057","1,000","3,385","1,729","1,936","1,639","1,794","1,345","1,514","1,557","1,960","3,864","2,041","1,515"
2020년02월_남_50~59세,"30,834","1,435","1,220","2,324","2,404","2,717","1,075","2,102","1,108","1,517","1,363","1,726","1,139","1,483","1,726","1,685","2,990","1,649","1,171"
2020년02월_남_60~69세,"21,502","1,124",820,"1,657","1,421","1,589",553,"1,371",598,859,"1,025","1,045",920,"1,254","1,482","1,072","2,412","1,170","1,130"
2020년02월_남_70~79세,"12,638",632,481,"1,032",887,751,446,711,403,494,574,584,616,769,820,724,"1,392",594,728
2020년02월_남_80~89세,"3,969",185,137,339,320,279,168,191,141,180,170,254,184,232,227,269,358,153,182
2020년02월_남_90~99세,480,34,21,35,39,40,9,27,13,21,29,30,29,25,32,16,43,16,21
2020년02월_남_100세 이상,50,1,1,4,6,7,2,4,7,1,2,0,5,1,0,2,1,4,2
2020년02월_여_총인구수,"225,143","11,031","9,789","15,842","16,340","18,366","6,428","17,081","8,483","10,716","10,426","11,439","9,329","11,023","11,466","12,863","23,655","11,366","9,500"
2020년02월_여_연령구간인구수,"225,143","11,031","9,789","15,842","16,340","18,366","6,428","17,081","8,483","10,716","10,426","11,439","9,329","11,023","11,466","12,863","23,655","11,366","9,500"
2020년02월_여_0~9세,"17,379",770,774,843,"1,528","1,294",305,"1,624",922,890,870,792,611,617,697,838,"2,174",718,"1,112"
2020년02월_여_10~19세,"22,445",933,793,"1,190","1,995","1,984","1,009","1,742","1,373","1,378","1,054","1,523",642,816,"1,017","1,431","2,109",831,625
2020년02월_여_20~29세,"29,143","1,446","1,497","2,690","1,884","2,418",778,"2,382",696,"1,118","1,239","1,411","1,341","1,566","1,422","1,828","2,780","1,700",947
2020년02월_여_30~39세,"36,014","2,079","2,090","2,620","2,279","2,905",514,"3,241","1,037","1,437","1,614","1,403","1,722","1,735","1,633","2,060","3,812","2,211","1,622"
2020년02월_여_40~49세,"41,730","2,015","1,716","2,603","3,437","3,664","1,417","3,329","2,032","2,360","1,990","2,285","1,567","1,686","1,824","2,405","4,015","1,920","1,465"
2020년02월_여_50~59세,"32,165","1,510","1,221","2,429","2,233","2,821","1,010","1,975",965,"1,500","1,473","1,706","1,316","1,802","1,974","1,802","3,358","1,696","1,374"
2020년02월_여_60~69세,"25,268","1,254",963,"1,878","1,594","1,807",660,"1,575",713,"1,069","1,252","1,158","1,144","1,573","1,669","1,261","3,076","1,345","1,277"
2020년02월_여_70~79세,"14,128",674,514,"1,088",940,939,533,841,511,640,621,730,680,864,810,850,"1,522",659,712
2020년02월_여_80~89세,"5,402",282,157,401,351,420,166,284,163,254,247,354,247,284,335,310,632,211,304
2020년02월_여_90~99세,"1,304",65,48,88,89,102,28,73,54,58,62,72,52,68,79,68,172,72,54
2020년02월_여_100세 이상,165,3,16,12,10,12,8,15,17,12,4,5,7,12,6,10,5,3,8
