카테고리,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2021년02월_남_총인구수,"140,880","1,349","2,358","9,039","16,766","6,044","1,478",857,"1,604",786,432,"1,588","2,758","1,458","1,832","3,356","12,403","3,192","22,097","3,863","4,468","1,392","1,236","1,575","9,310","19,969","9,670"
2021년02월_남_연령구간인구수,"140,880","1,349","2,358","9,039","16,766","6,044","1,478",857,"1,604",786,432,"1,588","2,758","1,458","1,832","3,356","12,403","3,192","22,097","3,863","4,468","1,392","1,236","1,575","9,310","19,969","9,670"
2021년02월_남_0~9세,"11,943",32,56,739,"3,041",419,27,16,33,9,14,40,69,36,67,208,991,176,"1,662",200,190,65,27,44,"1,108","1,765",909
2021년02월_남_10~19세,"15,703",65,111,"1,352","2,658",530,51,30,69,24,21,85,147,89,143,314,"1,344",285,"2,759",326,361,92,61,107,902,"2,495","1,282"
2021년02월_남_20~29세,"20,347",116,244,"1,699","1,678",686,91,55,115,47,31,122,248,171,206,587,"2,098",421,"3,667",509,622,180,140,223,"1,214","3,376","1,801"
2021년02월_남_30~39세,"16,988",60,160,"1,091","3,258",605,80,56,107,50,18,81,154,95,164,452,"1,445",346,"2,587",404,419,136,126,164,"1,286","2,484","1,160"
2021년02월_남_40~49세,"21,321",135,296,"1,484","3,415",870,148,87,157,79,35,148,328,150,234,436,"1,801",448,"3,309",539,580,162,173,206,"1,461","3,156","1,484"
2021년02월_남_50~59세,"24,865",322,522,"1,765","1,841","1,178",295,172,314,174,92,289,539,310,290,499,"2,075",604,"4,111",633,873,225,254,285,"1,537","3,733","1,933"
2021년02월_남_60~69세,"17,480",310,474,641,677,"1,011",325,230,350,190,105,389,601,308,364,424,"1,681",505,"2,729",660,744,247,237,283,"1,085","2,082",828
2021년02월_남_70~79세,"8,551",188,318,187,159,534,304,136,284,129,79,286,407,195,274,306,716,289,952,414,495,184,148,187,521,653,206
2021년02월_남_80~89세,"3,354",106,166,76,37,190,137,67,159,75,32,137,246,94,79,121,232,106,291,166,174,92,63,66,181,200,61
2021년02월_남_90~99세,320,15,11,5,2,21,20,8,16,6,4,10,18,10,11,9,19,12,29,12,10,9,7,10,15,25,6
2021년02월_남_100세 이상,8,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"141,456","1,382","2,233","9,228","16,204","6,033","1,459",943,"1,566",736,464,"1,698","2,773","1,395","1,901","3,388","12,897","3,123","22,166","3,891","4,362","1,474","1,130","1,518","9,157","20,370","9,965"
2021년02월_여_연령구간인구수,"141,456","1,382","2,233","9,228","16,204","6,033","1,459",943,"1,566",736,464,"1,698","2,773","1,395","1,901","3,388","12,897","3,123","22,166","3,891","4,362","1,474","1,130","1,518","9,157","20,370","9,965"
2021년02월_여_0~9세,"11,372",15,67,737,"2,881",369,29,16,25,4,8,40,68,18,70,212,940,158,"1,681",175,161,57,25,42,986,"1,701",887
2021년02월_여_10~19세,"14,387",68,94,"1,185","2,345",481,48,43,51,17,21,66,144,73,122,257,"1,322",261,"2,532",278,313,99,46,94,834,"2,305","1,288"
2021년02월_여_20~29세,"17,015",74,160,"1,461","1,544",608,61,63,74,34,23,109,177,109,155,515,"1,774",347,"2,908",412,476,165,126,147,974,"3,024","1,495"
2021년02월_여_30~39세,"16,123",54,102,"1,080","3,398",532,39,42,42,17,12,72,111,56,124,380,"1,424",273,"2,393",356,365,112,87,118,"1,266","2,452","1,216"
2021년02월_여_40~49세,"22,009",86,169,"1,850","3,476",815,68,48,70,38,25,97,200,127,201,427,"1,905",440,"3,717",426,473,149,108,198,"1,402","3,594","1,900"
2021년02월_여_50~59세,"24,362",218,362,"1,775","1,571","1,023",183,138,214,104,55,250,423,250,280,495,"2,424",551,"4,462",700,834,241,209,254,"1,527","3,879","1,940"
2021년02월_여_60~69세,"17,409",265,459,620,613,980,313,192,353,127,88,378,525,280,419,492,"1,759",568,"2,724",737,862,278,262,300,"1,087","1,945",783
2021년02월_여_70~79세,"10,509",274,406,293,229,660,347,199,349,191,98,354,515,250,304,367,807,323,"1,087",546,570,250,170,223,590,836,271
2021년02월_여_80~89세,"6,907",282,343,194,119,476,313,168,330,172,102,278,527,187,187,210,447,160,550,216,258,97,76,121,401,535,158
2021년02월_여_90~99세,"1,295",45,70,30,27,87,57,33,57,29,32,52,79,40,36,32,87,39,102,44,48,26,19,16,86,95,27
2021년02월_여_100세 이상,68,1,1,3,1,2,1,1,1,3,0,2,4,5,3,1,8,3,10,1,2,0,2,5,4,4,0
