카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년03월_계_80~89세,"13,880","7,940",600,563,"1,080",609,253,829,682,559,538,865,562,542,258,"5,940",738,520,381,606,244,292,442,864,354,389,593,517
2020년03월_계_90~99세,"1,997","1,161",87,86,188,78,46,93,87,66,57,118,113,88,54,836,109,56,78,100,30,33,55,129,44,55,66,81
2020년03월_계_100세 이상,109,57,3,6,13,5,1,1,4,0,3,5,7,4,5,52,3,4,5,3,6,7,3,7,1,3,4,6
2020년03월_남_총인구수,"334,625","177,110","13,103","13,233","17,732","16,881","12,705","20,119","13,611","10,314","11,508","20,286","13,551","9,267","4,800","157,515","20,612","11,181","12,861","22,762","3,754","9,537","12,198","24,362","7,621","9,624","18,541","4,462"
2020년03월_남_연령구간인구수,"334,625","177,110","13,103","13,233","17,732","16,881","12,705","20,119","13,611","10,314","11,508","20,286","13,551","9,267","4,800","157,515","20,612","11,181","12,861","22,762","3,754","9,537","12,198","24,362","7,621","9,624","18,541","4,462"
2020년03월_남_0~9세,"23,494","12,308",956,628,"1,052","1,412","1,324","1,542",890,576,829,"1,274",956,601,268,"11,186","1,433",648,887,"1,828",148,708,896,"2,028",551,522,"1,363",174
2020년03월_남_10~19세,"34,541","18,210","1,312",918,"1,637","1,949","1,619","2,237","1,539",972,"1,131","2,255","1,511",721,409,"16,331","2,216","1,047","1,215","2,906",164,971,"1,349","2,629",638,940,"2,038",218
2020년03월_남_20~29세,"56,165","30,335","2,029","2,395","3,356","2,848","2,242","3,225","2,230","1,829","1,918","3,852","2,539","1,209",663,"25,830","3,303","2,201","2,545","3,995",303,"1,492","1,767","4,056","1,202","1,448","3,134",384
2020년03월_남_30~39세,"46,679","23,764","1,793","2,341","2,816","2,229","1,618","2,670","1,659","1,345","1,367","2,442","1,704","1,232",548,"22,915","2,935","1,794","2,205","2,744",413,"1,361","1,747","4,022","1,331","1,189","2,788",386
2020년03월_남_40~49세,"56,182","29,739","2,519","2,283","3,119","2,851","2,150","3,689","2,284","1,700","1,998","3,192","1,718","1,475",761,"26,443","3,862","1,704","1,868","3,622",672,"1,465","2,271","4,283","1,220","1,728","3,214",534
2020년03월_남_50~59세,"65,327","34,737","2,443","2,534","3,344","3,235","2,205","3,879","2,760","2,109","2,474","4,213","2,800","1,719","1,022","30,590","4,076","2,080","2,274","4,658","1,072","1,876","2,246","4,163","1,393","2,240","3,531",981
2020년03월_남_60~69세,"34,398","17,993","1,220","1,325","1,424","1,622","1,131","1,805","1,412","1,107","1,148","2,102","1,610","1,344",743,"16,405","1,844","1,109","1,352","2,203",573,"1,144","1,300","2,118",924,"1,028","1,787","1,023"
2020년03월_남_70~79세,"12,830","7,132",613,589,602,531,329,782,583,440,449,681,500,742,291,"5,698",698,431,384,587,303,405,455,758,252,390,493,542
2020년03월_남_80~89세,"4,559","2,630",202,203,327,186,81,276,233,219,185,257,173,204,84,"1,929",223,157,114,196,94,108,156,278,101,122,184,196
2020년03월_남_90~99세,425,249,16,16,52,18,6,14,20,17,8,17,37,18,10,176,22,10,15,22,11,7,11,25,8,16,8,21
2020년03월_남_100세 이상,25,13,0,1,3,0,0,0,1,0,1,1,3,2,1,12,0,0,2,1,1,0,0,2,1,1,1,3
2020년03월_여_총인구수,"318,138","170,224","12,630","11,612","16,294","16,441","12,278","18,943","13,863","10,426","10,823","19,385","14,008","9,082","4,439","147,914","18,448","11,130","13,037","22,447","2,749","9,160","10,621","23,147","7,317","8,118","17,660","4,080"
2020년03월_여_연령구간인구수,"318,138","170,224","12,630","11,612","16,294","16,441","12,278","18,943","13,863","10,426","10,823","19,385","14,008","9,082","4,439","147,914","18,448","11,130","13,037","22,447","2,749","9,160","10,621","23,147","7,317","8,118","17,660","4,080"
2020년03월_여_0~9세,"22,674","11,893",967,650,"1,036","1,350","1,353","1,392",839,539,782,"1,203",905,611,266,"10,781","1,340",670,864,"1,798",153,684,858,"1,935",520,492,"1,333",134
2020년03월_여_10~19세,"32,320","17,159","1,327",842,"1,518","1,858","1,531","2,096","1,579",931,"1,130","1,957","1,327",671,392,"15,161","1,941","1,000","1,186","2,642",157,909,"1,258","2,569",629,851,"1,841",178
2020년03월_여_20~29세,"49,482","26,735","1,888","2,144","2,759","2,497","1,785","2,819","2,184","1,765","1,682","3,293","2,345","1,032",542,"22,747","2,688","2,091","2,538","3,783",204,"1,361","1,355","3,474","1,001","1,199","2,746",307
2020년03월_여_30~39세,"39,252","20,247","1,528","1,652","2,051","2,003","1,690","2,311","1,440","1,231","1,156","2,080","1,615","1,053",437,"19,005","2,370","1,410","1,935","2,747",266,"1,165","1,301","3,238","1,006",885,"2,411",271
2020년03월_여_40~49세,"54,524","29,106","2,221","1,872","2,839","2,882","2,301","3,509","2,503","1,721","1,843","3,303","2,172","1,280",660,"25,418","3,361","1,738","2,041","4,117",435,"1,477","1,881","4,221","1,159","1,390","3,198",400
2020년03월_여_50~59세,"61,361","32,825","2,205","2,106","2,952","3,144","2,151","3,466","2,725","2,167","2,123","4,086","3,076","1,764",860,"28,536","3,425","2,065","2,402","4,569",638,"1,837","1,999","4,060","1,471","1,682","3,443",945
2020년03월_여_60~69세,"31,521","16,763","1,212","1,227","1,300","1,538",961,"1,675","1,260","1,032","1,061","1,819","1,495","1,470",713,"14,758","1,756","1,151","1,296","1,693",422,"1,097","1,158","1,980",846,891,"1,517",951
2020년03월_여_70~79세,"16,027","9,230",810,684,940,681,293,"1,042",814,651,642,931,604,791,347,"6,797",962,592,442,608,300,413,478,975,396,420,701,510
2020년03월_여_80~89세,"9,321","5,310",398,360,753,423,172,553,449,340,353,608,389,338,174,"4,011",515,363,267,410,150,184,286,586,253,267,409,321
2020년03월_여_90~99세,"1,572",912,71,70,136,60,40,79,67,49,49,101,76,70,44,660,87,46,63,78,19,26,44,104,36,39,58,60
2020년03월_여_100세 이상,84,44,3,5,10,5,1,1,3,0,2,4,4,2,4,40,3,4,3,2,5,7,3,5,0,2,3,3
