카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020년09월_남_20~29세,"27,911","1,703","1,288",905,"2,666","1,598","1,919","1,794","1,684","1,451","1,895","2,418","1,342","2,175","1,182","2,532","1,359"
2020년09월_남_30~39세,"30,195","1,799","1,402","1,293","2,839","1,756","1,949","1,849","2,088","1,688","2,021","2,482","1,647","2,132","1,198","2,596","1,456"
2020년09월_남_40~49세,"30,103","1,999","1,592","1,175","2,665","1,688","1,878","1,748","1,367","1,488","1,920","2,954","1,475","2,242","1,258","3,055","1,599"
2020년09월_남_50~59세,"34,510","2,525","1,653","1,201","3,182","1,928","2,301","2,162","1,592","1,594","2,691","2,685","1,565","2,901","1,731","3,127","1,672"
2020년09월_남_60~69세,"27,917","1,744","1,333",900,"2,355","1,702","1,914","1,588","1,183","1,457","2,115","2,216","1,375","2,480","1,379","2,671","1,505"
2020년09월_남_70~79세,"14,288",926,794,436,"1,240",925,"1,047",705,656,684,"1,049","1,197",711,"1,242",684,"1,287",705
2020년09월_남_80~89세,"4,478",271,188,133,382,245,334,245,196,222,341,401,216,368,224,452,260
2020년09월_남_90~99세,371,30,25,6,24,17,30,16,18,14,33,26,18,38,15,38,23
2020년09월_남_100세 이상,46,1,1,1,7,2,3,0,2,1,6,7,4,5,3,2,1
2020년09월_여_총인구수,"200,016","12,525","9,537","7,031","17,380","11,127","12,925","12,696","10,141","10,356","12,605","18,345","9,903","15,151","8,558","20,566","11,170"
2020년09월_여_연령구간인구수,"200,016","12,525","9,537","7,031","17,380","11,127","12,925","12,696","10,141","10,356","12,605","18,345","9,903","15,151","8,558","20,566","11,170"
2020년09월_여_0~9세,"11,434",647,502,647,819,540,576,900,387,616,516,"1,204",555,717,397,"1,710",701
2020년09월_여_10~19세,"13,324",831,576,432,"1,035",613,743,963,391,679,573,"1,588",594,963,632,"1,845",866
2020년09월_여_20~29세,"28,275","1,721","1,212",826,"2,544","1,525","1,881","1,823","2,284","1,494","1,955","2,611","1,410","2,074","1,151","2,473","1,291"
2020년09월_여_30~39세,"28,354","1,576","1,292","1,255","2,559","1,656","1,709","1,805","2,005","1,584","1,735","2,515","1,508","1,965",996,"2,678","1,516"
2020년09월_여_40~49세,"28,204","1,782","1,388",995,"2,464","1,506","1,710","1,845","1,252","1,352","1,659","2,994","1,460","1,914","1,217","3,000","1,666"
2020년09월_여_50~59세,"35,462","2,414","1,651","1,204","3,209","2,041","2,401","2,317","1,530","1,818","2,378","2,917","1,631","2,873","1,633","3,526","1,919"
2020년09월_여_60~69세,"29,564","1,884","1,506",919,"2,499","1,768","2,078","1,666","1,288","1,595","1,979","2,437","1,555","2,501","1,335","2,831","1,723"
2020년09월_여_70~79세,"16,938","1,125","1,019",524,"1,556",999,"1,251",898,685,824,"1,234","1,387",824,"1,386",775,"1,526",925
2020년09월_여_80~89세,"7,080",450,322,200,583,400,495,406,257,336,509,576,314,630,338,776,488
2020년09월_여_90~99세,"1,219",84,60,25,91,69,73,70,53,54,55,100,44,114,72,184,71
2020년09월_여_100세 이상,162,11,9,4,21,10,8,3,9,4,12,16,8,14,12,17,4
