카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년04월_남_30~39세,"23,002","1,052",410,147,"3,072",54,92,469,501,116,117,279,647,408,735,"2,743",515,240,"2,028",909,542,"1,497",423,334,"2,194","3,478"
2020년04월_남_40~49세,"28,399","1,563",575,202,"2,129",125,96,660,607,189,193,339,841,559,"1,202","3,753",541,368,"1,854","1,130",890,"2,151",576,567,"3,073","4,216"
2020년04월_남_50~59세,"30,226","1,732",936,435,"1,281",223,256,848,779,404,379,508,"1,226",866,"1,562","3,610",704,494,"2,416","1,258",856,"2,327",816,717,"2,458","3,135"
2020년04월_남_60~69세,"21,314","1,236",917,465,881,320,292,768,514,513,355,394,880,666,"1,071","1,988",616,453,"1,681",927,618,"1,510",708,528,"1,540","1,473"
2020년04월_남_70~79세,"9,464",614,428,233,304,197,161,320,231,272,160,199,495,336,452,805,352,218,598,413,276,661,365,241,567,566
2020년04월_남_80~89세,"4,008",252,190,138,123,90,79,152,77,132,84,93,192,141,201,314,156,124,253,178,122,285,159,102,169,202
2020년04월_남_90~99세,398,28,17,10,15,12,6,14,5,16,18,11,15,14,19,34,24,11,23,14,8,21,17,13,13,20
2020년04월_남_100세 이상,22,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,2,0,1,1,0,1,3,1,1,1
2020년04월_여_총인구수,"176,954","8,831","4,165","1,803","12,446","1,116","1,078","4,163","3,468","1,771","1,341","2,747","6,785","4,591","8,223","21,835","4,486","2,538","14,199","6,581","4,872","12,601","4,303","3,813","16,913","22,285"
2020년04월_여_연령구간인구수,"176,954","8,831","4,165","1,803","12,446","1,116","1,078","4,163","3,468","1,771","1,341","2,747","6,785","4,591","8,223","21,835","4,486","2,538","14,199","6,581","4,872","12,601","4,303","3,813","16,913","22,285"
2020년04월_여_0~9세,"14,113",623,199,48,"2,065",27,26,215,203,30,26,119,384,211,436,"1,658",191,83,966,543,379,915,163,239,"1,686","2,678"
2020년04월_여_10~19세,"17,476",844,267,72,"1,025",51,40,297,323,58,52,174,615,418,891,"2,543",300,151,"1,179",582,554,"1,332",339,439,"2,042","2,888"
2020년04월_여_20~29세,"21,164",906,408,143,"1,391",52,70,651,430,97,92,377,818,566,"1,033","2,854",862,270,"2,076",856,492,"1,394",449,407,"1,897","2,573"
2020년04월_여_30~39세,"22,406",937,315,106,"3,027",42,42,385,361,70,107,271,638,391,720,"2,701",418,200,"1,849",818,573,"1,402",280,337,"2,426","3,990"
2020년04월_여_40~49세,"29,076","1,431",473,141,"1,948",59,79,520,593,125,112,323,976,648,"1,307","4,183",535,289,"2,196","1,020",845,"2,125",556,645,"3,406","4,541"
2020년04월_여_50~59세,"29,914","1,551",804,330,"1,418",183,221,741,638,379,241,529,"1,282",944,"1,582","3,723",771,489,"2,813","1,090",776,"2,269",840,724,"2,679","2,897"
2020년04월_여_60~69세,"21,713","1,170",825,408,882,286,257,665,477,469,275,458,"1,015",701,"1,126","2,168",693,499,"1,814",844,621,"1,610",757,514,"1,634","1,545"
2020년04월_여_70~79세,"12,088",790,470,258,369,214,189,378,239,310,215,291,625,429,609,"1,244",422,335,736,514,388,900,516,266,684,697
2020년04월_여_80~89세,"7,580",494,343,263,269,174,124,270,169,202,179,183,367,237,443,654,239,177,469,264,215,565,338,188,359,395
2020년04월_여_90~99세,"1,342",80,59,34,48,27,28,40,35,31,37,20,60,44,75,102,49,42,92,47,26,87,59,49,96,75
2020년04월_여_100세 이상,82,5,2,0,4,1,2,1,0,0,5,2,5,2,1,5,6,3,9,3,3,2,6,5,4,6
