카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년09월_남_연령구간인구수,"77,859","3,217","2,060","1,541","1,853","3,546","1,295",853,"1,079","1,467","1,369",891,955,835,902,"2,479","2,376","10,965","4,337","6,513","3,053","3,059","10,166","7,855","5,193"
2021년09월_남_0~9세,"5,322",92,46,33,38,239,26,11,26,28,15,20,28,12,20,127,151,953,334,443,184,170,974,801,551
2021년09월_남_10~19세,"6,977",152,117,48,70,188,64,33,38,55,39,24,32,23,29,171,192,"1,207",445,507,275,280,"1,322",874,792
2021년09월_남_20~29세,"8,935",248,149,89,166,495,77,43,95,99,69,40,57,40,35,331,259,"1,671",447,748,353,355,"1,366","1,045",658
2021년09월_남_30~39세,"7,942",213,108,98,132,609,62,48,69,84,63,32,43,44,43,238,213,"1,280",374,783,309,312,"1,165","1,059",561
2021년09월_남_40~49세,"11,192",337,187,198,206,447,138,97,111,166,123,91,65,74,84,342,353,"1,726",678,979,460,407,"1,757","1,222",944
2021년09월_남_50~59세,"13,259",588,373,297,347,516,237,144,230,292,289,171,181,161,155,406,457,"1,759",722,"1,071",488,559,"1,643","1,301",872
2021년09월_남_60~69세,"12,987",753,509,363,474,520,302,224,264,399,403,275,272,223,278,406,415,"1,361",672,"1,062",505,554,"1,238","1,031",484
2021년09월_남_70~79세,"7,463",538,339,244,257,344,251,150,160,219,223,147,171,168,159,313,238,695,448,646,332,312,500,366,243
2021년09월_남_80~89세,"3,466",263,210,159,145,163,129,101,76,110,136,83,99,79,87,134,88,293,197,260,140,100,189,144,81
2021년09월_남_90~99세,307,32,22,12,18,21,9,2,10,15,9,8,7,11,12,10,10,19,20,13,7,10,11,12,7
2021년09월_남_100세 이상,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년09월_여_총인구수,"79,542","3,138","1,936","1,408","1,628","3,413","1,379",872,"1,010","1,339","1,340",833,878,768,823,"2,619","2,573","11,109","4,678","6,575","3,230","3,147","11,221","8,299","5,326"
2021년09월_여_연령구간인구수,"79,542","3,138","1,936","1,408","1,628","3,413","1,379",872,"1,010","1,339","1,340",833,878,768,823,"2,619","2,573","11,109","4,678","6,575","3,230","3,147","11,221","8,299","5,326"
2021년09월_여_0~9세,"4,887",84,38,23,35,224,17,11,23,27,27,10,20,10,9,97,133,893,277,443,179,151,934,700,522
2021년09월_여_10~19세,"6,384",114,77,31,47,189,48,24,44,53,37,27,15,20,33,159,209,"1,081",439,433,233,261,"1,262",827,721
2021년09월_여_20~29세,"7,454",187,114,47,111,466,52,33,50,61,48,29,26,26,24,278,235,"1,299",386,597,291,316,"1,217",923,638
2021년09월_여_30~39세,"7,240",155,73,52,75,504,50,20,49,59,46,22,35,24,22,248,196,"1,236",388,679,246,245,"1,202","1,021",593
2021년09월_여_40~49세,"10,466",210,128,100,116,335,88,52,59,80,44,50,41,36,39,274,332,"1,745",671,850,434,425,"1,949","1,326","1,082"
2021년09월_여_50~59세,"12,470",467,265,213,238,400,174,120,187,197,214,106,155,107,110,376,446,"1,687",709,"1,094",534,595,"1,837","1,448",791
2021년09월_여_60~69세,"13,750",725,443,327,413,523,330,191,256,333,329,218,226,213,218,512,475,"1,564",840,"1,212",672,638,"1,490","1,102",500
2021년09월_여_70~79세,"9,150",581,379,279,281,400,303,197,162,258,312,189,180,169,174,409,315,926,563,791,381,332,768,529,272
2021년09월_여_80~89세,"6,530",516,356,281,248,311,270,182,151,222,245,163,160,139,172,211,205,576,353,403,214,155,478,345,174
2021년09월_여_90~99세,"1,172",95,59,54,64,59,45,42,29,47,38,16,19,24,22,55,27,102,48,69,44,28,80,74,32
2021년09월_여_100세 이상,39,4,4,1,0,2,2,0,0,2,0,3,1,0,0,0,0,0,4,4,2,1,4,4,1
