카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021년05월_남_20~29세,"31,637","2,848","1,243","4,825","2,049","1,935","2,216","2,577","2,237","1,713","1,587","1,132","1,062","3,007","1,632","1,574"
2021년05월_남_30~39세,"31,206","2,956","1,173","3,055","2,400","2,120","2,479","2,186","2,468","2,136","1,906","1,266","1,312","2,629","1,541","1,579"
2021년05월_남_40~49세,"29,230","2,253",865,"3,193","2,348","1,783","2,186","2,490","1,516","1,963","1,951","1,048","1,137","3,093","1,848","1,556"
2021년05월_남_50~59세,"27,917","2,265","1,041","2,977","2,063","1,829","2,088","2,444","1,391","1,983","1,711",944,"1,055","2,955","1,867","1,304"
2021년05월_남_60~69세,"23,015","2,006",964,"2,493","1,594","1,459","1,824","1,886","1,353","1,782","1,601",900,833,"1,917","1,389","1,014"
2021년05월_남_70~79세,"13,241","1,103",539,"1,355",879,924,979,"1,093",813,"1,110",961,550,462,"1,066",760,647
2021년05월_남_80~89세,"4,914",451,228,500,353,322,349,423,265,392,318,192,158,429,274,260
2021년05월_남_90~99세,456,48,19,53,37,20,36,43,11,38,21,16,14,52,26,22
2021년05월_남_100세 이상,53,5,4,6,3,2,4,2,1,14,3,0,1,6,2,0
2021년05월_여_총인구수,"200,454","15,926","6,127","22,994","15,113","12,874","14,766","16,272","12,009","13,986","12,726","7,446","7,525","20,110","12,165","10,415"
2021년05월_여_연령구간인구수,"200,454","15,926","6,127","22,994","15,113","12,874","14,766","16,272","12,009","13,986","12,726","7,446","7,525","20,110","12,165","10,415"
2021년05월_여_0~9세,"11,715",930,154,"1,368","1,210",584,768,"1,152",378,861,"1,032",330,492,"1,053",726,677
2021년05월_여_10~19세,"13,276",941,245,"1,548",987,783,858,"1,034",415,707,750,361,492,"2,102","1,252",801
2021년05월_여_20~29세,"33,920","2,549","1,166","4,782","2,277","2,220","2,377","2,368","2,955","1,878","1,757","1,362","1,133","3,387","1,771","1,938"
2021년05월_여_30~39세,"30,487","2,499",822,"3,078","2,593","1,985","2,305","2,248","2,226","2,208","2,117","1,197","1,272","2,713","1,548","1,676"
2021년05월_여_40~49세,"28,914","2,049",677,"3,295","2,283","1,785","2,109","2,333","1,436","2,003","1,853",976,"1,150","3,340","2,050","1,575"
2021년05월_여_50~59세,"30,075","2,398","1,013","3,336","2,222","2,013","2,311","2,685","1,612","2,176","1,874","1,109","1,156","2,934","1,844","1,392"
2021년05월_여_60~69세,"26,890","2,299","1,042","2,885","1,835","1,789","2,073","2,167","1,689","2,170","1,808","1,114",968,"2,316","1,563","1,172"
2021년05월_여_70~79세,"16,455","1,400",646,"1,698","1,067","1,142","1,286","1,408",958,"1,330","1,097",680,555,"1,457",915,816
2021년05월_여_80~89세,"7,278",723,293,826,528,492,592,737,283,535,373,257,251,666,412,310
2021년05월_여_90~99세,"1,317",119,62,157,101,76,82,135,55,100,63,53,53,128,77,56
2021년05월_여_100세 이상,127,19,7,21,10,5,5,5,2,18,2,7,3,14,7,2
