카테고리,인천광역시 연수구,인천광역시 연수구 옥련1동,인천광역시 연수구 옥련2동,인천광역시 연수구 선학동,인천광역시 연수구 연수1동,인천광역시 연수구 연수2동,인천광역시 연수구 연수3동,인천광역시 연수구 청학동,인천광역시 연수구 동춘1동,인천광역시 연수구 동춘2동,인천광역시 연수구 동춘3동,인천광역시 연수구 송도1동,인천광역시 연수구 송도2동,인천광역시 연수구 송도3동,인천광역시 연수구 송도4동,인천광역시 연수구 송도5동
2021년09월_남_100세 이상,10,0,1,0,0,1,3,3,0,0,0,0,0,2,0,0
2021년09월_여_총인구수,"196,336","9,823","10,359","8,331","8,863","10,780","8,530","11,909","12,975","9,476","9,592","19,229","18,782","24,994","12,733","19,960"
2021년09월_여_연령구간인구수,"196,336","9,823","10,359","8,331","8,863","10,780","8,530","11,909","12,975","9,476","9,592","19,229","18,782","24,994","12,733","19,960"
2021년09월_여_0~9세,"18,456",625,709,399,434,638,440,592,"1,112",651,740,"1,481","2,358","3,346","1,821","3,110"
2021년09월_여_10~19세,"20,957",885,"1,040",510,686,807,582,808,"1,337",930,"1,370","2,696","3,122","2,961","1,476","1,747"
2021년09월_여_20~29세,"24,640","1,181","1,332","1,049","1,315","1,515","1,082","1,441","1,609","1,250","1,191","3,224","1,767","3,193","1,395","2,096"
2021년09월_여_30~39세,"28,987","1,076","1,218",955,"1,004","1,523","1,007","1,300","1,900","1,287",991,"2,253","2,531","4,861","2,460","4,621"
2021년09월_여_40~49세,"34,981","1,558","1,642","1,051","1,322","1,538","1,120","1,603","2,139","1,506","1,814","3,560","4,573","5,103","2,640","3,812"
2021년09월_여_50~59세,"32,998","1,910","2,047","1,701","1,817","2,017","1,647","2,525","2,509","1,880","1,710","3,192","2,627","3,084","1,704","2,628"
2021년09월_여_60~69세,"20,648","1,344","1,301","1,526","1,281","1,489","1,320","1,986","1,518","1,169",990,"1,768","1,100","1,580",858,"1,418"
2021년09월_여_70~79세,"8,493",763,619,676,611,657,692,966,466,442,453,611,420,549,244,324
2021년09월_여_80~89세,"5,059",412,370,379,330,490,510,578,310,312,267,345,224,263,113,156
2021년09월_여_90~99세,"1,076",69,77,79,59,103,123,107,71,48,66,96,57,54,20,47
2021년09월_여_100세 이상,41,0,4,6,4,3,7,3,4,1,0,3,3,0,2,1
