카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년08월_남_80~89세,"5,723",298,321,178,206,280,162,176,258,322,255,354,323,167,578,359,278,287,231,133,557
2021년08월_남_90~99세,491,39,28,21,18,35,10,5,18,26,24,33,24,11,72,28,23,19,19,6,32
2021년08월_남_100세 이상,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021년08월_여_총인구수,"224,104","8,882","12,034","8,972","7,868","12,702","7,437","7,988","9,470","11,930","7,612","12,937","18,674","8,650","19,694","13,705","10,140","12,454","6,975","8,181","17,799"
2021년08월_여_연령구간인구수,"224,104","8,882","12,034","8,972","7,868","12,702","7,437","7,988","9,470","11,930","7,612","12,937","18,674","8,650","19,694","13,705","10,140","12,454","6,975","8,181","17,799"
2021년08월_여_0~9세,"13,735",389,497,278,401,958,211,484,668,697,274,724,"1,820",685,"1,244",972,480,874,283,842,954
2021년08월_여_10~19세,"17,961",555,870,545,643,"1,398",396,477,855,879,444,998,"2,494",675,"1,643","1,329",720,923,436,678,"1,003"
2021년08월_여_20~29세,"34,390","1,488","2,316","3,030","1,062","1,493","2,505","1,355","1,132","1,617","1,380","1,587","1,764","1,084","2,652","1,599","1,994","1,666","1,004","1,059","2,603"
2021년08월_여_30~39세,"29,498","1,287","1,654","1,349",980,"1,551",891,"1,239","1,312","1,490",781,"1,591","2,405","1,241","2,512","1,778","1,300","1,613",852,"1,322","2,350"
2021년08월_여_40~49세,"34,606","1,315","1,767","1,015","1,115","2,296",765,"1,179","1,620","1,774",924,"2,068","4,034","1,494","3,193","2,261","1,354","1,863",862,"1,283","2,424"
2021년08월_여_50~59세,"35,002","1,452","1,856",975,"1,382","2,148",979,"1,286","1,443","1,944","1,190","2,154","2,473","1,405","3,177","2,087","1,476","2,178","1,173","1,249","2,975"
2021년08월_여_60~69세,"29,922","1,118","1,424",834,"1,181","1,478",802,"1,022","1,213","1,830","1,267","2,000","1,861","1,133","2,548","1,907","1,427","1,818","1,189","1,027","2,843"
2021년08월_여_70~79세,"18,413",757,"1,035",592,684,834,552,607,783,"1,088",816,"1,171","1,190",611,"1,639","1,175",881,982,766,475,"1,775"
2021년08월_여_80~89세,"8,998",413,528,295,368,447,287,282,381,520,452,538,531,277,927,521,430,468,356,214,763
2021년08월_여_90~99세,"1,497",96,75,47,48,96,46,54,61,89,81,102,98,44,155,76,74,68,51,28,108
2021년08월_여_100세 이상,82,12,12,12,4,3,3,3,2,2,3,4,4,1,4,0,4,1,3,4,1
