,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년01월_계_80~89세,"25,087","6,372",441,367,313,527,499,427,447,461,472,474,310,298,131,855,77,176,97,"5,724",957,415,194,669,283,781,635,406,355,465,564,"12,991",726,649,262,231,400,887,674,520,891,438,628,406,466,600,770,365,419,482,"1,075",482,"1,241",379
2021년01월_계_90~99세,"4,178",964,58,60,48,67,76,68,52,71,64,76,41,44,33,141,17,32,16,879,142,69,28,99,32,100,89,68,57,87,108,"2,335",131,94,46,37,67,107,120,104,155,72,130,74,95,100,136,59,75,83,205,96,279,70
2021년01월_계_100세 이상,507,219,24,19,9,14,18,17,19,22,16,16,25,3,5,6,0,3,3,188,30,42,31,15,5,22,13,14,10,4,2,100,7,3,2,3,4,8,4,1,5,5,4,6,6,4,10,4,3,2,5,2,11,1
2021년01월_남_총인구수,"465,278","122,167","7,107","9,911","5,893","7,960","7,853","6,956","6,830","6,552","8,125","7,843","5,179","4,932","6,107","22,343","2,549","4,306","1,721","109,424","17,581","7,481","3,611","12,042","5,195","12,218","13,377","7,138","6,569","10,672","13,540","233,687","13,004","8,640","5,181","6,957","9,866","14,602","7,553","7,560","15,634","9,261","12,657","6,715","8,765","7,992","14,369","11,714","12,123","13,365","13,525","8,595","15,068","10,541"
2021년01월_남_연령구간인구수,"465,278","122,167","7,107","9,911","5,893","7,960","7,853","6,956","6,830","6,552","8,125","7,843","5,179","4,932","6,107","22,343","2,549","4,306","1,721","109,424","17,581","7,481","3,611","12,042","5,195","12,218","13,377","7,138","6,569","10,672","13,540","233,687","13,004","8,640","5,181","6,957","9,866","14,602","7,553","7,560","15,634","9,261","12,657","6,715","8,765","7,992","14,369","11,714","12,123","13,365","13,525","8,595","15,068","10,541"
2021년01월_남_0~9세,"34,941","7,929",257,877,203,261,355,320,348,192,376,545,250,302,366,"2,552",260,385,80,"6,757",777,466,224,609,351,689,881,275,286,717,"1,482","20,255","1,030",655,575,528,734,"1,035",504,705,"1,249",741,"1,179",537,668,626,"1,139","1,539","1,444","1,496",960,696,"1,094","1,121"
2021년01월_남_10~19세,"44,885","8,959",384,802,349,396,577,462,604,377,576,678,430,474,231,"2,012",250,266,91,"8,533","1,004",462,225,956,489,"1,039",934,488,486,966,"1,484","27,393","1,560","1,176",979,"1,281",955,"1,614",742,922,"2,212","1,215","1,572",995,679,919,"1,038","1,786","1,505","1,608","1,165",817,"1,426","1,227"
2021년01월_남_20~29세,"67,737","18,539","1,093","1,332",923,"1,434","1,317","1,105","1,133",973,"1,222","1,159",717,705,"1,206","2,770",468,676,306,"16,137","2,964",854,491,"1,827",885,"1,944","1,900",945,974,"1,660","1,693","33,061","1,957","1,195",527,950,"1,664","2,145","1,032","1,059","2,266","1,487","1,766",932,"1,429","1,030","2,165","1,156","1,544","1,891","1,998","1,312","2,297","1,259"
2021년01월_남_30~39세,"69,451","19,163","1,064","1,722",869,"1,212","1,188",946,901,861,"1,174","1,137",694,593,"1,556","3,493",478,973,302,"16,744","3,374",991,613,"1,743",695,"1,682","2,208",913,918,"1,510","2,097","33,544","1,809","1,135",360,776,"1,831","2,308","1,483","1,097","2,055","1,193","1,726",610,"1,456",959,"2,854","1,350","1,598","1,744","2,216","1,380","2,196","1,408"
2021년01월_남_40~49세,"77,406","19,851","1,170","1,506",975,"1,202","1,166","1,062","1,074",978,"1,210","1,268",926,839,"1,195","4,096",413,540,231,"17,290","2,648","1,253",563,"1,896",824,"1,842","2,191","1,087",983,"1,566","2,437","40,265","2,128","1,662","1,200","1,451","1,540","2,624","1,211","1,324","2,869","1,451","2,143","1,049","1,372","1,259","2,203","2,521","2,286","2,229","2,062","1,416","2,310","1,955"
2021년01월_남_50~59세,"77,841","20,942","1,397","1,644","1,172","1,403","1,433","1,350","1,240","1,370","1,437","1,330",877,876,735,"3,470",304,659,245,"19,268","2,852","1,488",612,"2,162",870,"2,215","2,339","1,579","1,312","1,876","1,963","37,631","2,074","1,473",828,"1,110","1,437","2,418","1,129","1,192","2,530","1,628","2,066","1,195","1,263","1,261","2,139","1,803","1,986","2,299","2,146","1,420","2,506","1,728"
2021년01월_남_60~69세,"56,039","16,365","1,086","1,309",841,"1,198","1,084","1,071",877,"1,066","1,251","1,003",714,664,522,"2,647",245,514,273,"15,372","2,377","1,214",569,"1,739",638,"1,649","1,853","1,169","1,037","1,627","1,500","24,302","1,417",678,371,542,"1,023","1,217",847,675,"1,344",972,"1,304",833,"1,141","1,109","1,794",985,"1,130","1,355","1,680",912,"1,752","1,221"
2021년01월_남_70~79세,"26,467","7,806",494,566,430,635,540,464,466,546,664,517,419,353,234,996,101,233,148,"7,058","1,185",549,227,836,341,831,830,546,453,592,668,"11,603",687,385,221,226,485,786,394,339,696,392,623,387,535,559,778,413,458,568,854,418,926,473
2021년01월_남_80~89세,"9,323","2,315",142,132,117,196,171,151,173,159,199,184,129,116,55,275,25,51,40,"2,037",361,165,78,251,95,297,220,119,109,147,195,"4,971",303,249,107,83,181,409,181,216,369,163,243,161,193,243,236,149,154,150,388,197,462,134
2021년01월_남_90~99세,"1,051",233,13,16,12,22,15,19,9,22,13,17,13,9,5,30,5,8,5,176,31,21,4,21,6,23,17,13,9,11,20,642,37,32,12,10,15,42,29,30,42,16,33,15,28,27,23,12,17,25,56,27,99,15
2021년01월_남_100세 이상,137,65,7,5,2,1,7,6,5,8,3,5,10,1,2,2,0,1,0,52,8,18,5,2,1,7,4,4,2,0,1,20,2,0,1,0,1,4,1,1,2,3,2,1,1,0,0,0,1,0,0,0,0,0
2021년01월_여_총인구수,"474,496","119,401","6,404","10,328","5,416","7,606","7,843","6,610","6,699","6,059","8,036","8,023","4,864","5,066","4,974","23,306","2,274","4,379","1,514","106,718","16,382","6,628","3,412","12,585","5,452","12,350","12,512","6,621","5,978","10,497","14,301","248,377","13,430","9,464","5,468","7,082","9,899","16,439","8,381","8,027","16,726","9,510","13,286","7,000","8,934","8,823","14,770","12,185","12,767","14,325","15,272","9,213","16,321","11,055"
2021년01월_여_연령구간인구수,"474,496","119,401","6,404","10,328","5,416","7,606","7,843","6,610","6,699","6,059","8,036","8,023","4,864","5,066","4,974","23,306","2,274","4,379","1,514","106,718","16,382","6,628","3,412","12,585","5,452","12,350","12,512","6,621","5,978","10,497","14,301","248,377","13,430","9,464","5,468","7,082","9,899","16,439","8,381","8,027","16,726","9,510","13,286","7,000","8,934","8,823","14,770","12,185","12,767","14,325","15,272","9,213","16,321","11,055"
2021년01월_여_0~9세,"33,360","7,794",248,902,221,244,388,296,350,195,411,518,224,291,362,"2,472",262,330,80,"6,419",798,412,207,644,305,608,791,250,282,742,"1,380","19,147",965,613,601,512,699,"1,020",406,627,"1,193",682,"1,089",476,656,645,"1,054","1,471","1,287","1,400",949,629,"1,110","1,063"
2021년01월_여_10~19세,"42,692","8,547",339,822,300,377,517,461,594,305,521,605,389,457,206,"2,125",198,262,69,"7,961",947,409,228,972,527,938,894,484,396,803,"1,363","26,184","1,405","1,062",991,"1,146",978,"1,688",638,844,"2,139","1,109","1,556",854,621,879,"1,034","1,665","1,523","1,500","1,183",874,"1,308","1,187"
2021년01월_여_20~29세,"64,321","16,625",910,"1,316",830,"1,369","1,176",838,933,799,"1,134","1,021",570,688,"1,054","2,759",275,732,221,"15,063","2,905",713,460,"1,973",934,"1,706","1,603",817,826,"1,464","1,662","32,633","1,771","1,287",439,918,"1,463","2,573","1,024",993,"2,338","1,301","1,637",861,"1,330","1,106","2,018","1,187","1,523","1,931","2,066","1,420","2,241","1,206"
2021년01월_여_30~39세,"67,311","16,744",741,"1,672",662,953,977,791,743,608,942,"1,071",564,539,"1,060","3,881",414,897,229,"14,384","2,485",932,493,"1,638",679,"1,378","1,794",713,645,"1,380","2,247","36,183","1,797","1,320",508,760,"1,681","2,725","1,479","1,217","2,185","1,175","1,865",743,"1,441","1,137","2,490","1,742","1,989","2,057","2,444","1,405","2,316","1,707"
2021년01월_여_40~49세,"79,505","17,754",851,"1,556",778,924,"1,101",952,"1,060",786,"1,110","1,206",746,813,801,"3,965",363,542,200,"15,585","2,152",947,477,"1,821",821,"1,850","1,790",888,819,"1,501","2,519","46,166","2,520","2,078","1,436","1,718","1,682","3,319","1,440","1,516","3,425","1,818","2,497","1,328","1,386","1,509","2,170","2,769","2,386","2,472","2,362","1,562","2,674","2,099"
2021년01월_여_50~59세,"77,985","20,242","1,138","1,837",978,"1,307","1,375","1,229","1,151","1,165","1,447","1,415",857,854,605,"3,681",309,660,234,"18,903","2,705","1,136",606,"2,149",893,"2,270","2,286","1,332","1,230","2,056","2,240","38,840","2,207","1,372",648,"1,012","1,510","2,379","1,262","1,216","2,521","1,687","2,079","1,206","1,417","1,338","2,414","1,608","1,978","2,514","2,433","1,520","2,742","1,777"
2021년01월_여_60~69세,"58,393","17,346","1,169","1,388",876,"1,236","1,206","1,068",943,"1,143","1,352","1,162",761,741,548,"2,671",278,536,268,"15,569","2,334","1,113",520,"1,898",683,"1,805","1,900","1,173",969,"1,495","1,679","25,478","1,487",719,396,568,"1,086","1,292",907,762,"1,423",962,"1,335",807,"1,143","1,138","1,982","1,013","1,227","1,438","1,848",923,"1,768","1,254"
2021년01월_여_70~79세,"31,668","9,407",647,542,532,807,703,639,594,693,782,665,529,464,231,"1,057",111,269,142,"8,308","1,327",644,255,981,392,"1,219",958,612,509,658,753,"13,953",756,548,259,270,526,896,638,474,864,443,744,416,595,637,951,463,529,621,"1,146",524,"1,192",461
2021년01월_여_80~89세,"15,764","4,057",299,235,196,331,328,276,274,302,273,290,181,182,76,580,52,125,57,"3,687",596,250,116,418,188,484,415,287,246,318,369,"8,020",423,400,155,148,219,478,493,304,522,275,385,245,273,357,534,216,265,332,687,285,779,245
2021년01월_여_90~99세,"3,127",731,45,44,36,45,61,49,43,49,51,59,28,35,28,111,12,24,11,703,111,48,24,78,26,77,72,55,48,76,88,"1,693",94,62,34,27,52,65,91,74,113,56,97,59,67,73,113,47,58,58,149,69,180,55
2021년01월_여_100세 이상,370,154,17,14,7,13,11,11,14,14,13,11,15,2,3,4,0,2,3,136,22,24,26,13,4,15,9,10,8,4,1,80,5,3,1,3,3,4,3,0,3,2,2,5,5,4,10,4,2,2,5,2,11,1
