,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년11월_계_80~89세,"26,078","6,584",443,365,338,571,543,446,471,463,510,515,181,325,141,906,82,194,90,"5,997","1,028",359,197,752,299,827,685,437,346,484,583,"13,497",764,678,269,259,433,950,654,527,917,458,654,394,482,604,814,383,438,490,"1,093",498,"1,281",457
2021년11월_계_90~99세,"4,202",867,52,66,46,60,75,60,44,61,44,64,22,39,37,137,17,26,17,856,153,51,24,99,30,92,100,60,52,91,104,"2,479",138,111,46,34,75,120,119,118,160,88,147,84,90,96,139,68,74,86,226,102,268,90
2021년11월_계_100세 이상,159,47,1,6,1,4,6,2,2,5,3,4,1,2,2,4,0,1,3,39,10,1,12,4,0,1,1,6,1,2,1,73,5,2,2,1,2,7,4,1,6,0,5,1,3,2,8,2,5,1,3,1,10,2
2021년11월_남_총인구수,"461,205","119,554","7,075","9,892","5,988","7,946","7,752","6,847","6,702","6,470","8,030","7,702","2,764","4,898","6,118","22,140","2,474","5,145","1,611","107,220","17,607","6,541","3,482","12,737","5,075","11,821","13,136","6,782","6,400","10,384","13,255","234,431","12,700","8,410","5,081","6,903","9,712","14,316","7,306","7,757","15,433","9,070","12,384","6,491","8,582","7,834","13,908","13,000","11,902","13,023","13,139","8,321","14,656","14,503"
2021년11월_남_연령구간인구수,"461,205","119,554","7,075","9,892","5,988","7,946","7,752","6,847","6,702","6,470","8,030","7,702","2,764","4,898","6,118","22,140","2,474","5,145","1,611","107,220","17,607","6,541","3,482","12,737","5,075","11,821","13,136","6,782","6,400","10,384","13,255","234,431","12,700","8,410","5,081","6,903","9,712","14,316","7,306","7,757","15,433","9,070","12,384","6,491","8,582","7,834","13,908","13,000","11,902","13,023","13,139","8,321","14,656","14,503"
2021년11월_남_0~9세,"33,611","7,569",234,867,189,264,344,283,329,170,346,499,168,255,323,"2,387",247,586,78,"6,285",743,422,189,680,323,606,797,223,259,654,"1,389","19,757",943,612,533,491,713,977,461,727,"1,194",695,"1,121",476,615,586,"1,049","1,598","1,309","1,310",910,634,"1,014","1,789"
2021년11월_남_10~19세,"43,900","8,633",376,783,351,363,548,436,557,342,551,674,239,463,242,"2,063",234,326,85,"8,113",942,431,217,947,469,964,913,438,441,910,"1,441","27,154","1,491","1,131","1,006","1,258",947,"1,578",699,950,"2,147","1,167","1,542",919,661,894,959,"1,903","1,510","1,564","1,117",760,"1,345","1,606"
2021년11월_남_20~29세,"65,673","17,757","1,036","1,288",892,"1,456","1,297","1,057","1,119",923,"1,222","1,079",363,709,"1,222","2,673",484,667,270,"15,587","3,009",748,440,"1,883",889,"1,848","1,787",880,917,"1,578","1,608","32,329","1,893","1,146",492,988,"1,597","2,104",978,"1,042","2,188","1,398","1,664",909,"1,356",976,"2,004","1,349","1,499","1,853","1,858","1,288","2,162","1,585"
2021년11월_남_30~39세,"69,017","18,777","1,081","1,664",904,"1,258","1,178",945,905,857,"1,115","1,152",373,554,"1,488","3,306",455,"1,238",304,"16,675","3,359",890,602,"1,996",683,"1,642","2,249",866,895,"1,523","1,970","33,565","1,798","1,099",321,739,"1,783","2,185","1,433","1,123","2,040","1,188","1,690",593,"1,415",957,"2,764","1,525","1,547","1,639","2,126","1,322","2,188","2,090"
2021년11월_남_40~49세,"75,352","19,116","1,151","1,505",947,"1,146","1,123","1,009","1,026",929,"1,160","1,201",483,809,"1,204","4,101",385,727,210,"16,634","2,639","1,090",531,"1,948",754,"1,735","2,124","1,016",929,"1,474","2,394","39,602","2,041","1,553","1,149","1,376","1,474","2,552","1,124","1,364","2,768","1,397","2,011",968,"1,288","1,235","2,100","2,638","2,213","2,164","1,936","1,337","2,167","2,747"
2021년11월_남_50~59세,"77,720","20,517","1,407","1,655","1,200","1,389","1,411","1,336","1,196","1,384","1,403","1,304",447,894,792,"3,454",301,710,234,"18,743","2,823","1,279",602,"2,186",864,"2,178","2,252","1,502","1,277","1,797","1,983","38,460","2,030","1,493",866,"1,154","1,440","2,419","1,121","1,253","2,543","1,603","2,074","1,181","1,300","1,220","2,051","2,141","1,989","2,279","2,115","1,393","2,474","2,321"
2021년11월_남_60~69세,"58,771","16,936","1,144","1,399",929,"1,230","1,109","1,127",927,"1,170","1,335","1,070",398,711,541,"2,802",232,561,251,"15,873","2,468","1,085",588,"1,911",657,"1,702","1,960","1,185","1,092","1,680","1,545","25,962","1,468",710,387,567,"1,040","1,263",874,715,"1,449","1,044","1,344",876,"1,170","1,141","1,910","1,214","1,189","1,467","1,749",940,"1,822","1,623"
2021년11월_남_70~79세,"26,193","7,644",496,575,434,604,544,480,452,525,668,516,218,364,239,"1,017",103,270,139,"6,960","1,189",439,228,870,326,824,790,526,471,593,704,"11,589",665,371,209,225,503,747,404,334,678,379,632,375,551,542,772,452,463,557,859,414,908,549
2021년11월_남_80~89세,"9,882","2,391",139,135,128,221,184,155,185,157,218,191,69,128,60,301,29,55,36,"2,187",396,146,82,296,106,306,245,135,112,160,203,"5,304",329,257,108,96,197,439,184,209,379,178,267,169,198,254,274,164,165,170,403,201,487,176
2021년11월_남_90~99세,"1,052",203,11,19,14,15,13,18,6,13,9,15,6,10,7,34,4,5,4,159,37,11,3,20,4,16,18,10,7,15,18,690,41,38,8,9,18,48,27,39,46,21,37,24,27,29,25,15,17,20,66,32,86,17
2021년11월_남_100세 이상,34,11,0,2,0,0,1,1,0,0,3,1,0,1,0,2,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,19,1,0,2,0,0,4,1,1,1,0,2,1,1,0,0,1,1,0,0,0,3,0
2021년11월_여_총인구수,"469,858","116,522","6,322","10,381","5,343","7,488","7,651","6,462","6,549","5,930","7,854","7,925","2,664","4,993","4,865","23,251","2,171","5,225","1,448","104,438","16,225","5,896","3,278","13,087","5,264","12,052","12,174","6,231","5,858","10,217","14,156","248,898","13,082","9,262","5,360","6,922","9,675","16,140","8,123","8,282","16,505","9,283","13,014","6,818","8,703","8,606","14,358","13,407","12,588","13,951","14,837","8,901","15,975","15,106"
2021년11월_여_연령구간인구수,"469,858","116,522","6,322","10,381","5,343","7,488","7,651","6,462","6,549","5,930","7,854","7,925","2,664","4,993","4,865","23,251","2,171","5,225","1,448","104,438","16,225","5,896","3,278","13,087","5,264","12,052","12,174","6,231","5,858","10,217","14,156","248,898","13,082","9,262","5,360","6,922","9,675","16,140","8,123","8,282","16,505","9,283","13,014","6,818","8,703","8,606","14,358","13,407","12,588","13,951","14,837","8,901","15,975","15,106"
2021년11월_여_0~9세,"32,185","7,387",227,907,220,226,360,270,305,168,360,491,131,253,317,"2,304",243,531,74,"6,040",739,385,197,690,252,571,743,231,255,676,"1,301","18,758",900,582,565,431,670,960,381,699,"1,112",645,"1,013",454,609,618,986,"1,490","1,208","1,241",862,607,"1,062","1,663"
2021년11월_여_10~19세,"41,746","8,237",325,788,289,338,491,455,545,280,489,601,234,454,212,"2,162",198,317,59,"7,593",907,370,201,971,504,874,830,439,381,765,"1,351","25,916","1,342","1,032",973,"1,156",911,"1,659",592,878,"2,107","1,046","1,519",842,589,851,956,"1,758","1,494","1,457","1,155",799,"1,221","1,579"
2021년11월_여_20~29세,"62,344","16,003",894,"1,276",790,"1,358","1,166",814,953,790,"1,084",999,297,645,"1,038","2,690",263,742,204,"14,485","2,839",642,431,"1,938",916,"1,686","1,532",737,816,"1,370","1,578","31,856","1,730","1,215",428,878,"1,415","2,500",981,979,"2,225","1,250","1,578",835,"1,271","1,028","1,903","1,338","1,502","1,840","1,961","1,335","2,099","1,565"
2021년11월_여_30~39세,"66,148","16,247",758,"1,634",632,928,944,749,731,598,915,"1,038",307,499,979,"3,746",415,"1,147",227,"14,108","2,467",814,481,"1,809",649,"1,354","1,746",650,650,"1,348","2,140","35,793","1,736","1,240",475,688,"1,568","2,620","1,424","1,219","2,156","1,149","1,776",718,"1,356","1,089","2,392","1,969","1,885","1,878","2,299","1,332","2,294","2,530"
2021년11월_여_40~49세,"77,717","17,147",820,"1,582",748,894,"1,011",898,997,730,"1,083","1,146",413,801,764,"4,045",340,672,203,"15,061","2,105",898,435,"1,892",772,"1,729","1,686",817,769,"1,432","2,526","45,509","2,329","2,002","1,389","1,669","1,656","3,228","1,366","1,567","3,316","1,694","2,375","1,235","1,331","1,464","2,018","2,949","2,360","2,418","2,248","1,471","2,542","2,882"
2021년11월_여_50~59세,"77,486","19,537","1,111","1,806",977,"1,246","1,348","1,167","1,130","1,130","1,410","1,388",445,868,643,"3,632",283,746,207,"18,141","2,646",986,573,"2,170",875,"2,157","2,203","1,232","1,155","1,943","2,201","39,808","2,195","1,430",684,"1,054","1,485","2,380","1,209","1,290","2,574","1,701","2,092","1,225","1,380","1,333","2,373","1,942","1,991","2,531","2,411","1,486","2,671","2,371"
2021년11월_여_60~69세,"61,369","17,864","1,209","1,530",901,"1,294","1,213","1,138",979,"1,204","1,402","1,224",435,776,551,"2,880",259,603,266,"16,249","2,405","1,000",550,"2,082",691,"1,898","1,972","1,178","1,037","1,626","1,810","27,256","1,576",726,395,588,"1,117","1,357",970,787,"1,497","1,031","1,437",821,"1,199","1,168","2,097","1,188","1,303","1,544","1,927",986,"1,937","1,605"
2021년11월_여_70~79세,"31,392","9,207",632,577,543,805,692,637,583,671,784,662,273,470,248,"1,082",104,306,138,"8,219","1,361",547,262,996,386,"1,185",940,590,515,655,782,"13,966",738,539,252,269,558,850,635,466,861,420,724,403,619,636,971,500,511,655,"1,121",517,"1,166",555
2021년11월_여_80~89세,"16,196","4,193",304,230,210,350,359,291,286,306,292,324,112,197,81,605,53,139,54,"3,810",632,213,115,456,193,521,440,302,234,324,380,"8,193",435,421,161,163,236,511,470,318,538,280,387,225,284,350,540,219,273,320,690,297,794,281
2021년11월_여_90~99세,"3,150",664,41,47,32,45,62,42,38,48,35,49,16,29,30,103,13,21,13,697,116,40,21,79,26,76,82,50,45,76,86,"1,789",97,73,38,25,57,72,92,79,114,67,110,60,63,67,114,53,57,66,160,70,182,73
2021년11월_여_100세 이상,125,36,1,4,1,4,5,1,2,5,0,3,1,1,2,2,0,1,3,35,8,1,12,4,0,1,0,5,1,2,1,54,4,2,0,1,2,3,3,0,5,0,3,0,2,2,8,1,4,1,3,1,7,2
