카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021년12월_계_80~89세,"10,438","1,224",320,153,305,399,335,313,388,534,350,263,973,403,511,543,220,312,537,"1,092",951,312
2021년12월_계_90~99세,"1,698",197,54,24,83,66,49,60,60,96,78,24,137,64,66,96,29,64,85,165,147,54
2021년12월_계_100세 이상,52,5,2,0,4,2,1,2,3,5,1,2,5,2,3,2,0,2,4,4,3,0
2021년12월_남_총인구수,"105,667","8,122","1,748",843,"2,153","2,246","1,798","2,412","3,181","7,387","2,299","1,735","12,620","3,841","5,149","6,283","2,323","4,827","8,177","8,897","13,900","5,726"
2021년12월_남_연령구간인구수,"105,667","8,122","1,748",843,"2,153","2,246","1,798","2,412","3,181","7,387","2,299","1,735","12,620","3,841","5,149","6,283","2,323","4,827","8,177","8,897","13,900","5,726"
2021년12월_남_0~9세,"6,617",330,72,22,115,53,46,101,146,663,78,47,847,179,218,264,122,430,671,447,"1,193",573
2021년12월_남_10~19세,"9,692",525,106,10,145,97,88,133,223,728,134,86,"1,500",312,392,593,201,508,777,815,"1,782",537
2021년12월_남_20~29세,"13,449",821,164,52,200,268,167,250,268,876,267,184,"1,898",468,679,854,316,590,"1,267","1,110","1,831",919
2021년12월_남_30~39세,"11,218",641,113,58,163,184,128,217,296,"1,011",239,150,"1,339",434,490,684,304,619,"1,012",828,"1,587",721
2021년12월_남_40~49세,"16,190","1,087",218,57,282,276,178,326,491,"1,233",318,232,"2,052",506,755,915,326,792,"1,412","1,307","2,437",990
2021년12월_남_50~59세,"18,543","1,543",344,174,386,419,361,446,545,"1,241",409,332,"2,241",707,967,"1,162",435,779,"1,245","1,631","2,297",879
2021년12월_남_60~69세,"17,084","1,723",399,267,505,519,475,540,687,948,438,334,"1,576",697,910,"1,100",376,696,"1,086","1,436","1,718",654
2021년12월_남_70~79세,"8,746",971,224,132,235,285,245,261,370,478,274,248,765,375,506,509,153,275,509,872,727,332
2021년12월_남_80~89세,"3,785",434,99,67,104,131,99,129,143,186,120,118,377,153,214,187,84,127,181,421,302,109
2021년12월_남_90~99세,333,46,9,4,16,14,11,9,10,23,21,4,25,10,17,14,6,11,17,28,26,12
2021년12월_남_100세 이상,10,1,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0
2021년12월_여_총인구수,"107,298","8,505","1,701",731,"2,072","1,977","1,697","2,240","3,174","7,782","2,493","1,631","13,262","3,905","5,299","6,509","2,420","5,248","8,187","8,821","14,167","5,477"
2021년12월_여_연령구간인구수,"107,298","8,505","1,701",731,"2,072","1,977","1,697","2,240","3,174","7,782","2,493","1,631","13,262","3,905","5,299","6,509","2,420","5,248","8,187","8,821","14,167","5,477"
2021년12월_여_0~9세,"6,220",314,57,6,97,49,46,84,167,611,71,37,821,156,196,256,150,463,657,439,"1,027",516
2021년12월_여_10~19세,"8,757",419,93,21,125,81,56,104,208,734,149,65,"1,405",285,349,519,187,486,711,655,"1,574",531
2021년12월_여_20~29세,"11,111",607,103,37,138,136,93,169,213,840,260,140,"1,676",466,595,752,217,549,"1,058",835,"1,527",700
2021년12월_여_30~39세,"10,003",575,89,19,163,102,78,171,242,941,172,114,"1,256",323,391,563,240,637,"1,007",694,"1,531",695
2021년12월_여_40~49세,"15,572",938,160,36,211,135,131,251,431,"1,331",283,159,"2,342",499,652,859,367,856,"1,275","1,127","2,574",955
2021년12월_여_50~59세,"18,127","1,457",327,141,326,329,284,403,519,"1,250",355,281,"2,219",690,"1,018","1,203",487,884,"1,306","1,461","2,332",855
2021년12월_여_60~69세,"18,682","1,932",388,238,477,464,431,542,707,"1,057",557,367,"1,818",769,"1,133","1,307",400,767,"1,169","1,648","1,837",674
2021년12월_여_70~79세,"10,766","1,318",216,127,265,359,303,279,391,592,359,301,"1,012",411,617,611,213,366,576,"1,152",992,306
2021년12월_여_80~89세,"6,653",790,221,86,201,268,236,184,245,348,230,145,596,250,297,356,136,185,356,671,649,203
2021년12월_여_90~99세,"1,365",151,45,20,67,52,38,51,50,73,57,20,112,54,49,82,23,53,68,137,121,42
2021년12월_여_100세 이상,42,4,2,0,2,2,1,2,1,5,0,2,5,2,2,1,0,2,4,2,3,0
