카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2020년12월_계_90~99세,"1,185",65,111,97,36,67,99,69,64,100,54,136,46,42,71,44,46,38
2020년12월_계_100세 이상,251,20,23,19,11,12,22,9,12,26,9,28,8,15,15,10,8,4
2020년12월_남_총인구수,"143,387","8,309","12,914","11,244","6,099","6,794","11,289","7,479","7,516","11,157","7,032","12,417","8,284","6,608","8,682","5,672","5,664","6,227"
2020년12월_남_연령구간인구수,"143,387","8,309","12,914","11,244","6,099","6,794","11,289","7,479","7,516","11,157","7,032","12,417","8,284","6,608","8,682","5,672","5,664","6,227"
2020년12월_남_0~9세,"10,469",629,"1,210",612,226,516,904,599,668,904,718,"1,317",553,391,435,296,272,219
2020년12월_남_10~19세,"9,891",618,806,819,337,471,974,830,551,752,494,835,576,453,458,273,329,315
2020년12월_남_20~29세,"22,271","1,194","2,038","2,181","2,516","1,078","1,423",867,911,"1,480",768,"1,376","1,337","1,052","1,258",938,888,966
2020년12월_남_30~39세,"24,032","1,476","2,226","1,688",891,"1,122","1,762","1,096","1,286","1,996","1,315","2,264","1,449","1,203","1,421","1,045",895,897
2020년12월_남_40~49세,"22,575","1,324","2,021","1,534",601,"1,051","1,969","1,402","1,302","1,848","1,278","2,226","1,162","1,023","1,225",750,856,"1,003"
2020년12월_남_50~59세,"23,582","1,328","2,093","1,817",634,"1,105","1,921","1,210","1,147","1,766","1,037","1,825","1,548","1,072","1,715",991,"1,077","1,296"
2020년12월_남_60~69세,"17,809","1,017","1,516","1,483",436,843,"1,282",751,959,"1,369",797,"1,454","1,079",844,"1,388",827,869,895
2020년12월_남_70~79세,"9,170",527,720,795,326,431,751,510,484,758,454,779,421,433,570,390,349,472
2020년12월_남_80~89세,"3,185",172,249,284,117,152,271,193,184,247,149,296,139,121,198,141,116,156
2020년12월_남_90~99세,331,17,29,27,9,22,24,18,22,31,18,37,17,11,12,18,12,7
2020년12월_남_100세 이상,72,7,6,4,6,3,8,3,2,6,4,8,3,5,2,3,1,1
2020년12월_여_총인구수,"150,169","8,776","14,167","11,541","5,833","7,283","12,774","8,285","8,195","12,252","7,672","14,244","8,269","6,844","7,907","5,505","5,061","5,561"
2020년12월_여_연령구간인구수,"150,169","8,776","14,167","11,541","5,833","7,283","12,774","8,285","8,195","12,252","7,672","14,244","8,269","6,844","7,907","5,505","5,061","5,561"
2020년12월_여_0~9세,"9,980",598,"1,166",595,197,495,916,591,642,846,673,"1,267",484,376,395,280,259,200
2020년12월_여_10~19세,"9,924",590,764,804,443,524,"1,139",855,507,745,465,820,535,452,438,267,270,306
2020년12월_여_20~29세,"22,772","1,304","2,366","2,191","2,126","1,137","1,604",887,912,"1,451",739,"1,634","1,218","1,101","1,093","1,081",825,"1,103"
2020년12월_여_30~39세,"24,873","1,466","2,539","1,586",701,"1,164","1,951","1,158","1,479","2,176","1,489","2,823","1,455","1,274","1,189",922,746,755
2020년12월_여_40~49세,"22,445","1,323","2,011","1,489",552,"1,121","2,110","1,535","1,245","1,912","1,296","2,278","1,242","1,075","1,095",715,702,744
2020년12월_여_50~59세,"23,666","1,421","2,321","1,895",653,"1,165","2,006","1,272","1,238","1,929","1,081","2,118","1,500",987,"1,436",858,889,897
2020년12월_여_60~69세,"18,725","1,077","1,537","1,523",517,840,"1,522",930,"1,150","1,612",989,"1,751","1,036",845,"1,229",697,747,723
2020년12월_여_70~79세,"11,416",664,903,948,428,546,990,671,641,998,606,987,521,463,672,434,399,545
2020년12월_여_80~89세,"5,335",272,461,425,184,237,447,329,329,494,293,447,244,230,288,218,183,254
2020년12월_여_90~99세,854,48,82,70,27,45,75,51,42,69,36,99,29,31,59,26,34,31
2020년12월_여_100세 이상,179,13,17,15,5,9,14,6,10,20,5,20,5,10,13,7,7,3
