,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동
2020년08월_계_80~89세,"14,425",776,604,400,530,387,354,607,574,490,334,851,386,550,924,"1,441",997,529,613,"1,040",722,837,479
2020년08월_계_90~99세,"1,668",88,67,42,64,36,39,54,64,50,39,97,49,69,91,162,128,70,79,118,77,112,73
2020년08월_계_100세 이상,86,8,6,5,2,2,3,2,2,0,0,1,3,8,6,17,5,4,1,0,3,8,0
2020년08월_남_총인구수,"278,341","11,921","7,259","4,237","13,810","7,243","8,731","16,059","14,971","11,990","8,519","16,446","10,806","21,552","8,055","38,032","19,541","10,188","5,618","17,888","9,826","9,018","6,631"
2020년08월_남_연령구간인구수,"278,341","11,921","7,259","4,237","13,810","7,243","8,731","16,059","14,971","11,990","8,519","16,446","10,806","21,552","8,055","38,032","19,541","10,188","5,618","17,888","9,826","9,018","6,631"
2020년08월_남_0~9세,"21,240",864,329,217,"1,098",350,722,"1,098","1,016",705,469,781,"1,026","2,665",358,"4,688","1,574",609,207,"1,253",466,401,344
2020년08월_남_10~19세,"29,252",991,386,305,"1,211",550,901,"1,964","1,618","1,325",749,"1,284","1,002","4,221",622,"4,462","2,709",813,340,"1,927",708,655,509
2020년08월_남_20~29세,"42,886","1,532","1,112",667,"2,192","1,255","1,332","2,758","2,603","2,290","1,419","3,701","1,479","2,324","1,038","4,911","2,975","1,876",742,"2,788","1,538","1,368",986
2020년08월_남_30~39세,"35,327","1,489","1,008",498,"2,046","1,039","1,192","1,804","1,838","1,371","1,212","2,127","1,500","2,089",736,"5,646","2,112","1,658",663,"2,055","1,280","1,101",863
2020년08월_남_40~49세,"43,910","1,914","1,038",612,"2,050","1,000","1,355","2,464","2,217","1,746","1,183","2,416","1,969","4,970","1,220","6,756","2,910","1,295",653,"2,451","1,424","1,233","1,034"
2020년08월_남_50~59세,"50,632","2,139","1,340",733,"2,501","1,403","1,607","3,364","3,187","2,635","1,677","3,284","1,892","3,185","1,550","5,673","3,499","1,770","1,050","3,414","1,828","1,633","1,268"
2020년08월_남_60~69세,"34,766","1,790","1,157",657,"1,753","1,084","1,063","1,691","1,686","1,280","1,286","1,796","1,282","1,323","1,427","3,746","2,426","1,424","1,193","2,653","1,510","1,526","1,013"
2020년08월_남_70~79세,"15,087",916,658,382,748,415,434,695,586,461,390,797,504,576,804,"1,612",956,565,585,974,797,776,456
2020년08월_남_80~89세,"4,865",271,219,156,196,137,118,212,204,168,123,240,138,178,276,495,352,166,166,350,262,301,137
2020년08월_남_90~99세,358,14,11,10,13,9,6,9,16,9,11,20,12,20,23,37,28,12,19,23,13,22,21
2020년08월_남_100세 이상,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0
2020년08월_여_총인구수,"285,389","12,509","7,667","4,494","14,357","7,398","8,969","15,946","14,732","11,836","8,293","15,596","11,015","22,459","8,697","39,261","20,401","10,383","6,012","18,904","10,005","9,731","6,724"
2020년08월_여_연령구간인구수,"285,389","12,509","7,667","4,494","14,357","7,398","8,969","15,946","14,732","11,836","8,293","15,596","11,015","22,459","8,697","39,261","20,401","10,383","6,012","18,904","10,005","9,731","6,724"
2020년08월_여_0~9세,"20,207",902,302,185,"1,106",357,650,"1,006",898,681,434,688,"1,054","2,609",287,"4,455","1,524",565,194,"1,170",404,394,342
2020년08월_여_10~19세,"27,130","1,086",366,294,"1,162",476,843,"1,723","1,419","1,272",682,"1,270","1,141","4,106",567,"4,007","2,216",708,270,"1,796",637,639,450
2020년08월_여_20~29세,"37,402","1,475","1,275",639,"2,156","1,178","1,201","2,398","2,200","1,871","1,164","3,044","1,222","1,916",842,"4,364","2,488","1,696",563,"2,360","1,388","1,210",752
2020년08월_여_30~39세,"32,668","1,416",921,472,"1,878",790,"1,109","1,653","1,566","1,174",949,"1,543","1,435","2,661",622,"6,018","2,151","1,273",491,"1,918","1,041",898,689
2020년08월_여_40~49세,"46,808","1,776",856,558,"2,162","1,056","1,470","2,906","2,532","2,069","1,220","2,281","1,969","5,787","1,125","7,036","3,636","1,357",613,"2,892","1,326","1,220",961
2020년08월_여_50~59세,"54,038","2,139","1,314",809,"2,762","1,578","1,767","3,341","3,335","2,655","1,911","3,202","2,013","2,697","1,559","6,281","3,944","2,129","1,275","4,030","2,039","1,882","1,376"
2020년08월_여_60~69세,"37,255","2,001","1,327",744,"1,900","1,134","1,112","1,690","1,583","1,163","1,213","1,817","1,355","1,535","1,697","4,085","2,530","1,537","1,374","2,758","1,720","1,811","1,169"
2020년08월_여_70~79세,"18,943","1,128",860,512,846,551,546,787,779,588,481,"1,062",540,720,"1,277","1,933","1,162",693,724,"1,195",923,"1,045",591
2020년08월_여_80~89세,"9,560",505,385,244,334,250,236,395,370,322,211,611,248,372,648,946,645,363,447,690,460,536,342
2020년08월_여_90~99세,"1,310",74,56,32,51,27,33,45,48,41,28,77,37,49,68,125,100,58,60,95,64,90,52
2020년08월_여_100세 이상,68,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,1,0,3,6,0
