카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년12월_여_10~19세,"23,644","2,539","1,155",667,"1,471","3,338",618,882,517,763,562,632,601,"1,409","1,417","2,689","1,087","1,715","1,582"
2021년12월_여_20~29세,"28,262","1,635","2,453","1,735","1,916","2,024","1,240","1,260",920,991,"1,021",798,"1,184","1,140","1,136","2,969","2,781","1,436","1,623"
2021년12월_여_30~39세,"28,181","1,740","2,584","1,984","1,357","2,066","1,177","1,360",876,"1,152",964,"1,273","1,215","1,071",896,"3,108","2,303","1,480","1,575"
2021년12월_여_40~49세,"39,958","3,660","2,347","1,632","2,400","4,907","1,394","1,600",940,"1,474","1,095","1,086","1,334","2,149","2,005","4,313","2,510","2,522","2,590"
2021년12월_여_50~59세,"38,246","2,370","2,539","1,937","2,479","3,271","1,748","1,675","1,283","1,457","1,272","1,057","1,780","1,702","1,680","4,402","2,764","2,218","2,612"
2021년12월_여_60~69세,"31,471","1,579","2,079","1,676","1,442","2,274","1,877","1,821","1,198","1,512","1,176",952,"1,872","1,199","1,194","3,457","2,581","1,431","2,151"
2021년12월_여_70~79세,"15,478",695,917,731,811,847,"1,004",908,754,748,562,398,"1,024",566,609,"1,802","1,429",503,"1,170"
2021년12월_여_80~89세,"7,136",326,435,387,376,453,366,341,307,352,240,159,566,285,296,812,515,261,659
2021년12월_여_90~99세,"1,313",64,73,72,60,120,77,64,37,50,45,27,80,74,58,142,84,72,114
2021년12월_여_100세 이상,46,1,1,3,3,2,6,3,0,4,0,3,2,2,2,6,2,2,4
