카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년12월_계_90~99세,"16,067",958,"1,607","1,591",991,745,598,506,377,"1,241",714,644,624,528,823,537,620,490,549,502,559,367,496
2020년12월_계_100세 이상,870,82,105,69,65,24,35,14,22,51,39,36,24,29,45,35,34,25,34,40,26,18,18
2020년12월_남_총인구수,"930,615","111,578","142,995","140,772","58,194","79,144","23,502","13,707","12,519","31,051","19,719","30,906","18,381","16,715","33,975","27,595","43,254","16,062","26,468","22,781","25,099","15,429","20,769"
2020년12월_남_연령구간인구수,"930,615","111,578","142,995","140,772","58,194","79,144","23,502","13,707","12,519","31,051","19,719","30,906","18,381","16,715","33,975","27,595","43,254","16,062","26,468","22,781","25,099","15,429","20,769"
2020년12월_남_0~9세,"67,356","9,425","10,639","12,067","5,155","6,797","1,177",556,563,"1,305",925,"1,771","1,033",875,"2,012","1,769","4,009",721,"1,926","1,403","1,624",809,795
2020년12월_남_10~19세,"86,808","12,552","13,736","15,796","4,856","8,299","1,586","1,017",984,"2,068","1,329","2,935","1,469","1,300","2,732","2,369","4,694","1,083","2,147","1,731","1,877","1,191","1,057"
2020년12월_남_20~29세,"112,080","14,655","19,147","20,374","6,580","11,786","2,856","1,294","1,069","2,448","1,676","3,700","1,746","1,611","3,122","2,950","4,774","1,498","2,813","2,542","2,207","1,553","1,679"
2020년12월_남_30~39세,"97,929","13,268","16,677","17,004","7,600","9,935","1,891",918,902,"2,006","1,367","2,413","1,480","1,269","2,660","2,584","5,221","1,129","2,508","1,941","2,187","1,259","1,710"
2020년12월_남_40~49세,"138,946","19,277","22,134","21,385","9,163","12,236","3,027","1,699","1,591","3,675","2,388","4,301","2,275","2,091","4,532","4,406","7,153","2,066","3,702","3,166","3,626","2,154","2,899"
2020년12월_남_50~59세,"168,090","18,198","25,406","24,789","9,417","15,929","4,485","2,698","2,565","5,658","3,714","6,140","3,432","3,049","6,409","5,366","7,060","3,211","4,711","4,268","4,485","2,823","4,277"
2020년12월_남_60~69세,"137,191","13,790","20,224","17,250","8,207","8,925","4,268","2,620","2,316","6,332","3,837","4,959","3,308","3,088","6,141","4,134","5,434","3,074","4,261","3,812","4,303","2,700","4,208"
2020년12월_남_70~79세,"84,379","7,807","11,164","8,490","5,014","3,621","2,825","1,813","1,631","4,959","2,834","3,111","2,311","2,245","4,354","2,652","3,537","2,147","3,075","2,612","3,284","2,012","2,881"
2020년12월_남_80~89세,"34,535","2,393","3,566","3,296","1,981","1,487","1,244",993,813,"2,326","1,493","1,426","1,198","1,084","1,858","1,257","1,271","1,018","1,215","1,183","1,404",863,"1,166"
2020년12월_남_90~99세,"3,179",197,285,313,210,124,139,96,83,267,150,147,125,99,154,100,96,113,107,118,99,65,92
2020년12월_남_100세 이상,122,16,17,8,11,5,4,3,2,7,6,3,4,4,1,8,5,2,3,5,3,0,5
2020년12월_여_총인구수,"920,934","112,466","137,247","141,417","57,419","72,625","22,778","14,332","13,200","32,871","20,763","31,616","19,419","17,882","34,831","26,104","42,878","15,988","26,631","21,683","24,817","15,798","18,169"
2020년12월_여_연령구간인구수,"920,934","112,466","137,247","141,417","57,419","72,625","22,778","14,332","13,200","32,871","20,763","31,616","19,419","17,882","34,831","26,104","42,878","15,988","26,631","21,683","24,817","15,798","18,169"
2020년12월_여_0~9세,"64,846","8,870","10,303","11,461","4,978","6,591","1,168",529,578,"1,314",834,"1,719",981,900,"1,992","1,770","3,786",666,"1,839","1,378","1,529",895,765
2020년12월_여_10~19세,"80,500","11,959","12,676","14,472","4,533","7,747","1,443",911,874,"1,792","1,275","2,724","1,342","1,220","2,541","2,074","4,547",965,"2,022","1,552","1,760","1,088",983
2020년12월_여_20~29세,"88,629","12,479","14,572","17,179","5,834","8,418","1,978","1,093",916,"1,724","1,312","3,122","1,352","1,254","2,424","2,153","4,054","1,018","2,199","1,731","1,570","1,147","1,100"
2020년12월_여_30~39세,"88,135","12,483","14,349","16,113","6,991","8,602","1,753",800,784,"1,677","1,172","2,332","1,304","1,192","2,416","2,194","5,048",995,"2,363","1,720","1,821","1,054",972
2020년12월_여_40~49세,"120,803","18,104","19,781","22,069","7,298","11,658","2,160","1,326","1,335","2,666","1,770","3,966","1,857","1,682","3,525","3,025","6,366","1,411","2,851","2,370","2,590","1,568","1,425"
2020년12월_여_50~59세,"145,589","18,099","23,115","24,335","7,839","13,150","3,661","2,199","2,059","4,546","2,962","5,116","2,890","2,600","5,173","4,047","5,812","2,294","3,832","3,213","3,596","2,286","2,765"
2020년12월_여_60~69세,"135,186","15,143","20,568","17,087","7,960","8,078","4,013","2,384","2,388","6,403","3,783","4,514","3,307","3,110","6,215","3,917","5,411","2,845","4,206","3,448","4,318","2,655","3,433"
2020년12월_여_70~79세,"108,527","9,799","13,370","10,539","6,536","4,540","3,521","2,472","2,269","6,555","3,812","4,374","3,163","2,988","5,703","3,677","4,376","3,008","4,096","3,325","4,144","2,735","3,525"
2020년12월_여_80~89세,"75,083","4,703","7,103","6,823","4,615","3,201","2,591","2,197","1,683","5,176","3,246","3,219","2,704","2,482","4,129","2,783","2,925","2,386","2,750","2,527","3,006","2,050","2,784"
2020년12월_여_90~99세,"12,888",761,"1,322","1,278",781,621,459,410,294,974,564,497,499,429,669,437,524,377,442,384,460,302,404
2020년12월_여_100세 이상,748,66,88,61,54,19,31,11,20,44,33,33,20,25,44,27,29,23,31,35,23,18,13
