카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년07월_여_10~19세,"12,720",783,585,431,951,580,685,898,345,670,542,"1,512",575,915,595,"1,819",834
2021년07월_여_20~29세,"27,950","1,638","1,213",875,"2,643","1,504","1,879","1,782","2,466","1,445","1,868","2,578","1,365","2,039","1,103","2,348","1,204"
2021년07월_여_30~39세,"27,648","1,528","1,302","1,312","2,491","1,621","1,633","1,802","2,142","1,503","1,724","2,378","1,449","1,928",918,"2,460","1,457"
2021년07월_여_40~49세,"27,196","1,697","1,378","1,026","2,325","1,462","1,620","1,779","1,241","1,337","1,533","2,894","1,369","1,872","1,130","2,964","1,569"
2021년07월_여_50~59세,"34,395","2,355","1,656","1,204","3,111","1,925","2,353","2,221","1,544","1,742","2,218","2,867","1,633","2,758","1,584","3,378","1,846"
2021년07월_여_60~69세,"30,875","1,922","1,588",989,"2,620","1,843","2,143","1,802","1,314","1,655","2,057","2,572","1,583","2,612","1,399","2,968","1,808"
2021년07월_여_70~79세,"16,958","1,127","1,023",529,"1,554","1,000","1,231",889,719,859,"1,203","1,396",832,"1,362",784,"1,524",926
2021년07월_여_80~89세,"7,406",457,354,224,631,415,499,423,269,336,540,599,339,658,332,796,534
2021년07월_여_90~99세,"1,247",89,49,25,83,71,78,76,48,55,64,103,53,120,77,185,71
2021년07월_여_100세 이상,59,4,3,0,2,1,3,2,9,0,5,8,2,6,2,10,2
