카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동
2020년04월_여_10~19세,"10,245",103,"1,076",222,518,76,156,111,47,48,"1,242",174,173,145,163,445,113,821,159,"1,207","1,786","1,124",281,55
2020년04월_여_20~29세,"11,865",155,"1,068",287,750,179,209,115,59,83,"1,096",225,243,256,309,891,156,843,192,"1,114","1,735","1,387",419,94
2020년04월_여_30~39세,"12,235",145,899,291,875,195,207,95,66,77,"1,590",174,250,247,247,565,142,785,278,"1,570","1,766","1,153",562,56
2020년04월_여_40~49세,"17,861",236,"1,668",454,"1,005",146,304,186,88,129,"1,959",318,299,296,349,864,226,"1,363",353,"1,963","2,963","1,993",597,102
2020년04월_여_50~59세,"22,695",482,"2,460",821,"1,771",266,579,404,304,258,"1,765",581,486,456,610,"1,270",397,"1,343",485,"1,912","2,716","2,320",856,153
2020년04월_여_60~69세,"20,161",626,"2,176","1,024","1,630",397,619,543,439,387,"1,155",639,489,581,805,"1,489",547,865,592,"1,008","1,429","1,659",871,191
2020년04월_여_70~79세,"13,486",567,"1,615",826,990,348,409,445,344,359,627,482,386,401,579,976,500,512,430,519,645,827,563,136
2020년04월_여_80~89세,"8,750",341,"1,077",535,774,307,256,400,241,233,429,403,249,213,277,399,355,320,290,315,443,430,385,78
2020년04월_여_90~99세,"1,324",57,135,82,118,54,62,47,46,29,72,57,34,26,46,61,47,46,44,52,72,52,68,17
2020년04월_여_100세 이상,69,2,9,7,3,2,2,2,2,1,1,2,2,5,8,1,5,1,1,4,2,0,6,1
