,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년10월_남_10~19세,"25,677","1,488","2,309",900,592,839,"1,139","1,087","1,209",598,"1,236",863,"1,033",515,"1,213","1,170","1,882","1,052","1,816","1,794","2,942"
2020년10월_남_20~29세,"36,736","2,096","2,241","2,836","1,132","1,655","1,560","2,127","2,189","1,174","1,713","1,294","1,553","1,164","1,861","1,319","1,982","1,606","2,248","2,431","2,555"
2020년10월_남_30~39세,"37,605","2,351","2,160","2,951",972,"1,740","1,425","1,969","2,210","1,157","1,569","1,228","1,501","1,076","1,516","1,264","3,765","1,224","2,430","2,510","2,587"
2020년10월_남_40~49세,"45,334","2,911","3,258","2,449","1,249","1,805","1,991","2,305","2,302","1,314","2,078","1,496","1,618","1,178","1,815","1,761","3,856","1,785","2,957","2,903","4,303"
2020년10월_남_50~59세,"44,676","2,447","2,881","2,183","1,562","1,959","1,933","2,691","2,644","1,678","2,100","1,608","1,790","1,539","2,340","1,689","2,348","2,211","2,799","2,779","3,495"
2020년10월_남_60~69세,"31,368","1,737","1,877","1,372","1,093","1,492","1,410","1,929","1,981","1,291","1,587","1,222","1,421","1,254","1,716","1,410","1,912","1,525","1,639","1,723","1,777"
2020년10월_남_70~79세,"13,893",718,839,591,551,792,695,932,856,601,745,534,644,634,706,571,758,659,665,793,609
2020년10월_남_80~89세,"4,191",206,228,179,187,245,193,285,260,220,192,127,189,190,235,189,155,206,214,289,202
2020년10월_남_90~99세,405,21,24,19,12,9,36,30,24,19,18,13,23,12,26,19,10,18,25,31,16
2020년10월_남_100세 이상,31,0,4,0,1,2,1,6,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년10월_여_총인구수,"265,295","16,448","18,323","14,415","7,493","11,575","11,147","14,221","14,695","8,982","12,653","8,960","11,008","7,844","12,843","10,332","20,119","10,456","16,085","16,304","21,392"
2020년10월_여_연령구간인구수,"265,295","16,448","18,323","14,415","7,493","11,575","11,147","14,221","14,695","8,982","12,653","8,960","11,008","7,844","12,843","10,332","20,119","10,456","16,085","16,304","21,392"
2020년10월_여_0~9세,"20,666","1,599","1,767",731,328,593,799,843,904,425,884,657,769,322,728,857,"2,937",649,"1,435","1,220","2,219"
2020년10월_여_10~19세,"24,575","1,566","2,141",834,498,824,"1,020","1,097","1,203",566,"1,255",815,928,498,"1,172","1,077","1,728",908,"1,772","1,641","3,032"
2020년10월_여_20~29세,"34,419","2,140","2,080","3,462","1,011","1,547","1,396","1,977","2,075","1,092","1,570","1,198","1,371","1,026","1,677","1,093","2,012","1,311","1,943","2,096","2,342"
2020년10월_여_30~39세,"35,514","2,501","2,438","2,487",722,"1,503","1,411","1,761","1,964","1,021","1,492","1,050","1,373",816,"1,401","1,221","4,010","1,102","2,184","2,086","2,971"
2020년10월_여_40~49세,"43,870","2,677","3,513","2,082","1,058","1,673","1,884","2,096","2,259","1,186","2,088","1,418","1,713","1,001","2,025","1,741","3,518","1,625","2,876","2,814","4,623"
2020년10월_여_50~59세,"45,956","2,689","2,901","2,215","1,520","2,115","1,901","2,678","2,702","1,727","2,307","1,663","1,995","1,584","2,545","1,833","2,628","2,154","2,759","2,823","3,217"
2020년10월_여_60~69세,"33,588","1,912","2,080","1,489","1,198","1,703","1,495","2,073","2,018","1,427","1,820","1,222","1,608","1,406","1,729","1,480","2,035","1,473","1,772","1,901","1,747"
2020년10월_여_70~79세,"16,825",835,936,748,736,"1,022",814,"1,093",962,896,816,617,743,807,900,666,824,771,844,"1,049",746
2020년10월_여_80~89세,"8,182",416,377,319,352,489,351,502,496,559,345,260,425,317,538,303,353,386,405,566,423
2020년10월_여_90~99세,"1,597",107,82,47,61,98,74,90,102,80,64,55,80,66,123,60,72,75,93,99,69
2020년10월_여_100세 이상,103,6,8,1,9,8,2,11,10,3,12,5,3,1,5,1,2,2,2,9,3
