,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년09월_계_80~89세,"34,948","15,889",621,547,"1,126",843,579,248,697,455,"1,134","1,502",593,"1,594","1,120",775,781,"1,061","1,570",537,106,"9,254",729,"1,709",777,"1,116",814,714,734,692,185,864,920,"9,805",974,721,851,"1,491","1,345","1,497","1,026",627,"1,273"
2021년09월_계_90~99세,"5,084","2,164",87,80,150,121,69,35,74,72,142,209,81,189,143,113,103,138,242,102,14,"1,465",115,288,112,178,102,99,128,106,34,120,183,"1,455",130,107,156,223,179,218,155,88,199
2021년09월_계_100세 이상,186,95,3,0,4,10,4,8,2,3,6,11,3,9,3,2,4,8,4,7,4,44,5,5,1,1,7,5,5,2,2,7,4,47,6,4,4,3,8,3,7,6,6
2021년09월_남_총인구수,"528,911","237,936","7,555","11,305","23,475","10,876","5,516","6,756","11,694","11,418","15,063","18,654","7,957","18,301","15,973","9,871","10,606","15,669","22,082","13,748","1,417","145,945","18,056","22,629","11,323","18,727","14,527","10,067","11,588","7,724","5,868","13,242","12,194","145,030","13,101","9,132","17,130","25,288","13,063","13,509","17,659","10,694","25,454"
2021년09월_남_연령구간인구수,"528,911","237,936","7,555","11,305","23,475","10,876","5,516","6,756","11,694","11,418","15,063","18,654","7,957","18,301","15,973","9,871","10,606","15,669","22,082","13,748","1,417","145,945","18,056","22,629","11,323","18,727","14,527","10,067","11,588","7,724","5,868","13,242","12,194","145,030","13,101","9,132","17,130","25,288","13,063","13,509","17,659","10,694","25,454"
2021년09월_남_0~9세,"40,382","19,188",277,"1,432","2,688",646,287,"1,022","1,217","1,391","1,036","1,032",446,969,"1,240",374,688,"1,121","1,295","1,994",33,"10,350","1,850","1,660",646,"1,532",972,438,697,585,753,534,683,"10,844",923,405,"1,291","2,282",858,979,"1,129",794,"2,183"
2021년09월_남_10~19세,"52,558","21,093",608,"1,001","2,184",943,528,479,824,865,"1,629","1,451",639,"1,818","1,855",606,954,"1,382","2,349",907,71,"14,764","2,493","2,228","1,044","2,223","1,349",646,"1,624","1,112",483,763,799,"16,701","1,302",750,"2,891","2,749","1,597","1,578","1,560","1,148","3,126"
2021년09월_남_20~29세,"75,865","32,183","1,122","1,117","2,672","1,560",783,744,"1,292","1,174","1,916","2,352","1,156","3,084","2,313","1,551","1,536","2,512","3,570","1,467",262,"22,373","2,506","3,567","1,955","2,732","2,341","1,595","1,865","1,099",690,"2,335","1,688","21,309","1,973","1,422","2,356","3,724","1,892","1,849","2,997","1,613","3,483"
2021년09월_남_30~39세,"70,989","34,571",857,"1,749","3,936","1,329",657,"1,406","2,257","2,599","1,586","2,147",963,"2,213","2,093","1,290","1,403","2,486","2,565","2,870",165,"18,864","1,857","2,671","1,536","2,232","2,210","1,633","1,049",675,854,"2,534","1,613","17,554","1,584",957,"1,696","3,399","1,542","1,595","2,738","1,362","2,681"
2021년09월_남_40~49세,"86,525","39,357","1,032","2,229","4,624","1,700",812,"1,321","2,055","2,093","2,562","2,991","1,087","2,578","2,774","1,394","1,634","2,307","3,342","2,653",169,"23,703","3,335","3,384","1,605","3,130","2,250","1,756","1,750","1,254","1,084","2,277","1,878","23,465","1,953","1,217","3,020","4,289","2,000","2,124","2,619","1,719","4,524"
2021년09월_남_50~59세,"96,390","41,583","1,645","1,552","3,264","2,183",989,845,"1,638","1,448","2,744","3,616","1,583","3,662","2,888","2,113","2,044","2,841","4,517","1,733",278,"27,475","3,357","4,219","2,076","3,315","2,702","2,001","2,347","1,531","1,009","2,481","2,437","27,332","2,481","2,030","3,204","4,746","2,341","2,370","3,228","1,993","4,939"
2021년09월_남_60~69세,"65,724","30,475","1,268","1,387","2,469","1,515",831,606,"1,436","1,140","2,036","3,045","1,300","2,298","1,705","1,645","1,498","1,904","2,799","1,325",268,"17,995","1,781","3,057","1,510","2,255","1,759","1,259","1,469",854,680,"1,421","1,950","17,254","1,725","1,531","1,759","2,588","1,630","1,697","2,170","1,273","2,881"
2021년09월_남_70~79세,"26,444","13,099",512,617,"1,187",664,399,245,701,500,"1,058","1,399",529,983,657,604,537,729,"1,085",574,119,"6,688",574,"1,176",647,843,607,490,499,328,237,507,780,"6,657",751,538,574,937,672,744,830,499,"1,112"
2021년09월_남_80~89세,"12,679","5,815",208,204,412,312,212,80,258,183,447,581,237,628,402,275,284,351,499,194,48,"3,344",274,595,275,415,308,223,257,246,70,343,338,"3,520",375,255,297,522,470,504,349,267,481
2021년09월_남_90~99세,"1,308",550,24,17,39,23,17,4,15,25,48,38,17,66,45,18,27,35,60,29,3,374,28,71,28,50,27,25,30,39,8,42,26,384,34,27,41,52,59,68,38,22,43
2021년09월_남_100세 이상,47,22,2,0,0,1,1,4,1,0,1,2,0,2,1,1,1,1,1,2,1,15,1,1,1,0,2,1,1,1,0,5,2,10,0,0,1,0,2,1,1,4,1
2021년09월_여_총인구수,"551,876","243,954","7,102","12,323","24,994","10,962","5,872","7,146","12,617","11,536","14,885","18,094","7,531","19,316","16,938","8,984","11,111","16,248","23,332","13,929","1,034","153,983","19,009","24,210","12,141","20,177","15,992","10,841","12,489","8,592","5,626","13,851","11,055","153,939","13,997","9,281","18,260","26,413","14,869","15,407","18,681","10,908","26,123"
2021년09월_여_연령구간인구수,"551,876","243,954","7,102","12,323","24,994","10,962","5,872","7,146","12,617","11,536","14,885","18,094","7,531","19,316","16,938","8,984","11,111","16,248","23,332","13,929","1,034","153,983","19,009","24,210","12,141","20,177","15,992","10,841","12,489","8,592","5,626","13,851","11,055","153,939","13,997","9,281","18,260","26,413","14,869","15,407","18,681","10,908","26,123"
2021년09월_여_0~9세,"38,820","18,451",243,"1,478","2,657",605,297,"1,024","1,245","1,321",996,973,392,891,"1,187",318,566,"1,051","1,218","1,946",43,"9,804","1,723","1,602",581,"1,502",958,432,664,567,647,481,647,"10,565",908,434,"1,185","2,154",858,937,"1,087",820,"2,182"
2021년09월_여_10~19세,"50,157","20,100",493,"1,083","2,164",836,480,541,775,789,"1,479","1,331",550,"1,702","1,743",531,"1,001","1,296","2,323",921,62,"14,019","2,357","2,049","1,019","2,131","1,283",615,"1,589","1,057",454,774,691,"16,038","1,291",689,"2,777","2,656","1,537","1,549","1,377","1,089","3,073"
2021년09월_여_20~29세,"72,326","30,152",897,"1,071","2,865","1,400",677,889,"1,445","1,295","1,601","1,949",945,"3,003","2,269","1,275","1,475","2,269","3,213","1,457",157,"22,025","2,488","3,176","1,858","2,635","2,466","1,863","1,822","1,104",637,"2,744","1,232","20,149","1,863","1,226","2,224","3,520","1,836","1,848","3,172","1,313","3,147"
2021년09월_여_30~39세,"71,616","34,020",678,"2,041","4,234","1,223",624,"1,570","2,347","2,633","1,504","1,833",814,"2,107","2,112",989,"1,279","2,390","2,497","3,046",99,"19,421","2,231","2,717","1,404","2,354","2,279","1,717","1,204",848,989,"2,332","1,346","18,175","1,585",928,"1,750","3,496","1,725","1,712","2,616","1,462","2,901"
2021년09월_여_40~49세,"92,250","39,233",959,"2,154","4,497","1,639",867,"1,157","2,028","1,986","2,529","2,640","1,100","2,941","3,181","1,158","1,749","2,472","3,736","2,318",122,"26,366","3,879","3,738","1,888","3,523","2,608","1,833","2,245","1,598","1,051","2,433","1,570","26,651","2,131","1,255","3,866","4,648","2,494","2,521","2,881","1,910","4,945"
2021년09월_여_50~59세,"100,118","42,111","1,489","1,750","3,576","2,080","1,091",854,"1,875","1,427","2,446","3,422","1,531","3,839","2,977","1,819","2,180","3,058","4,778","1,753",166,"29,026","3,364","4,953","2,379","3,683","3,100","1,933","2,417","1,594",937,"2,480","2,186","28,981","2,713","2,070","3,395","4,957","2,712","2,785","3,588","2,044","4,717"
2021년09월_여_60~69세,"65,303","30,944","1,208","1,593","2,740","1,623",884,630,"1,562","1,200","2,179","3,120","1,162","2,231","1,614","1,489","1,470","1,814","2,801","1,438",186,"17,497","1,618","3,103","1,619","2,347","1,842","1,221","1,319",830,563,"1,276","1,759","16,862","1,793","1,425","1,593","2,460","1,697","1,721","2,144","1,241","2,788"
2021년09월_여_70~79세,"35,102","17,182",658,747,"1,432",918,530,278,841,563,"1,365","1,725",614,"1,506","1,037",809,815,"1,078","1,510",629,127,"8,795",803,"1,537",807,"1,172",870,658,650,480,205,730,883,"9,125","1,012",704,798,"1,379","1,009","1,189","1,016",601,"1,417"
2021년09월_여_80~89세,"22,269","10,074",413,343,714,531,367,168,439,272,687,921,356,966,718,500,497,710,"1,071",343,58,"5,910",455,"1,114",502,701,506,491,477,446,115,521,582,"6,285",599,466,554,969,875,993,677,360,792
2021년09월_여_90~99세,"3,776","1,614",63,63,111,98,52,31,59,47,94,171,64,123,98,95,76,103,182,73,11,"1,091",87,217,84,128,75,74,98,67,26,78,157,"1,071",96,80,115,171,120,150,117,66,156
2021년09월_여_100세 이상,139,73,1,0,4,9,3,4,1,3,5,9,3,7,2,1,3,7,3,5,3,29,4,4,0,1,5,4,4,1,2,2,2,37,6,4,3,3,6,2,6,2,5
