카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년07월_남_80~89세,"38,046","8,412","1,740",818,"2,235","1,821","1,798","3,681","1,432","1,726","3,470","2,092","1,468","2,925",861,"1,202","1,475","1,269","1,444","1,325","1,056","1,146","1,502","1,560"
2020년07월_남_90~99세,"3,153",626,130,82,180,109,125,303,116,122,266,163,123,218,90,112,106,113,146,143,109,114,146,137
2020년07월_남_100세 이상,163,41,6,6,16,8,5,22,8,7,23,7,7,10,2,3,2,4,1,4,2,7,9,4
2020년07월_여_총인구수,"1,662,210","512,863","129,342","105,964","87,780","95,753","94,024","175,410","64,433","55,207","268,173","53,615","117,074","175,169","13,748","31,852","31,005","25,766","22,310","22,791","17,881","20,347","31,500","23,066"
2020년07월_여_연령구간인구수,"1,662,210","512,863","129,342","105,964","87,780","95,753","94,024","175,410","64,433","55,207","268,173","53,615","117,074","175,169","13,748","31,852","31,005","25,766","22,310","22,791","17,881","20,347","31,500","23,066"
2020년07월_여_0~9세,"134,314","41,273","10,708","8,354","6,035","6,626","9,550","13,880","5,050","4,026","24,835","2,823","13,416","17,380",553,"2,152","1,640","1,343",741,946,672,919,"1,857",808
2020년07월_여_10~19세,"155,585","48,010","11,324","11,145","6,624","8,821","10,096","16,822","6,210","5,020","29,596","3,782","13,211","16,605",721,"2,794","1,930","1,872","1,382","1,372",985,"1,455","2,617","1,201"
2020년07월_여_20~29세,"169,220","58,425","16,263","14,614","8,498","10,174","8,876","20,071","5,124","4,374","31,625","3,893","10,756","18,978",890,"2,337","2,130","1,627","1,284","1,475","1,070","1,372","2,472","1,317"
2020년07월_여_30~39세,"195,818","64,541","16,967","14,057","9,679","10,545","13,293","20,597","7,056","5,714","34,594","4,267","17,884","24,699",850,"2,895","2,363","1,839","1,201","1,290","1,031","1,289","2,511","1,197"
2020년07월_여_40~49세,"261,694","83,311","20,536","19,042","12,163","15,067","16,503","27,380","9,924","8,316","49,923","6,195","21,606","29,660","1,237","4,339","3,167","2,887","2,135","2,294","1,583","2,029","3,814","1,894"
2020년07월_여_50~59세,"285,599","94,138","25,743","22,279","14,905","17,477","13,734","29,338","11,116","8,759","46,443","9,411","18,207","29,001","2,108","5,134","5,222","4,225","3,498","3,914","3,095","3,286","5,142","3,562"
2020년07월_여_60~69세,"224,862","69,131","16,335","10,470","15,368","15,280","11,678","23,028","10,126","8,267","27,507","10,577","12,197","20,956","2,502","5,181","5,902","4,733","4,145","4,197","3,423","3,576","5,038","4,376"
2020년07월_여_70~79세,"136,783","33,927","6,928","3,556","9,102","7,931","6,410","14,383","6,112","6,159","14,791","7,134","5,686","11,436","2,409","3,802","4,628","3,839","3,855","3,692","3,026","3,314","4,186","4,404"
2020년07월_여_80~89세,"84,309","17,315","3,883","2,082","4,598","3,354","3,398","8,455","3,202","3,893","7,715","4,776","3,426","5,590","2,126","2,788","3,462","2,893","3,378","3,036","2,564","2,649","3,296","3,745"
2020년07월_여_90~99세,"13,402","2,656",627,350,759,448,472,"1,384",494,656,"1,090",718,648,815,345,422,534,495,675,555,415,434,535,531
2020년07월_여_100세 이상,624,136,28,15,49,30,14,72,19,23,54,39,37,49,7,8,27,13,16,20,17,24,32,31
