,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년04월_남_0~9세,"27,194",409,"1,079",359,558,575,483,576,683,771,"1,601",672,868,924,877,894,"1,729","1,400",747,898,"1,311","2,398",695,"2,253","1,795","1,567",747,325
2020년04월_남_10~19세,"30,862",510,"1,067",580,772,871,775,896,717,"1,571","1,775",714,"1,000","1,027","1,114","1,024","1,138","1,942",839,785,"1,525","1,716",936,"2,995","2,034","1,192",890,457
2020년04월_남_20~29세,"45,641",962,"1,670",984,974,"1,316","1,345","1,256","2,167","1,207","3,027","2,108","1,425","2,612","2,474","2,170","1,795","2,379","1,666","2,097","2,166","1,354","2,344","1,538","1,945","1,028","1,020",612
2020년04월_남_30~39세,"54,457","1,102","2,046",919,"1,186","1,260","1,301","1,117","2,815",770,"2,955","2,718","1,469","3,556","3,375","2,478","2,690","2,408","1,891","3,604","2,499","2,350","3,004","1,782","2,105","1,445","1,111",501
2020년04월_남_40~49세,"53,128","1,058","1,981","1,022","1,321","1,608","1,502","1,245","1,796","1,588","2,814","1,674","1,512","2,483","2,532","1,973","2,120","2,734","1,436","2,087","2,399","2,878","2,180","4,235","2,918","2,124","1,251",657
2020년04월_남_50~59세,"50,146","1,205","1,817","1,197","1,394","1,953","1,980","1,293","1,741","1,540","3,369","1,670","1,615","2,361","2,158","2,358","1,922","2,599","1,646","1,740","2,421","1,593","1,977","2,535","2,546","1,431","1,266",819
2020년04월_남_60~69세,"38,705","1,116","1,543",924,"1,140","1,617","1,598",898,"1,436","1,125","2,700","1,386","1,286","1,780","1,605","1,737","1,500","1,889","1,408","1,489","1,723",940,"1,521","1,274","2,145","1,094","1,153",678
2020년04월_남_70~79세,"19,099",577,760,537,667,891,800,435,730,540,"1,202",705,591,901,793,744,611,821,577,781,821,411,748,703,"1,190",567,546,450
2020년04월_남_80~89세,"5,258",173,211,125,174,263,272,132,187,125,337,194,156,249,190,219,104,235,148,290,207,68,213,191,291,144,182,178
2020년04월_남_90~99세,568,13,25,11,19,28,15,17,14,25,45,17,16,28,16,24,11,25,22,34,17,9,20,17,31,20,27,22
2020년04월_남_100세 이상,69,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,2,5,5,0
2020년04월_여_총인구수,"347,735","7,271","13,488","6,389","8,518","9,919","9,783","8,480","13,627","9,557","20,983","13,398","10,711","17,387","16,762","13,826","14,341","17,086","10,662","16,040","16,091","14,524","15,244","19,114","18,659","11,412","9,063","5,400"
2020년04월_여_연령구간인구수,"347,735","7,271","13,488","6,389","8,518","9,919","9,783","8,480","13,627","9,557","20,983","13,398","10,711","17,387","16,762","13,826","14,341","17,086","10,662","16,040","16,091","14,524","15,244","19,114","18,659","11,412","9,063","5,400"
2020년04월_여_0~9세,"25,360",328,964,344,533,527,490,563,572,641,"1,465",683,812,854,856,819,"1,479","1,292",682,882,"1,250","2,354",653,"2,156","1,655","1,445",758,303
2020년04월_여_10~19세,"29,566",465,"1,079",512,671,831,708,844,640,"1,297","1,658",733,971,986,"1,010",956,"1,160","1,739",790,770,"1,456","1,794",962,"2,977","1,951","1,124",833,649
2020년04월_여_20~29세,"49,807",863,"2,175",837,917,"1,196","1,156","1,239","2,813","1,064","2,803","2,546","1,573","3,176","2,922","2,220","1,920","2,379","1,710","3,277","2,095","1,361","2,861","1,769","2,132","1,051","1,067",685
2020년04월_여_30~39세,"58,986","1,004","2,295",790,"1,092","1,046","1,069","1,223","2,966","1,087","3,067","2,889","1,622","3,718","3,453","2,420","2,920","2,571","1,754","4,225","2,459","2,789","3,213","2,696","2,694","1,942","1,375",607
2020년04월_여_40~49세,"56,944","1,020","2,118","1,041","1,388","1,465","1,368","1,487","1,858","1,927","3,237","1,889","1,640","2,553","2,744","2,022","2,209","2,987","1,516","2,228","2,558","2,742","2,344","4,669","3,388","2,246","1,488",812
2020년04월_여_50~59세,"53,624","1,333","1,954","1,164","1,479","1,720","1,880","1,449","1,997","1,584","3,811","1,990","1,800","2,581","2,521","2,481","2,149","2,798","1,874","1,832","2,724","1,652","2,221","2,170","2,708","1,468","1,423",861
2020년04월_여_60~69세,"42,949","1,270","1,668",937,"1,235","1,619","1,616",993,"1,678","1,239","2,921","1,622","1,440","2,060","1,929","1,750","1,634","2,039","1,471","1,622","2,030","1,122","1,795","1,511","2,474","1,291","1,225",758
2020년04월_여_70~79세,"19,990",679,821,528,782,977,973,396,753,437,"1,208",726,527,"1,045",888,760,599,813,562,760,924,435,824,807,"1,170",574,568,454
2020년04월_여_80~89세,"8,427",259,337,204,342,447,390,237,286,220,658,254,255,356,339,335,220,381,243,363,457,203,312,272,372,204,263,218
2020년04월_여_90~99세,"1,868",45,70,31,71,78,106,42,63,61,148,57,62,52,91,58,48,79,50,75,133,69,48,67,105,52,56,51
2020년04월_여_100세 이상,214,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,15,7,2
