,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년11월_계_80~89세,"24,805","6,313",427,356,306,524,485,423,437,449,466,465,355,295,133,846,77,173,96,"5,638",943,409,190,654,284,769,629,397,344,462,557,"12,854",709,644,258,235,390,876,668,525,884,422,627,408,454,592,766,360,409,480,"1,066",481,"1,217",383
2020년11월_계_90~99세,"4,158",954,56,58,49,64,76,66,50,71,64,75,47,43,32,137,17,32,17,876,139,70,28,104,36,92,83,69,59,89,107,"2,328",133,94,47,40,70,103,118,103,153,76,131,72,91,102,134,64,73,81,206,94,268,75
2020년11월_계_100세 이상,492,210,22,18,9,13,18,17,18,21,16,16,25,3,5,5,0,2,2,187,31,42,30,15,5,22,13,13,10,4,2,95,7,3,2,1,2,6,3,2,5,5,4,6,6,5,10,3,3,2,6,2,12,0
2020년11월_남_총인구수,"465,702","122,416","7,076","9,733","5,820","7,901","7,876","6,931","6,807","6,532","8,079","7,840","6,009","4,913","6,112","22,265","2,529","4,232","1,761","109,362","17,452","7,473","3,607","11,993","5,195","12,215","13,419","7,187","6,592","10,690","13,539","233,924","13,010","8,622","5,216","6,951","9,862","14,568","7,587","7,520","15,640","9,269","12,716","6,784","8,768","8,006","14,363","11,750","12,172","13,369","13,538","8,624","15,099","10,490"
2020년11월_남_연령구간인구수,"465,702","122,416","7,076","9,733","5,820","7,901","7,876","6,931","6,807","6,532","8,079","7,840","6,009","4,913","6,112","22,265","2,529","4,232","1,761","109,362","17,452","7,473","3,607","11,993","5,195","12,215","13,419","7,187","6,592","10,690","13,539","233,924","13,010","8,622","5,216","6,951","9,862","14,568","7,587","7,520","15,640","9,269","12,716","6,784","8,768","8,006","14,363","11,750","12,172","13,369","13,538","8,624","15,099","10,490"
2020년11월_남_0~9세,"35,345","8,037",257,869,203,258,366,318,354,199,381,549,301,312,369,"2,571",267,375,88,"6,872",776,473,219,623,356,687,898,284,301,739,"1,516","20,436","1,040",651,590,529,742,"1,028",503,708,"1,266",747,"1,201",555,673,620,"1,148","1,558","1,469","1,520",957,719,"1,109","1,103"
2020년11월_남_10~19세,"45,125","9,029",380,778,345,398,606,462,605,388,566,682,507,478,238,"1,998",242,259,97,"8,610","1,025",464,226,960,495,"1,052",949,490,501,983,"1,465","27,486","1,571","1,178",982,"1,304",970,"1,613",767,923,"2,197","1,212","1,577","1,001",694,917,"1,031","1,780","1,522","1,595","1,176",824,"1,437","1,215"
2020년11월_남_20~29세,"67,888","18,552","1,107","1,315",906,"1,415","1,300","1,101","1,121",965,"1,215","1,161",827,701,"1,202","2,764",464,681,307,"16,163","2,946",852,484,"1,828",886,"1,951","1,929",966,970,"1,662","1,689","33,173","1,955","1,199",527,942,"1,663","2,152","1,043","1,050","2,265","1,487","1,789",950,"1,434","1,039","2,180","1,150","1,539","1,921","2,026","1,299","2,309","1,254"
2020년11월_남_30~39세,"69,626","19,273","1,067","1,714",864,"1,228","1,193",942,897,856,"1,175","1,147",801,592,"1,570","3,491",484,943,309,"16,671","3,313",999,617,"1,719",693,"1,651","2,206",914,923,"1,514","2,122","33,682","1,823","1,125",382,761,"1,825","2,319","1,482","1,083","2,056","1,206","1,745",614,"1,443",984,"2,878","1,375","1,619","1,745","2,204","1,402","2,196","1,415"
2020년11월_남_40~49세,"77,718","19,909","1,162","1,457",971,"1,173","1,181","1,077","1,077",980,"1,204","1,255","1,101",836,"1,197","4,062",405,538,233,"17,371","2,612","1,259",571,"1,912",825,"1,873","2,204","1,102",991,"1,576","2,446","40,438","2,133","1,676","1,197","1,474","1,539","2,599","1,224","1,311","2,896","1,456","2,144","1,075","1,383","1,262","2,193","2,540","2,302","2,247","2,081","1,425","2,335","1,946"
2020년11월_남_50~59세,"77,831","21,021","1,388","1,625","1,153","1,396","1,432","1,338","1,242","1,372","1,437","1,320","1,027",871,727,"3,489",298,648,258,"19,286","2,856","1,489",616,"2,135",869,"2,225","2,341","1,591","1,328","1,884","1,952","37,524","2,062","1,452",824,"1,095","1,428","2,409","1,126","1,184","2,523","1,636","2,066","1,194","1,272","1,252","2,142","1,806","1,973","2,275","2,158","1,412","2,493","1,742"
2020년11월_남_60~69세,"55,453","16,219","1,063","1,268",825,"1,187","1,063","1,058",866,"1,048","1,239","1,001",814,650,512,"2,612",236,501,276,"15,172","2,367","1,195",562,"1,726",631,"1,628","1,825","1,160","1,018","1,585","1,475","24,062","1,395",671,375,532,"1,021","1,218",839,675,"1,328",958,"1,299",827,"1,134","1,104","1,765",974,"1,123","1,343","1,642",899,"1,741","1,199"
2020년11월_남_70~79세,"26,365","7,796",497,557,424,629,547,464,466,537,652,517,462,347,238,975,103,231,150,"7,005","1,169",541,230,826,336,833,832,546,444,588,660,"11,564",695,391,219,219,486,786,393,335,695,391,618,392,520,553,778,410,459,556,856,420,928,464
2020년11월_남_80~89세,"9,177","2,285",136,129,115,196,165,146,166,157,194,186,144,117,51,273,25,47,38,"1,987",350,161,73,242,97,287,215,117,105,146,194,"4,905",294,247,105,85,173,403,183,220,370,157,244,162,185,247,227,143,148,144,381,197,455,135
2020년11월_남_90~99세,"1,037",231,13,16,12,20,16,19,9,22,13,16,15,8,6,28,5,8,5,174,30,22,4,20,6,21,16,14,9,13,19,632,40,32,14,10,14,38,26,29,42,16,31,13,29,27,21,14,17,23,57,27,95,17
2020년11월_남_100세 이상,137,64,6,5,2,1,7,6,4,8,3,6,10,1,2,2,0,1,0,51,8,18,5,2,1,7,4,3,2,0,1,22,2,0,1,0,1,3,1,2,2,3,2,1,1,1,0,0,1,0,0,0,1,0
2020년11월_여_총인구수,"475,044","119,741","6,425","10,123","5,382","7,612","7,799","6,604","6,699","6,057","7,982","7,998","5,695","5,040","4,987","23,242","2,252","4,298","1,546","106,613","16,283","6,610","3,424","12,558","5,441","12,357","12,496","6,635","5,990","10,504","14,315","248,690","13,411","9,485","5,466","7,081","9,930","16,466","8,403","8,022","16,746","9,532","13,311","7,051","8,904","8,823","14,773","12,242","12,778","14,345","15,334","9,190","16,350","11,047"
2020년11월_여_연령구간인구수,"475,044","119,741","6,425","10,123","5,382","7,612","7,799","6,604","6,699","6,057","7,982","7,998","5,695","5,040","4,987","23,242","2,252","4,298","1,546","106,613","16,283","6,610","3,424","12,558","5,441","12,357","12,496","6,635","5,990","10,504","14,315","248,690","13,411","9,485","5,466","7,081","9,930","16,466","8,403","8,022","16,746","9,532","13,311","7,051","8,904","8,823","14,773","12,242","12,778","14,345","15,334","9,190","16,350","11,047"
2020년11월_여_0~9세,"33,656","7,876",250,887,212,250,381,299,354,196,419,527,265,305,368,"2,503",257,318,85,"6,469",803,410,204,648,309,616,796,256,280,741,"1,406","19,311",982,614,589,503,713,"1,038",406,620,"1,201",688,"1,097",479,658,657,"1,061","1,491","1,320","1,405",949,637,"1,126","1,077"
2020년11월_여_10~19세,"42,957","8,659",342,804,305,385,533,465,598,312,511,612,468,453,212,"2,122",196,270,71,"8,012",960,406,236,975,529,955,889,488,405,803,"1,366","26,286","1,398","1,079",986,"1,165",979,"1,686",647,842,"2,155","1,114","1,556",860,625,871,"1,055","1,659","1,516","1,531","1,196",874,"1,317","1,175"
2020년11월_여_20~29세,"64,479","16,688",913,"1,282",822,"1,390","1,178",830,932,801,"1,121","1,017",689,684,"1,071","2,742",275,718,223,"15,002","2,846",719,457,"1,985",921,"1,698","1,591",817,821,"1,480","1,667","32,789","1,776","1,292",442,913,"1,476","2,613","1,033","1,000","2,349","1,320","1,656",872,"1,327","1,111","1,993","1,207","1,538","1,910","2,095","1,392","2,250","1,224"
2020년11월_여_30~39세,"67,527","16,777",753,"1,653",671,935,967,798,733,603,939,"1,073",642,542,"1,068","3,904",404,855,237,"14,407","2,459",927,500,"1,639",675,"1,386","1,810",706,662,"1,387","2,256","36,343","1,785","1,321",516,760,"1,695","2,739","1,466","1,229","2,176","1,179","1,853",763,"1,449","1,138","2,486","1,788","1,994","2,106","2,468","1,415","2,310","1,707"
2020년11월_여_40~49세,"79,843","17,827",855,"1,499",766,933,"1,102",947,"1,077",780,"1,105","1,210",909,812,804,"3,931",360,539,198,"15,616","2,155",945,478,"1,803",817,"1,865","1,794",904,824,"1,510","2,521","46,400","2,527","2,070","1,448","1,723","1,715","3,305","1,456","1,519","3,481","1,830","2,526","1,349","1,390","1,525","2,193","2,751","2,396","2,477","2,368","1,561","2,695","2,095"
2020년11월_여_50~59세,"78,146","20,349","1,156","1,816",978,"1,314","1,362","1,231","1,148","1,183","1,450","1,419",977,851,594,"3,663",303,660,244,"19,018","2,723","1,139",619,"2,167",908,"2,263","2,304","1,343","1,237","2,066","2,249","38,779","2,210","1,380",644,"1,008","1,486","2,372","1,263","1,209","2,496","1,674","2,080","1,202","1,422","1,341","2,438","1,615","1,952","2,493","2,455","1,519","2,745","1,775"
2020년11월_여_60~69세,"57,748","17,263","1,160","1,368",867,"1,225","1,194","1,049",932,"1,132","1,330","1,137",882,722,540,"2,645",281,531,268,"15,371","2,302","1,119",512,"1,856",673,"1,800","1,876","1,156",950,"1,476","1,651","25,114","1,462",721,392,560,"1,061","1,280",912,747,"1,396",962,"1,316",793,"1,109","1,121","1,942","1,004","1,215","1,425","1,818",911,"1,742","1,225"
2020년11월_여_70~79세,"31,584","9,405",646,532,526,796,691,650,599,696,771,655,605,456,219,"1,047",112,256,148,"8,229","1,310",625,252,976,388,"1,206",946,620,514,645,747,"13,950",758,546,262,268,531,892,641,477,864,438,742,423,588,635,943,457,528,602,"1,145",528,"1,219",463
2020년11월_여_80~89세,"15,628","4,028",291,227,191,328,320,277,271,292,272,279,211,178,82,573,52,126,58,"3,651",593,248,117,412,187,482,414,280,239,316,363,"7,949",415,397,153,150,217,473,485,305,514,265,383,246,269,345,539,217,261,336,685,284,762,248
2020년11월_여_90~99세,"3,121",723,43,42,37,44,60,47,41,49,51,59,32,35,26,109,12,24,12,702,109,48,24,84,30,71,67,55,50,76,88,"1,696",93,62,33,30,56,65,92,74,111,60,100,59,62,75,113,50,56,58,149,67,173,58
2020년11월_여_100세 이상,355,146,16,13,7,12,11,11,14,13,13,10,15,2,3,3,0,1,2,136,23,24,25,13,4,15,9,10,8,4,1,73,5,3,1,1,1,3,2,0,3,2,2,5,5,4,10,3,2,2,6,2,11,0
