카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년02월_남_100세 이상,27,1,0,3,1,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,3,2,4
2020년02월_여_총인구수,"220,659","8,739","7,971","8,635","9,685","12,119","5,846","9,809","10,184","6,405","8,304","12,857","5,925","5,415","8,779","6,946","7,298","12,053","10,323","6,522","8,214","16,548","14,157","17,925"
2020년02월_여_연령구간인구수,"220,659","8,739","7,971","8,635","9,685","12,119","5,846","9,809","10,184","6,405","8,304","12,857","5,925","5,415","8,779","6,946","7,298","12,053","10,323","6,522","8,214","16,548","14,157","17,925"
2020년02월_여_0~9세,"15,150",721,509,"1,031",733,955,260,599,708,580,468,"1,069",298,261,528,546,473,540,569,217,566,"1,194","1,039","1,286"
2020년02월_여_10~19세,"25,166","1,148",862,"1,022","2,048","1,266",558,"1,412","1,185",908,784,"2,124",481,348,678,471,599,899,962,385,899,"2,395","1,589","2,143"
2020년02월_여_20~29세,"25,669",970,"1,134","1,035",820,"1,365",827,999,"1,075",581,"1,053","1,256",893,632,"1,000",586,"1,011","1,535","1,227",687,890,"2,117","1,671","2,305"
2020년02월_여_30~39세,"22,867",897,"1,048","1,238",751,"1,309",579,876,915,685,814,"1,167",711,634,"1,041",851,954,"1,171","1,066",471,809,"1,507","1,492","1,881"
2020년02월_여_40~49세,"40,684","1,649","1,408","1,736","2,605","2,077",972,"2,619","1,793","1,298","1,346","2,816",935,845,"1,355",999,"1,261","1,863","1,632",754,"1,466","3,303","2,604","3,348"
2020년02월_여_50~59세,"38,617","1,458","1,344","1,277","1,258","2,108","1,117","1,534","1,652",892,"1,572","2,083","1,014",941,"1,496","1,183","1,407","2,305","2,014","1,253","1,557","3,074","2,625","3,453"
2020년02월_여_60~69세,"26,557",915,875,655,706,"1,528",780,869,"1,291",732,"1,129","1,239",805,875,"1,334","1,201",916,"1,837","1,497","1,288","1,213","1,540","1,631","1,701"
2020년02월_여_70~79세,"15,939",644,514,406,495,940,449,575,972,478,710,646,526,550,810,691,431,"1,178",786,857,480,847,890,"1,064"
2020년02월_여_80~89세,"8,621",289,243,201,237,495,270,286,516,223,375,380,222,286,443,348,206,616,502,530,287,493,521,652
2020년02월_여_90~99세,"1,317",44,32,29,32,73,33,39,74,23,47,75,40,40,87,64,37,104,67,77,45,75,91,89
2020년02월_여_100세 이상,72,4,2,5,0,3,1,1,3,5,6,2,0,3,7,6,3,5,1,3,2,3,4,3
