,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년09월_남_30~39세,"93,552","17,223","1,580","3,125","1,714","1,923","2,158","1,389","1,432","1,827",992,"1,083","30,770",931,"2,072","1,434","3,036","2,970","1,796","3,344","4,647","2,426","3,872","3,083","1,159","13,311",479,947,626,"1,391","1,716",675,"1,638","1,165","3,905",769,"32,248","1,296","1,064","3,041","1,682","3,895","2,690","3,817","2,322","2,478","2,873","4,550","2,540"
2020년09월_남_40~49세,"102,611","22,678","1,926","3,274","2,616","2,499","4,311","1,635","1,541","2,290","1,356","1,230","31,952",771,"1,983","1,640","3,164","3,233","1,941","4,041","4,387","1,939","4,366","2,804","1,683","14,156",505,842,731,"1,910","2,177",913,"1,602","1,297","3,279",900,"33,825","1,493","1,245","3,421","1,781","3,795","3,457","2,178","2,917","2,878","2,743","5,224","2,693"
2020년09월_남_50~59세,"98,204","24,726","2,212","3,426","2,639","2,704","3,907","2,014","1,810","2,763","1,785","1,466","30,735",916,"2,172","1,705","3,762","3,412","2,425","3,719","2,854","2,129","3,771","2,451","1,419","15,605",611,"1,042",916,"2,042","2,542","1,153","1,860","1,323","2,863","1,253","27,138","1,635","1,331","2,843","1,804","2,387","2,807","1,572","2,761","2,571","1,839","3,734","1,854"
2020년09월_남_60~69세,"58,275","14,900","1,635","1,851","1,401","1,568","1,451","1,704","1,199","1,813","1,052","1,226","19,349",637,"1,579","1,361","2,486","2,405","1,597","1,994","1,800","1,388","2,127","1,084",891,"10,734",453,818,696,"1,483","1,296",961,"1,290",794,"1,920","1,023","13,292",995,878,"1,365","1,093","1,425","1,212",582,"1,152","1,157",763,"1,526","1,144"
2020년09월_남_70~79세,"25,041","6,940",735,741,642,849,562,824,538,903,454,692,"7,908",307,755,667,"1,017","1,082",684,815,678,507,690,333,373,"5,265",232,385,437,766,551,530,680,319,832,533,"4,928",419,373,530,403,567,419,223,333,351,249,548,513
2020년09월_남_80~89세,"8,589","2,665",244,303,248,318,246,285,186,320,244,271,"2,547",110,262,207,326,303,219,301,205,147,218,141,108,"1,740",75,125,148,249,191,177,207,120,262,186,"1,637",107,111,165,148,175,195,95,155,104,74,159,149
2020년09월_남_90~99세,889,294,24,40,26,29,20,19,23,43,32,38,261,10,35,23,29,27,21,34,17,16,19,13,17,170,9,18,13,19,21,16,16,11,19,28,164,9,10,15,16,19,16,12,11,12,7,20,17
2020년09월_남_100세 이상,81,21,2,4,3,1,0,6,2,0,1,2,27,2,4,1,4,4,2,0,3,2,3,2,0,24,4,3,7,2,1,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020년09월_여_총인구수,"590,377","136,436","11,750","20,437","15,178","15,423","21,525","9,950","9,946","14,399","9,907","7,921","183,109","5,276","11,469","9,700","20,250","18,800","12,385","23,180","23,373","12,203","25,311","12,788","8,374","86,785","2,835","5,033","4,429","11,977","13,678","5,611","10,393","8,689","19,029","5,111","184,047","9,208","7,683","17,589","11,197","19,312","18,337","12,737","16,156","15,778","14,213","27,265","14,572"
2020년09월_여_연령구간인구수,"590,377","136,436","11,750","20,437","15,178","15,423","21,525","9,950","9,946","14,399","9,907","7,921","183,109","5,276","11,469","9,700","20,250","18,800","12,385","23,180","23,373","12,203","25,311","12,788","8,374","86,785","2,835","5,033","4,429","11,977","13,678","5,611","10,393","8,689","19,029","5,111","184,047","9,208","7,683","17,589","11,197","19,312","18,337","12,737","16,156","15,778","14,213","27,265","14,572"
2020년09월_여_0~9세,"48,017","9,067",687,"1,546","1,264","1,025","1,754",408,569,761,709,344,"16,119",437,545,532,"1,539","1,259",740,"2,461","3,453",658,"2,795",834,866,"4,770",123,208,166,783,987,217,450,622,"1,081",133,"18,061",604,463,"1,420",653,"2,211","1,802","1,316","1,342","1,706","2,099","2,765","1,680"
2020년09월_여_10~19세,"57,638","13,904",904,"2,021","1,664","1,576","3,415",601,822,"1,352","1,039",510,"16,147",293,773,749,"1,741","1,512","1,021","2,366","2,265",807,"2,591","1,132",897,"6,855",149,244,299,"1,132","1,520",334,723,839,"1,386",229,"20,732",954,736,"2,207","1,114","1,710","2,392","1,061","2,060","2,033","1,589","3,448","1,428"
2020년09월_여_20~29세,"88,291","19,958","1,544","3,924","1,940","2,087","3,023","1,316","1,502","2,081","1,438","1,103","26,193",751,"1,667","1,300","2,924","2,777","1,899","3,068","2,579","2,472","3,307","2,481",968,"13,783",428,870,518,"1,553","2,009",604,"1,520","1,653","3,873",755,"28,357","1,411","1,256","2,852","1,763","3,144","2,403","2,539","2,957","2,104","1,736","4,585","1,607"
2020년09월_여_30~39세,"86,798","15,807","1,385","2,753","1,795","1,824","2,333","1,089","1,290","1,501","1,077",760,"28,164",803,"1,521","1,189","2,782","2,415","1,536","3,402","4,790","2,047","4,242","2,292","1,145","11,348",417,727,466,"1,318","1,781",560,"1,291","1,075","3,183",530,"31,479","1,154",920,"2,553","1,521","3,785","2,894","3,022","2,168","2,582","3,043","5,093","2,744"
2020년09월_여_40~49세,"101,146","23,189","1,835","3,291","2,863","2,624","4,860","1,365","1,538","2,253","1,592",968,"29,844",716,"1,737","1,480","3,046","2,871","1,829","4,084","3,881","1,798","4,627","2,202","1,573","13,302",367,615,602,"1,980","2,381",756,"1,478","1,472","3,051",600,"34,811","1,604","1,232","3,426","2,012","3,428","3,779","2,098","3,249","3,047","2,704","5,572","2,660"
2020년09월_여_50~59세,"98,374","24,686","2,211","3,393","2,681","2,763","3,561","1,974","1,893","2,753","2,069","1,388","31,637",986,"2,128","1,768","3,853","3,424","2,473","3,937","3,124","2,132","4,239","2,166","1,407","15,076",492,918,839,"2,113","2,605","1,001","1,904","1,416","2,844",944,"26,975","1,661","1,463","2,714","1,975","2,345","2,885","1,520","2,573","2,579","1,802","3,355","2,103"
2020년09월_여_60~69세,"59,663","15,299","1,647","1,833","1,563","1,766","1,264","1,753","1,269","1,870",950,"1,384","19,789",694,"1,753","1,451","2,445","2,526","1,623","2,078","1,879","1,336","2,195",931,878,"11,344",431,769,798,"1,623","1,260","1,055","1,584",870,"2,005",949,"13,231","1,065",856,"1,326","1,205","1,529","1,161",598,969,980,746,"1,420","1,376"
2020년09월_여_70~79세,"31,167","8,768",942,986,829,"1,116",776,951,661,"1,088",558,861,"9,417",367,873,811,"1,165","1,303",752,"1,086",871,580,798,419,392,"6,605",280,442,503,988,672,696,953,465,984,622,"6,377",479,466,635,579,727,634,368,468,470,290,644,617
2020년09월_여_80~89세,"16,027","4,754",493,586,477,537,452,392,333,623,393,468,"4,839",179,403,345,606,606,439,592,463,314,416,262,214,"3,087",131,203,195,405,397,321,420,232,511,272,"3,347",221,239,392,320,353,326,182,302,224,172,314,302
2020년09월_여_90~99세,"3,029",938,96,97,97,100,86,86,66,111,81,118,896,41,63,63,136,101,69,104,66,58,96,66,33,548,14,34,37,72,63,58,66,44,95,65,647,51,47,60,53,78,59,31,67,50,30,69,52
2020년09월_여_100세 이상,227,66,6,7,5,5,1,15,3,6,1,17,64,9,6,12,13,6,4,2,2,1,5,3,1,67,3,3,6,10,3,9,4,1,16,12,30,4,5,4,2,2,2,2,1,3,2,0,3
