카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021년02월_남_30~39세,"11,285",640,115,57,161,187,132,216,299,"1,017",246,166,"1,314",426,500,709,297,657,"1,066",875,"1,658",547
2021년02월_남_40~49세,"16,458","1,089",220,70,285,291,185,324,509,"1,286",343,240,"2,131",528,768,949,331,806,"1,410","1,379","2,555",759
2021년02월_남_50~59세,"18,385","1,513",344,174,380,421,378,441,571,"1,223",412,321,"2,285",728,980,"1,210",451,764,"1,207","1,613","2,260",709
2021년02월_남_60~69세,"16,314","1,639",387,252,473,494,452,509,648,933,442,312,"1,495",684,893,"1,053",368,690,"1,028","1,389","1,641",532
2021년02월_남_70~79세,"8,775",978,222,144,229,292,254,261,374,482,283,260,764,374,512,516,157,256,477,909,712,319
2021년02월_남_80~89세,"3,637",413,91,60,108,132,87,126,145,184,109,117,375,154,206,175,76,116,183,389,293,98
2021년02월_남_90~99세,332,49,11,5,14,19,9,8,14,19,22,3,21,11,15,11,9,12,13,31,27,9
2021년02월_남_100세 이상,31,5,1,0,3,5,0,1,4,1,1,0,0,2,1,1,0,0,0,4,2,0
2021년02월_여_총인구수,"107,527","8,357","1,684",745,"2,029","2,030","1,728","2,218","3,288","7,888","2,643","1,657","13,399","3,968","5,307","6,621","2,471","5,223","8,366","9,021","14,530","4,354"
2021년02월_여_연령구간인구수,"107,527","8,357","1,684",745,"2,029","2,030","1,728","2,218","3,288","7,888","2,643","1,657","13,399","3,968","5,307","6,621","2,471","5,223","8,366","9,021","14,530","4,354"
2021년02월_여_0~9세,"6,465",293,58,6,89,41,55,90,197,659,86,47,883,179,194,296,163,468,706,468,"1,143",344
2021년02월_여_10~19세,"8,961",437,93,22,121,89,66,100,222,771,147,65,"1,457",302,357,539,195,502,756,702,"1,647",371
2021년02월_여_20~29세,"11,277",606,110,43,142,146,100,168,225,820,292,140,"1,667",447,612,786,229,530,"1,132",844,"1,599",639
2021년02월_여_30~39세,"10,223",527,88,22,168,107,83,182,268,993,190,120,"1,279",326,390,565,254,671,"1,089",752,"1,649",500
2021년02월_여_40~49세,"15,802",922,156,38,213,150,139,252,439,"1,370",308,172,"2,450",519,663,912,382,862,"1,297","1,188","2,644",726
2021년02월_여_50~59세,"18,224","1,446",337,143,323,335,297,405,583,"1,236",381,268,"2,237",720,"1,019","1,271",489,884,"1,313","1,536","2,337",664
2021년02월_여_60~69세,"17,865","1,857",358,230,449,466,409,497,669,"1,040",568,378,"1,721",756,"1,092","1,235",386,734,"1,102","1,580","1,754",584
2021년02월_여_70~79세,"10,873","1,327",215,134,264,380,311,279,387,591,394,309,"1,029",430,638,612,209,332,565,"1,174","1,002",291
2021년02월_여_80~89세,"6,413",767,224,89,195,261,227,199,251,326,211,132,561,231,288,319,138,191,340,647,632,184
2021년02월_여_90~99세,"1,346",159,41,18,62,53,38,45,45,77,60,25,107,53,50,86,26,46,64,121,119,51
2021년02월_여_100세 이상,78,16,4,0,3,2,3,1,2,5,6,1,8,5,4,0,0,3,2,9,4,0
