카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년01월_남_총인구수,"114,506","5,665","2,803","2,477","4,445","4,897","6,879","2,749","4,150","3,006","3,188","1,682","2,588","1,782","4,911","8,983","5,195","8,899","6,423","8,601","2,593","5,425","4,972","12,193"
2020년01월_남_연령구간인구수,"114,506","5,665","2,803","2,477","4,445","4,897","6,879","2,749","4,150","3,006","3,188","1,682","2,588","1,782","4,911","8,983","5,195","8,899","6,423","8,601","2,593","5,425","4,972","12,193"
2020년01월_남_0~9세,"10,355",295,132,96,323,750,602,282,117,117,262,35,80,76,446,"1,104",527,859,516,733,244,603,499,"1,657"
2020년01월_남_10~19세,"13,213",416,200,150,525,566,865,252,254,193,327,82,132,137,556,"1,281",702,"1,096",674,"1,064",309,816,591,"2,025"
2020년01월_남_20~29세,"14,982",648,333,255,563,672,"1,033",280,438,323,405,120,422,193,630,"1,069",612,"1,057","1,116","1,454",293,753,747,"1,566"
2020년01월_남_30~39세,"14,512",650,309,256,571,893,842,462,392,295,399,166,216,182,595,"1,163",614,"1,099",990,"1,065",347,648,738,"1,620"
2020년01월_남_40~49세,"19,763",876,450,416,695,851,"1,206",452,612,475,529,300,408,295,842,"1,715",879,"1,509","1,179","1,360",452,945,826,"2,491"
2020년01월_남_50~59세,"18,452",941,480,460,731,580,"1,170",416,827,517,451,360,473,333,819,"1,283",763,"1,402","1,045","1,530",398,891,854,"1,728"
2020년01월_남_60~69세,"13,215",944,474,422,566,342,718,343,743,515,442,321,434,277,606,741,630,"1,136",581,945,330,463,459,783
2020년01월_남_70~79세,"7,623",684,357,319,362,195,334,190,571,430,303,222,324,211,314,458,354,580,249,326,165,222,186,267
2020년01월_남_80~89세,"2,196",195,64,89,101,45,100,70,176,134,67,71,94,68,100,150,110,142,66,111,51,81,64,47
2020년01월_남_90~99세,179,13,4,13,8,2,8,1,18,6,3,3,5,8,3,18,4,18,7,13,4,3,8,9
2020년01월_남_100세 이상,16,3,0,1,0,1,1,1,2,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0
2020년01월_여_총인구수,"115,238","5,640","2,730","2,454","4,588","5,010","7,040","2,798","3,978","2,744","3,278","1,494","2,187","1,674","4,939","9,300","5,264","9,353","6,090","8,612","2,570","5,834","5,269","12,392"
2020년01월_여_연령구간인구수,"115,238","5,640","2,730","2,454","4,588","5,010","7,040","2,798","3,978","2,744","3,278","1,494","2,187","1,674","4,939","9,300","5,264","9,353","6,090","8,612","2,570","5,834","5,269","12,392"
2020년01월_여_0~9세,"9,797",259,120,95,335,664,559,272,134,116,241,45,75,96,395,"1,059",448,817,476,699,270,548,494,"1,580"
2020년01월_여_10~19세,"12,562",412,181,160,468,575,830,250,218,183,328,76,109,134,532,"1,243",660,"1,030",572,988,263,847,559,"1,944"
2020년01월_여_20~29세,"12,818",540,256,223,511,664,822,285,371,231,373,103,195,148,550,873,516,874,"1,040","1,253",255,735,690,"1,310"
2020년01월_여_30~39세,"13,696",476,235,170,503,884,766,418,283,205,346,96,127,129,527,"1,286",618,"1,091",868,992,340,757,693,"1,886"
2020년01월_여_40~49세,"18,667",673,299,249,680,861,"1,223",409,446,301,459,169,211,194,754,"1,667",859,"1,543","1,090","1,477",409,"1,120",922,"2,652"
2020년01월_여_50~59세,"18,448",927,461,416,785,610,"1,208",431,671,446,531,239,322,239,891,"1,260",847,"1,525",943,"1,673",398,948,965,"1,712"
2020년01월_여_60~69세,"14,365","1,140",575,460,646,412,813,337,781,589,542,337,425,286,701,940,693,"1,211",586,842,307,482,503,757
2020년01월_여_70~79세,"9,669",816,412,448,409,211,543,246,697,489,314,291,445,297,401,609,392,779,319,437,207,258,288,361
2020년01월_여_80~89세,"4,447",340,157,208,211,111,240,129,312,163,132,106,242,128,160,312,189,412,165,215,106,119,138,152
2020년01월_여_90~99세,712,55,30,23,37,17,30,18,60,20,12,28,27,20,28,48,40,66,29,35,15,19,17,38
2020년01월_여_100세 이상,57,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,2,5,2,1,0,1,0,0
