카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년01월_계_90~99세,"1,740",22,42,15,40,43,57,111,65,49,56,75,84,32,98,59,74,54,82,108,45,86,52,42,78,36,76,114,45
2021년01월_계_100세 이상,122,6,3,6,5,6,8,3,4,3,3,3,13,2,12,1,1,3,4,8,0,2,3,6,2,4,6,4,1
2021년01월_남_총인구수,"213,745","2,612","3,486","2,575","1,740","3,909","6,197","19,230","9,387","6,223","6,293","11,751","5,223","2,969","9,953","7,958","7,665","3,977","8,119","6,646","7,413","14,878","6,940","5,712","6,232","1,390","11,425","19,177","14,665"
2021년01월_남_연령구간인구수,"213,745","2,612","3,486","2,575","1,740","3,909","6,197","19,230","9,387","6,223","6,293","11,751","5,223","2,969","9,953","7,958","7,665","3,977","8,119","6,646","7,413","14,878","6,940","5,712","6,232","1,390","11,425","19,177","14,665"
2021년01월_남_0~9세,"17,014",107,140,140,45,288,223,"1,343",880,253,450,"1,121",207,267,772,524,558,167,451,225,541,"1,278",620,334,232,34,"1,403","2,072","2,339"
2021년01월_남_10~19세,"22,568",109,227,169,54,293,350,"2,032","1,159",473,760,"1,287",366,264,860,"1,005",755,340,723,440,940,"2,521",952,554,459,93,"1,303","2,110","1,970"
2021년01월_남_20~29세,"32,900",427,700,475,246,463,"1,129","3,812","1,323",942,"1,056","1,623",705,398,"1,324","1,296","1,344",613,"1,244",838,"1,307","2,563","1,098",977,"1,025",143,"1,508","2,708","1,613"
2021년01월_남_30~39세,"28,855",535,452,416,252,557,"1,002","2,510","1,078",782,738,"1,843",548,418,"1,498",837,"1,057",426,990,710,892,"1,406",831,679,813,126,"1,816","3,134","2,509"
2021년01월_남_40~49세,"33,830",376,473,427,247,619,933,"2,793","1,415",882,883,"1,989",706,503,"1,515","1,142","1,178",555,"1,141",861,"1,180","2,495","1,055",850,825,147,"2,049","3,385","3,206"
2021년01월_남_50~59세,"35,182",391,503,371,334,635,"1,037","3,177","1,461","1,115","1,050","1,810",928,480,"1,621","1,433","1,178",690,"1,418","1,315","1,367","2,771","1,137","1,087","1,164",306,"1,736","2,912","1,755"
2021년01월_남_60~69세,"25,534",373,495,306,303,514,823,"2,136","1,249",967,856,"1,262",947,328,"1,352","1,076",920,585,"1,225","1,341",750,"1,153",774,774,"1,059",301,"1,015","1,801",849
2021년01월_남_70~79세,"13,230",212,328,193,183,406,503,"1,089",638,592,367,641,603,240,753,476,471,447,706,670,336,471,344,356,487,160,444,794,320
2021년01월_남_80~89세,"4,269",73,151,74,65,126,186,312,170,208,124,155,197,68,238,157,184,140,208,225,92,196,120,93,157,73,141,240,96
2021년01월_남_90~99세,352,7,16,4,10,8,11,26,14,9,8,19,13,3,18,12,20,14,13,21,8,24,9,8,11,7,10,21,8
2021년01월_남_100세 이상,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"216,771","2,424","3,371","2,335","1,527","3,974","5,657","19,292","10,108","6,135","6,809","12,033","5,466","3,005","10,302","8,347","8,405","3,958","8,219","7,224","6,934","15,571","7,160","5,574","6,518","1,263","11,176","19,010","14,974"
2021년01월_여_연령구간인구수,"216,771","2,424","3,371","2,335","1,527","3,974","5,657","19,292","10,108","6,135","6,809","12,033","5,466","3,005","10,302","8,347","8,405","3,958","8,219","7,224","6,934","15,571","7,160","5,574","6,518","1,263","11,176","19,010","14,974"
2021년01월_여_0~9세,"16,333",120,130,123,38,256,221,"1,303",875,310,449,"1,079",194,276,784,575,554,129,448,234,461,"1,161",578,327,272,38,"1,299","1,906","2,193"
2021년01월_여_10~19세,"20,261",89,241,137,64,267,333,"1,759","1,117",457,660,"1,089",308,262,745,916,716,306,654,416,759,"2,153",785,493,362,50,"1,232","2,039","1,852"
2021년01월_여_20~29세,"29,460",534,656,439,266,447,"1,097","3,402","1,228",829,884,"1,458",649,337,"1,177","1,131","1,268",519,"1,085",798,"1,012","2,208",894,863,924,104,"1,280","2,485","1,486"
2021년01월_여_30~39세,"26,704",444,327,299,158,549,721,"2,207","1,203",590,749,"1,791",449,398,"1,365",795,934,351,821,591,814,"1,561",853,590,672,88,"1,767","2,869","2,748"
2021년01월_여_40~49세,"33,604",243,417,303,152,538,653,"2,819","1,689",776,"1,012","1,911",597,437,"1,385","1,319","1,222",497,"1,078",766,"1,260","3,260","1,240",809,775,100,"2,006","3,256","3,084"
2021년01월_여_50~59세,"36,703",302,469,309,237,603,871,"3,518","1,650","1,059","1,296","2,074",904,437,"1,766","1,610","1,435",709,"1,506","1,343","1,291","2,842","1,341","1,066","1,321",239,"1,623","2,971","1,911"
2021년01월_여_60~69세,"28,072",322,507,331,276,650,843,"2,367","1,415","1,127","1,003","1,540","1,130",419,"1,569","1,102","1,167",718,"1,428","1,435",738,"1,189",771,762,"1,090",265,979,"1,903","1,026"
2021년01월_여_70~79세,"16,297",245,415,268,205,466,601,"1,290",635,652,463,716,784,277,942,573,724,483,794,976,386,712,419,439,635,211,555,990,441
2021년01월_여_80~89세,"7,838",106,181,109,97,157,263,539,241,292,243,317,370,131,479,278,330,203,332,570,176,421,233,185,398,135,363,494,195
2021년01월_여_90~99세,"1,388",15,26,11,30,35,46,85,51,40,48,56,71,29,80,47,54,40,69,87,37,62,43,34,67,29,66,93,37
2021년01월_여_100세 이상,111,4,2,6,4,6,8,3,4,3,2,2,10,2,10,1,1,3,4,8,0,2,3,6,2,4,6,4,1
