카테고리,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2020년01월_남_90~99세,288,9,4,7,14,14,21,3,11,8,6,12,5,12,9,14,7,10,12,10,4,7,24,9,21,15,12,8
2020년01월_남_100세 이상,34,2,0,0,0,2,1,0,1,1,2,1,3,4,1,1,0,1,0,2,1,1,2,1,0,2,5,0
2020년01월_여_총인구수,"133,511","1,590","2,372","1,718","1,366","1,320","2,601","1,537","1,479","1,097","1,598","1,574","1,263","3,002","3,771","3,034","1,405","6,080","10,407","3,828","2,781","1,451","28,265","6,646","12,565","16,833","7,862","6,066"
2020년01월_여_연령구간인구수,"133,511","1,590","2,372","1,718","1,366","1,320","2,601","1,537","1,479","1,097","1,598","1,574","1,263","3,002","3,771","3,034","1,405","6,080","10,407","3,828","2,781","1,451","28,265","6,646","12,565","16,833","7,862","6,066"
2020년01월_여_0~9세,"10,977",50,288,94,36,37,90,44,60,22,57,67,68,115,193,94,29,470,"1,144",217,178,93,"3,576",354,990,"1,505",652,454
2020년01월_여_10~19세,"13,356",58,198,165,58,57,112,73,69,51,91,69,80,220,337,193,63,520,939,248,233,110,"3,779",593,"1,532","2,203",824,481
2020년01월_여_20~29세,"13,623",98,184,114,107,75,170,120,102,63,158,112,90,234,348,252,93,630,"1,177",346,254,126,"3,162",771,"1,404","2,000",836,597
2020년01월_여_30~39세,"15,459",81,373,117,62,68,185,88,98,52,107,124,111,238,321,210,91,782,"1,709",333,282,118,"4,336",655,"1,207","1,977",980,754
2020년01월_여_40~49세,"21,078",123,320,216,105,86,210,142,140,94,187,161,121,369,487,292,118,873,"1,627",501,378,194,"5,611",993,"2,167","3,256","1,366",941
2020년01월_여_50~59세,"21,170",276,335,230,235,217,376,301,296,175,357,215,200,499,589,501,232,966,"1,494",642,539,252,"3,728","1,290","2,073","2,733","1,376","1,043"
2020년01월_여_60~69세,"18,098",348,283,281,281,268,586,312,296,234,300,315,257,612,719,638,364,888,"1,255",760,481,259,"2,203","1,071","1,593","1,659",959,876
2020년01월_여_70~79세,"12,094",302,196,260,240,236,464,239,229,201,212,298,232,471,517,554,266,661,664,552,287,177,"1,199",610,940,979,547,561
2020년01월_여_80~89세,"6,459",209,167,198,194,228,337,180,157,172,115,178,86,203,223,256,122,251,339,194,120,101,572,260,570,458,259,310
2020년01월_여_90~99세,"1,120",42,28,43,44,45,66,34,31,31,13,29,14,35,33,41,25,37,57,33,29,20,97,49,86,59,57,42
2020년01월_여_100세 이상,77,3,0,0,4,3,5,4,1,2,1,6,4,6,4,3,2,2,2,2,0,1,2,0,3,4,6,7
