,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년07월_여_0~9세,"8,800",157,244,117,33,15,13,32,58,50,91,169,29,74,24,12,37,129,137,804,177,217,"1,724",415,674,570,997,281,253,"1,267"
2021년07월_여_10~19세,"13,354",301,306,225,66,18,47,72,52,76,75,167,76,113,43,34,46,177,194,"1,029",312,351,"2,203",454,"1,275",948,"1,629",626,318,"2,121"
2021년07월_여_20~29세,"16,205",252,302,278,68,45,49,73,85,51,127,218,120,159,85,34,162,215,431,"1,109",643,546,"2,244",416,"1,452","1,104","1,652","1,891",318,"2,076"
2021년07월_여_30~39세,"13,232",240,328,227,47,24,34,47,86,49,99,204,72,156,53,33,112,222,307,"1,128",378,407,"2,278",584,"1,131",766,"1,506",602,359,"1,753"
2021년07월_여_40~49세,"19,993",348,472,322,91,44,56,76,117,107,128,257,124,181,81,47,151,314,342,"1,626",571,625,"3,162",670,"1,828","1,457","2,553",753,492,"2,998"
2021년07월_여_50~59세,"23,731",561,629,583,181,98,141,162,213,210,231,411,329,352,231,106,256,404,499,"1,997",947,896,"3,278",621,"2,279","1,239","2,301","1,127",520,"2,929"
2021년07월_여_60~69세,"21,231",715,751,701,215,193,223,299,297,368,339,514,479,455,268,180,356,404,705,"1,903",833,"1,157","2,641",590,"1,766",549,"1,177","1,096",441,"1,616"
2021년07월_여_70~79세,"13,674",499,481,553,231,154,192,288,294,313,261,333,450,312,225,178,288,227,465,"1,125",469,930,"1,464",343,720,360,591,790,255,883
2021년07월_여_80~89세,"8,493",344,327,386,169,137,146,218,208,240,243,200,357,301,183,140,126,128,271,607,238,399,806,155,415,154,305,495,189,606
2021년07월_여_90~99세,"1,618",68,69,84,41,33,37,45,34,40,38,28,70,63,48,27,34,23,41,83,35,69,136,26,91,30,48,119,60,98
2021년07월_여_100세 이상,60,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,6,0,0,5,1,2,1,1,10,2,0
