카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2020년03월_남_80~89세,"3,571",153,210,187,160,243,188,195,180,153,129,61,255,154,173,396,333,138,263
2020년03월_남_90~99세,402,23,35,15,14,50,12,10,14,16,7,7,26,23,17,38,32,30,33
2020년03월_남_100세 이상,44,2,5,3,2,0,5,2,5,2,2,2,2,2,2,2,4,0,2
2020년03월_여_총인구수,"232,098","16,621","15,932","11,872","13,514","21,619","10,323","11,102","7,703","9,583","7,713","3,357","10,842","10,882","10,446","24,418","17,527","12,968","15,676"
2020년03월_여_연령구간인구수,"232,098","16,621","15,932","11,872","13,514","21,619","10,323","11,102","7,703","9,583","7,713","3,357","10,842","10,882","10,446","24,418","17,527","12,968","15,676"
2020년03월_여_0~9세,"15,986","1,552",957,683,773,"1,713",522,791,444,808,513,194,605,888,714,"1,841",919,"1,050","1,019"
2020년03월_여_10~19세,"24,798","2,574","1,242",731,"1,639","3,521",699,919,585,818,661,366,748,"1,550","1,428","2,639","1,191","1,792","1,695"
2020년03월_여_20~29세,"29,448","1,794","2,597","1,876","1,970","2,225","1,254","1,300","1,021","1,058","1,032",384,"1,303","1,242","1,312","2,949","2,741","1,574","1,816"
2020년03월_여_30~39세,"30,020","2,064","2,677","2,068","1,491","2,393","1,281","1,556",957,"1,355","1,072",367,"1,323","1,228","1,032","3,111","2,641","1,621","1,783"
2020년03월_여_40~49세,"41,903","3,804","2,511","1,734","2,695","5,199","1,563","1,709","1,065","1,522","1,208",554,"1,501","2,234","2,110","4,353","2,689","2,646","2,806"
2020년03월_여_50~59세,"38,596","2,379","2,615","2,072","2,427","3,217","1,931","1,783","1,404","1,535","1,365",576,"1,924","1,712","1,809","4,068","2,891","2,202","2,686"
2020년03월_여_60~69세,"28,593","1,421","1,937","1,529","1,322","1,977","1,716","1,779","1,186","1,404","1,034",531,"1,801","1,086","1,075","2,971","2,526","1,264","2,034"
2020년03월_여_70~79세,"14,597",670,874,737,775,782,918,848,730,716,562,252,"1,052",570,607,"1,607","1,365",453,"1,079"
2020년03월_여_80~89세,"6,803",298,447,370,369,473,363,345,261,322,226,105,512,291,298,726,470,299,628
2020년03월_여_90~99세,"1,226",61,68,59,48,113,69,67,42,38,34,20,73,78,49,144,83,65,115
2020년03월_여_100세 이상,128,4,7,13,5,6,7,5,8,7,6,8,0,3,12,9,11,2,15
