,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2020년03월_남_연령구간인구수,"251,023","18,243","9,374","6,637","18,447","16,902","7,288","6,768","16,085","11,178","8,870","3,938","17,577","8,615","9,721","17,369","14,557","8,683","8,738","15,907","6,811","6,731","12,584"
2020년03월_남_0~9세,"18,140","1,286",541,379,"1,413","1,404",544,336,"1,430",723,689,172,"1,472",473,686,"1,392","1,332",485,617,"1,069",635,429,633
2020년03월_남_10~19세,"23,500","1,513",751,477,"1,316","1,238",446,532,"2,041","1,141",976,295,"1,639",780,816,"1,985","2,250",629,837,"1,781",586,562,909
2020년03월_남_20~29세,"37,407","3,014","1,393",911,"2,883","2,642","1,069",997,"2,346","1,609","1,355",532,"2,596","1,388","1,408","2,621","1,964","1,209","1,298","2,611",961,885,"1,715"
2020년03월_남_30~39세,"36,657","3,219","1,487",940,"3,563","3,413","1,192",816,"1,909","1,294","1,137",486,"2,694","1,249","1,518","2,164","1,538","1,189","1,176","2,044","1,043",836,"1,750"
2020년03월_남_40~49세,"40,215","2,848","1,509","1,034","2,967","2,899","1,166",975,"2,725","1,618","1,363",664,"2,704","1,315","1,320","2,872","2,807","1,378","1,409","2,596","1,006","1,052","1,988"
2020년03월_남_50~59세,"45,456","2,880","1,690","1,219","3,027","2,679","1,232","1,374","2,867","1,996","1,614",878,"3,256","1,676","1,734","3,351","2,667","1,542","1,585","3,140","1,090","1,343","2,616"
2020년03월_남_60~69세,"30,820","2,098","1,156",986,"1,989","1,617",992,"1,068","1,772","1,607","1,125",598,"2,055","1,118","1,464","1,923","1,302","1,312","1,113","1,721",969,987,"1,848"
2020년03월_남_70~79세,"13,840",969,649,492,942,741,470,489,757,835,432,252,853,463,584,773,518,713,524,686,393,469,836
2020년03월_남_80~89세,"4,516",382,176,172,311,239,167,160,215,325,165,50,284,143,165,257,165,209,161,232,117,152,269
2020년03월_남_90~99세,428,33,19,21,31,29,9,18,22,27,13,7,23,10,24,30,14,16,17,25,9,14,17
2020년03월_남_100세 이상,44,1,3,6,5,1,1,3,1,3,1,4,1,0,2,1,0,1,1,2,2,2,3
2020년03월_여_총인구수,"255,659","19,664","9,383","6,654","18,827","17,174","7,407","6,619","16,512","11,795","9,603","3,373","17,531","8,372","10,160","17,991","15,382","8,489","9,193","16,976","6,445","6,403","11,706"
2020년03월_여_연령구간인구수,"255,659","19,664","9,383","6,654","18,827","17,174","7,407","6,619","16,512","11,795","9,603","3,373","17,531","8,372","10,160","17,991","15,382","8,489","9,193","16,976","6,445","6,403","11,706"
2020년03월_여_0~9세,"17,372","1,271",520,319,"1,382","1,375",457,296,"1,415",630,613,197,"1,370",486,659,"1,315","1,366",480,623,"1,044",543,351,660
2020년03월_여_10~19세,"21,836","1,531",697,415,"1,206","1,227",435,499,"1,865","1,006",946,266,"1,469",603,756,"1,857","2,144",581,812,"1,757",507,510,747
2020년03월_여_20~29세,"35,132","3,257","1,288",839,"2,978","2,617","1,083",802,"2,033","1,389","1,382",407,"2,379","1,224","1,277","2,348","1,838","1,061","1,265","2,530",782,792,"1,561"
2020년03월_여_30~39세,"34,230","3,022","1,254",816,"3,306","3,023","1,124",646,"2,132","1,254","1,103",395,"2,537","1,068","1,443","2,118","1,701","1,018","1,182","2,116",897,687,"1,388"
2020년03월_여_40~49세,"39,796","3,007","1,365",895,"2,773","2,589","1,011",896,"2,913","1,690","1,578",485,"2,642","1,201","1,299","3,094","3,279","1,123","1,443","2,956",908,967,"1,682"
2020년03월_여_50~59세,"47,130","3,260","1,711","1,249","3,200","2,867","1,314","1,325","3,024","2,251","1,848",687,"3,323","1,736","2,012","3,319","2,565","1,565","1,718","3,354","1,202","1,230","2,370"
2020년03월_여_60~69세,"32,349","2,349","1,343","1,054","2,189","1,896","1,046","1,122","1,767","1,745","1,165",494,"2,162","1,152","1,471","1,993","1,340","1,445","1,167","1,716",929,983,"1,821"
2020년03월_여_70~79세,"17,019","1,201",781,663,"1,155",982,557,613,820,"1,033",543,273,"1,019",559,695,"1,100",676,811,632,931,433,579,963
2020년03월_여_80~89세,"9,038",632,363,336,545,499,303,343,453,663,362,128,534,284,461,714,391,357,307,483,200,245,435
2020년03월_여_90~99세,"1,605",123,53,62,83,88,68,66,84,120,62,34,91,55,86,122,81,45,40,87,40,49,66
2020년03월_여_100세 이상,152,11,8,6,10,11,9,11,6,14,1,7,5,4,1,11,1,3,4,2,4,10,13
