,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년04월_남_총인구수,"245,666","11,967","7,473","14,375","14,112","8,501","16,843","16,386","7,264","12,629","8,750","11,615","9,059","12,898","11,362","11,504","7,602","8,729","14,248","11,552","15,123","13,674"
2021년04월_남_연령구간인구수,"245,666","11,967","7,473","14,375","14,112","8,501","16,843","16,386","7,264","12,629","8,750","11,615","9,059","12,898","11,362","11,504","7,602","8,729","14,248","11,552","15,123","13,674"
2021년04월_남_0~9세,"10,925",592,646,"1,027",582,339,616,"1,074",224,568,496,339,267,399,414,169,595,319,345,456,853,605
2021년04월_남_10~19세,"14,360",773,582,"1,492",674,425,821,"1,336",269,805,373,432,429,532,587,251,711,420,511,800,"1,134","1,003"
2021년04월_남_20~29세,"52,892","2,262",953,"1,941","3,385","2,622","4,939","2,589","1,864","2,767","1,762","3,199","2,224","3,159","2,774","4,096",895,"1,809","3,644","1,505","2,366","2,137"
2021년04월_남_30~39세,"47,376","2,177","1,267","1,945","3,164","1,944","3,604","2,711","1,622","2,549","1,927","2,667","1,832","2,883","2,229","3,272",890,"1,783","3,243","1,470","2,199","1,998"
2021년04월_남_40~49세,"35,894","1,742","1,267","2,443","1,899","1,058","2,080","2,685",935,"1,778","1,168","1,506","1,209","1,951","1,498","1,424","1,478","1,195","2,393","1,733","2,403","2,049"
2021년04월_남_50~59세,"33,942","1,591","1,125","2,323","1,683",867,"1,942","2,387",893,"1,701","1,175","1,339","1,207","1,652","1,601","1,006","1,296","1,288","2,028","2,089","2,394","2,355"
2021년04월_남_60~69세,"27,604","1,541",883,"1,762","1,484",648,"1,525","1,952",784,"1,348","1,018","1,165",981,"1,319","1,237",707,962,"1,075","1,219","1,897","2,125","1,972"
2021년04월_남_70~79세,"16,733",973,521,"1,064",913,440,989,"1,227",486,809,612,713,683,742,743,433,579,602,601,"1,154","1,274","1,175"
2021년04월_남_80~89세,"5,555",294,210,346,306,146,306,410,177,280,207,239,215,251,266,139,182,220,249,406,345,361
2021년04월_남_90~99세,365,22,18,31,20,11,20,13,9,24,12,15,11,10,12,6,13,18,15,41,25,19
2021년04월_남_100세 이상,20,0,1,1,2,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년04월_여_총인구수,"243,798","12,393","7,798","15,367","14,915","8,360","18,376","17,161","7,920","13,319","9,391","10,977","9,008","10,530","11,272","10,295","7,906","8,564","9,390","11,480","15,812","13,564"
2021년04월_여_연령구간인구수,"243,798","12,393","7,798","15,367","14,915","8,360","18,376","17,161","7,920","13,319","9,391","10,977","9,008","10,530","11,272","10,295","7,906","8,564","9,390","11,480","15,812","13,564"
2021년04월_여_0~9세,"10,339",573,576,947,551,320,636,953,176,536,459,314,292,377,361,175,585,313,329,403,847,616
2021년04월_여_10~19세,"13,775",685,546,"1,371",699,445,864,"1,305",295,737,434,394,421,521,515,254,703,407,487,696,"1,138",858
2021년04월_여_20~29세,"55,815","2,448",889,"1,956","4,065","2,858","6,439","2,885","2,606","3,051","2,147","3,142","2,191","2,513","3,059","4,262",846,"2,218","2,522","1,292","2,448","1,978"
2021년04월_여_30~39세,"38,370","1,854","1,266","1,939","2,787","1,550","3,176","2,524","1,357","2,392","1,680","1,906","1,365","1,767","1,701","2,362",939,"1,431","1,552","1,123","2,046","1,653"
2021년04월_여_40~49세,"31,319","1,619","1,214","2,498","1,732",946,"1,932","2,506",790,"1,748","1,120","1,237","1,033","1,269","1,394","1,046","1,452","1,050","1,149","1,493","2,254","1,837"
2021년04월_여_50~59세,"33,421","1,772","1,167","2,437","1,765",784,"1,929","2,463",903,"1,783","1,360","1,439","1,206","1,443","1,605",760,"1,255","1,096","1,176","2,048","2,555","2,475"
2021년04월_여_60~69세,"31,721","1,763","1,069","2,133","1,706",706,"1,785","2,365",898,"1,605","1,245","1,386","1,252","1,434","1,383",754,"1,139","1,108","1,119","2,208","2,512","2,151"
2021년04월_여_70~79세,"19,896","1,155",678,"1,393","1,153",508,"1,149","1,509",615,"1,036",692,800,841,811,883,484,666,626,716,"1,443","1,391","1,347"
2021년04월_여_80~89세,"7,802",439,342,598,390,216,402,557,247,378,205,316,344,323,317,165,281,275,292,642,519,554
2021년04월_여_90~99세,"1,257",80,49,92,62,24,63,91,30,50,48,39,60,66,51,28,37,37,47,126,90,87
2021년04월_여_100세 이상,83,5,2,3,5,3,1,3,3,3,1,4,3,6,3,5,3,3,1,6,12,8
