카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년08월_남_20~29세,"5,870",218,227,127,79,117,68,81,77,98,141,81,53,95,47,65,"1,225",180,"1,280",203,640,318,238,212
2020년08월_남_30~39세,"4,815",230,161,85,66,131,57,56,65,88,101,109,70,75,34,66,"1,040",111,950,139,530,327,159,165
2020년08월_남_40~49세,"7,953",381,262,150,121,182,105,109,130,148,226,150,96,153,64,131,"1,636",255,"1,602",210,810,518,260,254
2020년08월_남_50~59세,"9,964",510,468,337,219,254,160,205,204,275,340,273,158,238,133,226,"1,537",292,"1,715",274,835,496,427,388
2020년08월_남_60~69세,"8,226",480,400,299,195,308,190,181,208,266,333,313,175,222,160,234,927,216,"1,165",284,557,415,351,347
2020년08월_남_70~79세,"5,757",383,266,204,191,218,167,137,174,203,260,272,145,174,96,176,518,143,719,210,343,306,202,250
2020년08월_남_80~89세,"2,655",171,131,118,98,112,74,62,102,107,159,126,80,106,43,95,161,62,258,103,126,108,102,151
2020년08월_남_90~99세,252,24,8,9,7,9,5,8,12,12,26,12,12,5,4,9,15,4,23,13,8,9,9,9
2020년08월_남_100세 이상,20,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,1,0,1
2020년08월_여_총인구수,"55,079","2,896","2,133","1,460","1,037","1,405",918,914,"1,063","1,320","1,753","1,411",854,"1,165",618,"1,079","8,707","1,523","10,688","1,801","5,273","3,016","2,169","1,876"
2020년08월_여_연령구간인구수,"55,079","2,896","2,133","1,460","1,037","1,405",918,914,"1,063","1,320","1,753","1,411",854,"1,165",618,"1,079","8,707","1,523","10,688","1,801","5,273","3,016","2,169","1,876"
2020년08월_여_0~9세,"3,214",131,95,30,24,36,21,25,17,38,34,27,30,53,18,32,726,84,848,87,465,224,101,68
2020년08월_여_10~19세,"4,587",158,127,78,34,60,40,49,43,65,74,31,32,60,21,51,955,140,"1,349",130,567,254,166,103
2020년08월_여_20~29세,"4,815",175,175,79,47,46,46,66,44,71,111,62,39,63,33,56,992,166,"1,184",158,552,287,186,177
2020년08월_여_30~39세,"4,264",172,141,62,47,78,34,36,42,63,52,62,38,39,15,40,930,117,"1,006",129,590,306,145,120
2020년08월_여_40~49세,"7,133",291,214,102,68,79,54,68,63,97,132,85,54,108,33,85,"1,567",224,"1,839",177,911,433,258,191
2020년08월_여_50~59세,"8,633",431,391,235,150,190,116,163,136,185,257,189,129,153,111,143,"1,415",252,"1,669",299,858,489,374,298
2020년08월_여_60~69세,"8,346",518,352,256,198,293,185,165,198,248,364,339,158,215,119,203,970,186,"1,285",331,620,447,385,311
2020년08월_여_70~79세,"7,607",558,317,302,228,320,208,166,248,278,352,300,188,256,152,245,695,199,888,299,434,366,297,311
2020년08월_여_80~89세,"5,496",406,271,267,210,261,172,148,235,241,337,269,153,189,95,196,385,137,516,137,237,167,223,244
2020년08월_여_90~99세,897,48,46,49,30,39,40,27,36,31,39,43,32,26,20,27,61,16,93,41,33,41,31,48
2020년08월_여_100세 이상,87,8,4,0,1,3,2,1,1,3,1,4,1,3,1,1,11,2,11,13,6,2,3,5
