카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년08월_남_50~59세,"34,938",375,515,370,321,660,"1,015","3,153","1,439","1,080",991,"1,834",902,469,"1,634","1,398","1,146",676,"1,429","1,267","1,359","2,792","1,101","1,084","1,132",287,"1,773","2,923","1,813"
2021년08월_남_60~69세,"26,331",365,476,303,298,569,858,"2,212","1,287",993,889,"1,280",940,347,"1,445","1,104",936,598,"1,219","1,385",789,"1,220",819,783,"1,092",311,"1,042","1,870",901
2021년08월_남_70~79세,"13,365",204,342,199,177,403,493,"1,074",652,602,378,646,602,228,760,501,477,440,716,668,334,480,343,370,506,154,469,817,330
2021년08월_남_80~89세,"4,545",76,150,75,65,150,194,340,177,220,124,185,197,74,262,160,205,148,230,236,102,216,132,101,170,74,152,240,90
2021년08월_남_90~99세,364,7,16,6,8,7,11,27,14,15,13,17,14,2,23,12,21,14,15,23,8,24,9,8,8,5,8,23,6
2021년08월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"215,363","2,351","3,350","2,264","1,446","4,482","5,640","19,301","10,013","5,976","6,655","11,913","5,365","2,901","10,647","8,264","8,246","3,917","8,141","7,034","6,869","15,263","7,116","5,419","6,425","1,210","11,126","18,876","15,153"
2021년08월_여_연령구간인구수,"215,363","2,351","3,350","2,264","1,446","4,482","5,640","19,301","10,013","5,976","6,655","11,913","5,365","2,901","10,647","8,264","8,246","3,917","8,141","7,034","6,869","15,263","7,116","5,419","6,425","1,210","11,126","18,876","15,153"
2021년08월_여_0~9세,"15,875",121,125,117,35,316,223,"1,297",827,276,447,"1,043",191,261,840,574,496,115,419,213,448,"1,117",542,293,276,34,"1,293","1,826","2,110"
2021년08월_여_10~19세,"19,783",76,231,131,60,283,328,"1,752","1,105",431,639,"1,050",302,262,740,888,680,291,632,367,732,"2,043",788,476,338,48,"1,233","2,014","1,863"
2021년08월_여_20~29세,"29,158",510,678,440,244,566,"1,073","3,381","1,194",808,821,"1,444",639,321,"1,212","1,068","1,235",548,"1,083",763,974,"2,113",897,827,914,96,"1,256","2,446","1,607"
2021년08월_여_30~39세,"26,271",450,314,282,157,661,749,"2,188","1,172",549,732,"1,731",432,378,"1,457",782,911,348,782,580,803,"1,508",841,552,647,84,"1,733","2,764","2,684"
2021년08월_여_40~49세,"32,965",242,397,297,140,593,630,"2,763","1,674",774,973,"1,890",566,426,"1,406","1,294","1,178",453,"1,067",725,"1,225","3,110","1,200",762,725,90,"1,993","3,221","3,151"
2021년08월_여_50~59세,"36,251",275,465,285,222,653,855,"3,504","1,624",997,"1,248","2,033",871,410,"1,793","1,582","1,392",692,"1,456","1,289","1,290","2,887","1,328","1,051","1,263",224,"1,597","2,986","1,979"
2021년08월_여_60~69세,"28,995",311,502,320,262,716,870,"2,449","1,469","1,115","1,020","1,589","1,126",407,"1,650","1,143","1,218",727,"1,475","1,446",770,"1,286",818,802,"1,138",264,"1,042","2,000","1,060"
2021년08월_여_70~79세,"16,472",243,430,262,192,477,597,"1,300",648,676,476,746,778,268,967,588,730,497,817,971,396,701,420,419,647,203,544,"1,015",464
2021년08월_여_80~89세,"8,120",111,180,115,99,171,282,576,253,304,248,329,389,141,493,299,341,209,338,586,193,432,231,196,406,141,362,499,196
2021년08월_여_90~99세,"1,413",11,27,13,31,44,30,88,46,43,51,54,70,25,83,44,63,36,71,89,38,62,50,39,71,25,71,100,38
2021년08월_여_100세 이상,60,1,1,2,4,2,3,3,1,3,0,4,1,2,6,2,2,1,1,5,0,4,1,2,0,1,2,5,1
