카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년07월_남_40~49세,"37,204","1,785","1,309","2,557","1,935","1,076","2,131","2,762",959,"1,894","1,210","1,565","1,288","1,978","1,585","1,411","1,536","1,235","2,420","1,912","2,503","2,153"
2020년07월_남_50~59세,"34,239","1,628","1,139","2,334","1,707",875,"1,910","2,392",947,"1,722","1,187","1,355","1,195","1,681","1,638",966,"1,298","1,266","1,968","2,205","2,423","2,403"
2020년07월_남_60~69세,"27,157","1,502",889,"1,736","1,459",648,"1,496","1,936",767,"1,320",994,"1,151",986,"1,294","1,190",673,979,"1,060","1,146","1,924","2,099","1,908"
2020년07월_남_70~79세,"16,987",970,521,"1,069",948,451,992,"1,236",515,805,629,717,708,751,760,456,612,607,605,"1,188","1,267","1,180"
2020년07월_남_80~89세,"5,214",273,199,340,274,130,290,387,162,265,188,240,211,239,252,125,164,208,224,408,316,319
2020년07월_남_90~99세,403,20,21,38,21,14,30,19,13,24,11,13,14,13,14,11,18,18,11,41,23,16
2020년07월_남_100세 이상,70,1,3,4,6,2,7,6,1,2,0,1,5,2,5,1,6,1,3,5,6,3
2020년07월_여_총인구수,"248,904","12,631","8,102","15,730","15,258","8,496","18,044","17,505","8,165","13,544","9,613","11,233","9,286","10,771","11,472","10,551","8,130","8,678","9,426","12,297","16,114","13,858"
2020년07월_여_연령구간인구수,"248,904","12,631","8,102","15,730","15,258","8,496","18,044","17,505","8,165","13,544","9,613","11,233","9,286","10,771","11,472","10,551","8,130","8,678","9,426","12,297","16,114","13,858"
2020년07월_여_0~9세,"11,472",638,665,"1,005",623,363,663,"1,046",201,597,515,349,340,430,399,190,622,354,380,469,927,696
2020년07월_여_10~19세,"14,462",717,563,"1,417",714,463,874,"1,308",344,805,452,432,449,558,551,264,733,414,497,783,"1,209",915
2020년07월_여_20~29세,"56,215","2,422",919,"2,015","4,180","2,872","6,222","2,903","2,656","3,087","2,150","3,195","2,225","2,541","3,025","4,337",843,"2,232","2,517","1,408","2,487","1,979"
2020년07월_여_30~39세,"39,557","1,919","1,321","2,020","2,871","1,570","3,128","2,701","1,370","2,373","1,792","1,959","1,416","1,839","1,757","2,453",986,"1,456","1,562","1,254","2,120","1,690"
2020년07월_여_40~49세,"32,511","1,700","1,266","2,621","1,769",944,"1,926","2,562",837,"1,860","1,143","1,291","1,088","1,292","1,512","1,051","1,511","1,046","1,154","1,654","2,343","1,941"
2020년07월_여_50~59세,"34,507","1,836","1,188","2,463","1,816",819,"1,916","2,577",941,"1,794","1,405","1,488","1,286","1,477","1,628",784,"1,323","1,127","1,197","2,227","2,647","2,568"
2020년07월_여_60~69세,"31,235","1,752","1,089","2,080","1,688",712,"1,738","2,310",879,"1,589","1,219","1,375","1,233","1,417","1,342",763,"1,099","1,107","1,074","2,213","2,452","2,104"
2020년07월_여_70~79세,"19,989","1,152",695,"1,419","1,142",511,"1,126","1,482",650,"1,031",690,797,848,815,898,500,689,630,716,"1,504","1,338","1,356"
2020년07월_여_80~89세,"7,431",414,330,574,370,202,374,514,248,348,193,300,330,321,299,160,269,256,273,635,511,510
2020년07월_여_90~99세,"1,278",73,46,90,74,32,64,91,31,53,51,39,63,63,51,35,48,47,47,127,66,87
2020년07월_여_100세 이상,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,14,12
