카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년06월_남_총인구수,"113,829","5,619","2,735","2,467","4,395","4,919","6,797","2,693","4,127","2,992","3,134","1,646","2,467","1,750","4,881","8,937","5,480","8,835","6,436","8,672","2,580","5,405","4,781","12,081"
2020년06월_남_연령구간인구수,"113,829","5,619","2,735","2,467","4,395","4,919","6,797","2,693","4,127","2,992","3,134","1,646","2,467","1,750","4,881","8,937","5,480","8,835","6,436","8,672","2,580","5,405","4,781","12,081"
2020년06월_남_0~9세,"10,073",292,126,91,329,749,565,293,121,115,244,31,75,71,438,"1,046",564,833,493,729,233,573,455,"1,607"
2020년06월_남_10~19세,"12,952",398,184,148,506,575,826,254,242,187,301,79,109,134,534,"1,286",739,"1,083",691,"1,062",313,789,558,"1,954"
2020년06월_남_20~29세,"14,852",666,326,240,549,650,"1,051",273,424,317,400,115,377,186,633,"1,043",645,"1,033","1,112","1,451",299,780,706,"1,576"
2020년06월_남_30~39세,"14,116",621,284,254,542,885,809,421,390,298,371,160,209,166,573,"1,157",641,"1,071",980,"1,062",327,646,686,"1,563"
2020년06월_남_40~49세,"19,655",844,428,413,699,868,"1,174",453,612,475,530,279,383,291,840,"1,711",951,"1,510","1,161","1,370",454,930,819,"2,460"
2020년06월_남_50~59세,"18,441",944,474,475,719,594,"1,184",400,792,504,439,353,462,327,824,"1,262",791,"1,379","1,060","1,541",397,905,834,"1,781"
2020년06월_남_60~69세,"13,506",957,487,414,573,351,730,340,751,509,460,334,427,285,619,790,653,"1,153",606,984,330,471,463,819
2020년06월_남_70~79세,"7,714",677,354,320,362,195,340,192,590,431,302,215,321,213,317,466,367,605,252,345,167,225,187,271
2020년06월_남_80~89세,"2,310",203,68,98,107,49,108,63,182,146,83,75,98,68,99,156,124,150,73,115,56,80,66,43
2020년06월_남_90~99세,194,14,4,12,9,2,9,3,21,9,4,3,6,7,4,20,5,18,8,13,4,6,6,7
2020년06월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년06월_여_총인구수,"114,402","5,579","2,658","2,428","4,578","5,062","6,937","2,749","3,961","2,726","3,212","1,449","2,133","1,609","4,840","9,181","5,589","9,235","6,076","8,659","2,554","5,862","5,054","12,271"
2020년06월_여_연령구간인구수,"114,402","5,579","2,658","2,428","4,578","5,062","6,937","2,749","3,961","2,726","3,212","1,449","2,133","1,609","4,840","9,181","5,589","9,235","6,076","8,659","2,554","5,862","5,054","12,271"
2020년06월_여_0~9세,"9,506",255,114,96,353,669,517,261,136,120,219,40,78,87,358,997,479,790,446,697,263,550,457,"1,524"
2020년06월_여_10~19세,"12,292",402,174,158,459,574,806,242,223,171,322,69,104,124,515,"1,233",708,"1,002",544,935,254,819,531,"1,923"
2020년06월_여_20~29세,"12,685",515,229,209,503,651,816,279,345,241,351,99,169,136,527,849,534,875,"1,111","1,260",271,740,650,"1,325"
2020년06월_여_30~39세,"13,291",473,222,170,477,909,725,400,288,197,313,95,126,111,513,"1,226",665,"1,023",831,"1,012",321,754,644,"1,796"
2020년06월_여_40~49세,"18,487",653,283,234,674,862,"1,176",410,452,296,457,147,191,193,728,"1,668",929,"1,548","1,055","1,475",406,"1,135",858,"2,657"
2020년06월_여_50~59세,"18,297",918,441,400,786,625,"1,213",396,646,423,519,235,314,226,879,"1,278",889,"1,483",950,"1,663",393,952,957,"1,711"
2020년06월_여_60~69세,"14,788","1,139",586,466,662,426,852,360,773,591,546,346,422,286,726,961,740,"1,244",619,911,316,500,515,801
2020년06월_여_70~79세,"9,689",817,411,451,414,209,543,243,712,489,336,284,440,293,399,612,407,785,316,435,203,264,287,339
2020년06월_여_80~89세,"4,567",347,159,217,211,114,251,139,317,176,135,107,253,129,170,308,192,412,174,228,107,128,133,160
2020년06월_여_90~99세,739,58,35,25,36,22,32,16,64,21,14,23,27,21,25,46,43,67,28,41,20,18,22,35
2020년06월_여_100세 이상,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
