카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년10월_남_40~49세,"257,763","2,962","7,614","6,404","8,037","25,978","21,084","21,114","20,175","31,338","23,776","16,118","12,987","15,649","12,560","15,540","16,427"
2020년10월_남_50~59세,"277,278","3,564","9,176","7,551","10,021","28,437","21,237","20,967","26,026","33,573","27,005","19,407","8,614","16,216","12,737","20,739","12,008"
2020년10월_남_60~69세,"249,794","3,700","8,867","7,596","10,539","26,091","18,964","18,756","22,136","27,175","24,642","17,953","7,947","14,883","12,668","18,079","9,798"
2020년10월_남_70~79세,"131,736","2,215","5,382","4,563","6,344","14,009","10,240","11,147","9,685","13,526","11,993","9,863","3,392","8,277","7,663","7,899","5,538"
2020년10월_남_80~89세,"40,954",770,"1,937","1,560","2,041","4,594","3,076","3,578","2,719","4,537","3,334","3,133",900,"2,626","2,525","1,908","1,716"
2020년10월_남_90~99세,"3,272",102,172,151,147,359,251,252,203,369,267,274,77,194,216,110,128
2020년10월_남_100세 이상,415,20,34,31,33,48,22,24,22,44,33,42,13,20,13,9,7
2020년10월_여_총인구수,"1,733,321","21,227","55,690","45,521","57,781","185,063","139,371","137,178","144,216","208,921","157,460","119,549","65,972","108,874","93,389","105,703","87,406"
2020년10월_여_연령구간인구수,"1,733,321","21,227","55,690","45,521","57,781","185,063","139,371","137,178","144,216","208,921","157,460","119,549","65,972","108,874","93,389","105,703","87,406"
2020년10월_여_0~9세,"114,341",633,"2,702","1,954","2,605","10,548","9,541","8,976","9,301","13,856","9,938","6,433","9,771","7,360","5,065","6,228","9,430"
2020년10월_여_10~19세,"132,051","1,010","3,619","2,511","3,620","12,274","11,953","11,173","11,347","18,530","12,305","8,717","5,628","8,044","5,798","7,262","8,260"
2020년10월_여_20~29세,"206,916","2,846","6,831","5,235","5,466","26,635","15,673","16,618","17,507","23,508","18,598","15,422","5,641","12,970","12,496","13,519","7,951"
2020년10월_여_30~39세,"206,289","2,044","5,479","4,843","4,948","23,308","16,690","14,870","16,398","24,147","17,714","12,302","13,365","13,775","12,033","11,812","12,561"
2020년10월_여_40~49세,"254,719","2,510","7,103","5,599","7,285","25,522","22,212","21,011","20,569","34,734","22,661","16,285","10,212","16,381","13,004","14,122","15,509"
2020년10월_여_50~59세,"294,295","3,520","8,842","7,291","9,668","30,178","23,454","22,027","28,509","36,983","28,293","21,549","8,203","18,116","15,046","20,819","11,797"
2020년10월_여_60~69세,"277,737","4,149","10,115","8,442","11,514","29,372","21,835","22,022","22,784","30,267","26,308","20,520","7,618","17,473","15,720","18,336","11,262"
2020년10월_여_70~79세,"160,592","2,873","6,947","6,138","8,218","17,697","11,985","13,717","11,503","17,167","14,176","11,773","3,397","9,859","9,384","9,120","6,638"
2020년10월_여_80~89세,"73,233","1,309","3,394","3,000","3,769","8,188","5,075","5,770","5,387","8,279","6,268","5,505","1,737","4,184","4,133","3,878","3,357"
2020년10월_여_90~99세,"11,687",268,569,438,589,"1,157",839,882,832,"1,334","1,071",887,368,643,661,545,604
2020년10월_여_100세 이상,"1,461",65,89,70,99,184,114,112,79,116,128,156,32,69,49,62,37
