카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년02월_남_50~59세,"281,287","3,642","9,394","7,569","10,369","28,614","21,457","21,420","26,907","33,880","27,784","19,966","8,453","16,380","12,703","21,347","11,402"
2020년02월_남_60~69세,"242,854","3,654","8,606","7,422","10,329","25,425","18,488","18,557","21,312","26,319","23,874","17,720","7,547","14,536","12,414","17,533","9,118"
2020년02월_남_70~79세,"128,371","2,166","5,265","4,436","6,242","13,652","9,968","10,970","9,356","13,227","11,687","9,728","3,217","8,012","7,576","7,602","5,267"
2020년02월_남_80~89세,"38,821",738,"1,823","1,513","1,969","4,368","2,909","3,398","2,527","4,332","3,144","3,027",837,"2,443","2,396","1,792","1,605"
2020년02월_남_90~99세,"3,158",97,168,150,137,354,229,239,201,366,256,268,77,189,207,102,118
2020년02월_남_100세 이상,397,18,31,29,34,45,22,23,22,41,33,40,11,20,13,8,7
2020년02월_여_총인구수,"1,737,659","21,344","55,476","44,986","58,851","183,996","139,183","139,229","146,504","209,978","160,105","121,602","63,191","108,771","93,078","107,417","83,948"
2020년02월_여_연령구간인구수,"1,737,659","21,344","55,476","44,986","58,851","183,996","139,183","139,229","146,504","209,978","160,105","121,602","63,191","108,771","93,078","107,417","83,948"
2020년02월_여_0~9세,"117,637",693,"2,704","1,959","2,815","10,811","9,676","9,442","9,859","14,174","10,561","6,788","9,474","7,549","5,168","6,631","9,333"
2020년02월_여_10~19세,"135,533","1,101","3,693","2,563","3,777","12,639","12,048","11,638","11,888","19,172","12,812","9,124","5,196","8,233","5,982","7,621","8,046"
2020년02월_여_20~29세,"207,320","2,753","6,788","5,116","5,648","25,870","15,923","16,584","18,196","23,827","19,061","15,614","5,538","12,898","12,288","13,833","7,383"
2020년02월_여_30~39세,"211,215","2,085","5,553","4,742","5,265","23,325","16,889","15,833","17,055","24,789","18,690","12,911","12,983","14,082","12,066","12,450","12,497"
2020년02월_여_40~49세,"257,585","2,589","7,095","5,591","7,539","25,714","22,259","21,453","21,282","35,422","23,393","16,834","9,441","16,453","13,151","14,600","14,769"
2020년02월_여_50~59세,"299,679","3,613","9,020","7,397","10,093","30,705","23,818","22,644","29,254","37,251","29,140","22,244","8,029","18,438","15,264","21,574","11,195"
2020년02월_여_60~69세,"268,320","4,107","9,861","8,198","11,260","28,351","21,194","21,565","21,788","29,131","25,431","20,056","7,169","16,778","15,349","17,549","10,533"
2020년02월_여_70~79세,"157,231","2,812","6,870","6,108","8,185","17,447","11,594","13,519","11,179","16,867","13,754","11,659","3,314","9,603","9,127","8,830","6,363"
2020년02월_여_80~89세,"70,491","1,276","3,240","2,841","3,584","7,822","4,877","5,590","5,131","7,981","6,119","5,346","1,669","4,044","3,998","3,743","3,230"
2020년02월_여_90~99세,"11,238",251,569,402,591,"1,135",791,853,795,"1,250","1,016",873,348,635,633,530,566
2020년02월_여_100세 이상,"1,410",64,83,69,94,177,114,108,77,114,128,153,30,58,52,56,33
