,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년07월_남_100세 이상,30,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,14,2,0,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년07월_여_총인구수,"332,877","173,970","3,862","2,177","6,551","2,527","3,313","4,556","7,691","9,857","20,538","6,789","23,448","6,203","7,160","11,502","5,881","5,522","7,926","20,010","18,457","158,907","7,427","9,723","5,773","16,278","9,926","3,551","5,121","3,581","4,910","7,111","10,797","30,758","13,627","6,032","15,170","9,122",0
2020년07월_여_연령구간인구수,"332,877","173,970","3,862","2,177","6,551","2,527","3,313","4,556","7,691","9,857","20,538","6,789","23,448","6,203","7,160","11,502","5,881","5,522","7,926","20,010","18,457","158,907","7,427","9,723","5,773","16,278","9,926","3,551","5,121","3,581","4,910","7,111","10,797","30,758","13,627","6,032","15,170","9,122",0
2020년07월_여_0~9세,"26,830","12,244",153,55,309,87,153,161,475,745,"1,550",288,"1,967",363,344,810,312,273,494,"2,140","1,565","14,586",323,785,290,"1,367","1,004",107,215,159,344,458,804,"3,979","1,078",425,"1,813","1,435",0
2020년07월_여_10~19세,"34,972","17,632",236,87,389,169,221,342,606,"1,278","2,446",415,"2,635",563,669,"1,221",434,470,789,"2,346","2,316","17,340",506,"1,175",379,"2,057",759,202,328,263,393,661,"1,323","4,192","1,524",474,"1,525","1,579",0
2020년07월_여_20~29세,"43,866","23,659",428,199,675,255,347,471,"1,205","1,505","3,023",664,"2,724",816,977,"1,395",692,753,"1,002","3,026","3,502","20,207",820,"1,126",750,"2,229","1,451",919,746,356,652,967,"1,255","3,694","1,962",700,"1,834",746,0
2020년07월_여_30~39세,"40,825","19,872",368,165,683,192,273,354,848,"1,156","2,453",607,"2,661",596,643,"1,118",587,539,877,"2,787","2,965","20,953",620,"1,027",595,"2,037","1,655",390,473,285,574,910,"1,097","4,983","1,504",786,"2,597","1,420",0
2020년07월_여_40~49세,"54,910","28,216",439,213,813,325,386,555,"1,070","1,880","3,739",854,"3,970",926,978,"1,969",788,760,"1,157","3,649","3,745","26,694",896,"1,676",705,"3,170","1,396",345,601,424,687,"1,192","1,755","6,074","2,225",839,"2,541","2,168",0
2020년07월_여_50~59세,"53,847","29,547",668,358,"1,054",371,533,801,"1,403","1,622","3,501","1,229","3,947","1,227","1,481","2,218","1,014","1,002","1,465","3,116","2,537","24,300","1,230","1,480",947,"2,466","1,409",515,829,665,867,"1,189","1,893","4,132","2,414","1,031","2,225","1,008",0
2020년07월_여_60~69세,"39,006","21,695",746,455,"1,193",438,645,902,"1,112",933,"1,965","1,184","2,960",893,"1,170","1,372",979,912,"1,125","1,708","1,003","17,311","1,223","1,219","1,013","1,416","1,118",496,931,653,754,876,"1,408","2,042","1,515",810,"1,396",441,0
2020년07월_여_70~79세,"24,105","13,035",502,398,852,420,445,611,604,453,"1,176",952,"1,592",514,578,803,714,546,622,740,513,"11,070","1,166",823,746,977,724,379,686,510,398,519,766,"1,020",861,539,767,189,0
2020년07월_여_80~89세,"12,306","6,811",272,195,484,233,263,309,322,235,602,506,851,256,276,502,302,222,323,403,255,"5,495",557,343,301,487,337,170,278,229,205,287,429,532,458,371,398,113,0
2020년07월_여_90~99세,"2,077","1,192",42,50,86,36,45,46,44,47,79,89,132,48,43,91,57,42,71,92,52,885,80,61,42,68,59,28,33,33,35,51,63,108,84,50,67,23,0
2020년07월_여_100세 이상,133,67,8,2,13,1,2,4,2,3,4,1,9,1,1,3,2,3,1,3,4,66,6,8,5,4,14,0,1,4,1,1,4,2,2,7,7,0,0
