카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년06월_남_60~69세,"134,421","30,543","14,970","15,573","8,893","8,114","15,187","10,591","9,833","2,030","10,317","4,819","6,346","4,928","3,099","7,000","7,086","5,635"
2020년06월_남_70~79세,"76,524","13,312","6,999","6,313","5,207","4,987","7,881","6,385","5,680",885,"6,102","3,057","4,232","3,534","2,019","4,450","4,724","4,069"
2020년06월_남_80~89세,"34,596","5,047","2,723","2,324","2,466","2,198","3,359","2,818","2,783",341,"2,803","1,411","2,207","1,880","1,173","2,202","2,345","1,563"
2020년06월_남_90~99세,"3,232",487,261,226,260,195,280,238,300,37,275,125,231,182,111,207,180,124
2020년06월_남_100세 이상,206,45,22,23,13,13,35,8,22,0,14,9,7,10,3,18,5,4
2020년06월_여_총인구수,"1,038,547","322,284","127,757","194,527","52,602","49,660","150,656","84,062","58,834","21,484","78,069","25,631","33,271","26,380","15,316","50,269","39,146","30,883"
2020년06월_여_연령구간인구수,"1,038,547","322,284","127,757","194,527","52,602","49,660","150,656","84,062","58,834","21,484","78,069","25,631","33,271","26,380","15,316","50,269","39,146","30,883"
2020년06월_여_0~9세,"86,595","31,131","10,283","20,848","2,914","3,157","16,497","7,608","3,631","1,982","7,840","1,318","1,419","1,204",654,"3,807","1,819","1,614"
2020년06월_여_10~19세,"98,410","33,352","12,857","20,495","4,084","4,077","16,601","8,175","4,835","3,068","7,462","2,085","2,282","1,708",961,"4,730","2,824","2,166"
2020년06월_여_20~29세,"108,729","45,693","16,659","29,034","5,085","3,990","15,860","7,892","5,068","2,144","6,725","1,714","2,320","1,649","1,142","4,342","2,991","2,114"
2020년06월_여_30~39세,"126,550","50,165","16,219","33,946","4,554","4,453","22,854","10,043","5,253","2,394","10,113","1,863","2,074","1,583",908,"5,179","2,786","2,328"
2020년06월_여_40~49세,"153,493","54,174","20,997","33,177","6,426","6,405","25,277","12,966","7,362","4,350","11,626","2,810","3,362","2,686","1,335","6,972","4,364","3,378"
2020년06월_여_50~59세,"160,595","49,873","21,504","28,369","9,024","8,091","20,945","13,163","9,542","3,405","11,323","4,155","5,330","3,971","2,438","7,621","6,555","5,159"
2020년06월_여_60~69세,"135,366","30,122","14,874","15,248","8,922","8,509","15,399","10,630","9,720","2,176","10,052","4,696","6,382","5,125","2,916","7,318","7,280","6,119"
2020년06월_여_70~79세,"93,176","16,332","8,310","8,022","6,223","6,200","9,978","7,347","7,224","1,098","6,949","3,765","5,247","4,470","2,508","5,529","5,685","4,621"
2020년06월_여_80~89세,"64,387","9,680","5,108","4,572","4,609","4,036","6,187","5,244","5,268",729,"5,097","2,800","4,080","3,351","2,125","4,108","4,177","2,896"
2020년06월_여_90~99세,"10,547","1,638",883,755,713,695,979,940,866,128,827,402,726,599,313,621,632,468
2020년06월_여_100세 이상,699,124,63,61,48,47,79,54,65,10,55,23,49,34,16,42,33,20
