카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년05월_남_80~89세,"3,279",177,264,296,126,154,277,203,180,247,154,296,145,126,203,146,121,164
2021년05월_남_90~99세,290,15,22,26,9,19,21,19,17,27,16,32,14,8,8,20,11,6
2021년05월_남_100세 이상,29,1,0,2,5,1,1,2,0,3,2,3,2,2,2,3,0,0
2021년05월_여_총인구수,"148,298","8,611","13,936","11,416","5,862","7,231","12,566","8,198","8,115","11,994","7,559","14,054","8,369","6,566","7,732","5,472","4,994","5,623"
2021년05월_여_연령구간인구수,"148,298","8,611","13,936","11,416","5,862","7,231","12,566","8,198","8,115","11,994","7,559","14,054","8,369","6,566","7,732","5,472","4,994","5,623"
2021년05월_여_0~9세,"9,743",597,"1,116",571,200,484,895,566,649,827,657,"1,281",461,346,385,279,242,187
2021년05월_여_10~19세,"9,764",581,764,821,444,521,"1,134",826,506,727,454,796,541,425,416,252,256,300
2021년05월_여_20~29세,"22,553","1,297","2,315","2,110","2,138","1,147","1,558",904,909,"1,402",724,"1,568","1,256","1,059","1,069","1,043",829,"1,225"
2021년05월_여_30~39세,"24,339","1,440","2,466","1,557",709,"1,154","1,887","1,129","1,411","2,143","1,427","2,749","1,441","1,193","1,190",932,726,785
2021년05월_여_40~49세,"21,968","1,273","2,001","1,471",529,"1,103","2,049","1,501","1,250","1,860","1,298","2,254","1,223","1,013","1,035",713,688,707
2021년05월_여_50~59세,"23,447","1,398","2,302","1,869",667,"1,161","2,007","1,265","1,223","1,910","1,062","2,090","1,535",976,"1,405",832,874,871
2021년05월_여_60~69세,"18,924","1,074","1,552","1,542",517,837,"1,525",949,"1,152","1,591",996,"1,794","1,110",836,"1,227",722,764,736
2021년05월_여_70~79세,"11,236",642,867,949,420,535,992,657,629,964,605,966,514,459,668,446,399,524
2021년05월_여_80~89세,"5,442",264,475,437,204,246,447,347,340,500,293,457,256,231,286,221,186,252
2021년05월_여_90~99세,833,44,77,81,28,39,70,48,45,66,41,95,30,28,48,28,30,35
2021년05월_여_100세 이상,49,1,1,8,6,4,2,6,1,4,2,4,2,0,3,4,0,1
