,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년12월_계_80~89세,"348,213","24,953","7,526","7,502","4,893","5,032","24,919","6,336","5,680","12,903","14,102","14,124","6,969","7,155","19,800","7,432","14,096","4,387","14,393","8,258","6,135","33,052","14,991","8,792","9,269","1,917","4,889","18,570","3,998","8,918","7,532","4,226","5,707","27,806","7,426","11,085","9,295","14,168","6,742","7,596","10,443","14,481","8,339","7,099","6,475","5,309","2,821","3,651","6,268"
2020년12월_계_90~99세,"52,389","3,970","1,267","1,163",720,820,"4,168",964,871,"2,333","1,887","2,157",978,"1,179","3,092","1,145","2,008",622,"2,102","1,223",879,"4,832","2,077","1,406","1,349",383,696,"2,666",509,"1,357","1,202",722,998,"4,189","1,178","1,678","1,333","2,075",950,"1,034","1,516","2,079","1,264","1,021",976,828,400,529,"1,012"
2020년12월_계_100세 이상,"4,315",316,89,95,94,38,495,212,187,96,233,179,86,93,250,143,233,85,132,69,63,333,214,62,57,53,82,223,42,96,78,48,124,205,78,73,54,196,63,56,73,116,105,65,78,52,47,50,64
2020년12월_남_총인구수,"6,754,469","597,076","137,807","186,050","88,180","185,039","465,407","122,204","109,444","233,759","227,342","271,936","119,864","152,072","406,023","147,278","277,617","47,038","335,804","179,452","156,352","528,480","235,773","145,874","146,833","31,068","97,939","355,197","118,785","261,730","135,834","81,470","147,424","532,847","131,974","217,663","183,210","236,049","112,947","96,355","237,507","443,841","195,298","116,916","77,905","56,838","22,799","32,156","59,563"
2020년12월_남_연령구간인구수,"6,754,469","597,076","137,807","186,050","88,180","185,039","465,407","122,204","109,444","233,759","227,342","271,936","119,864","152,072","406,023","147,278","277,617","47,038","335,804","179,452","156,352","528,480","235,773","145,874","146,833","31,068","97,939","355,197","118,785","261,730","135,834","81,470","147,424","532,847","131,974","217,663","183,210","236,049","112,947","96,355","237,507","443,841","195,298","116,916","77,905","56,838","22,799","32,156","59,563"
2020년12월_남_0~9세,"586,787","50,095","9,471","16,762","4,807","19,055","35,249","8,005","6,815","20,429","17,819","19,998","7,883","12,115","29,381","11,938","25,032","3,262","22,718","12,013","10,705","41,892","19,688","10,656","11,548","2,700","7,852","33,359","12,105","24,606","10,547","6,817","15,438","51,507","10,834","21,958","18,715","22,654","9,729","7,219","28,161","53,416","18,074","10,178","4,439","3,813","1,394","1,663","3,732"
2020년12월_남_10~19세,"682,846","61,239","14,941","17,407","7,090","21,801","44,995","8,986","8,585","27,424","21,925","27,133","9,835","17,298","36,234","15,718","27,450","4,341","32,993","17,555","15,438","53,819","21,230","15,305","17,284","3,267","9,366","39,721","12,682","25,752","13,753","7,524","12,835","62,194","12,955","26,115","23,124","25,236","11,559","9,340","24,310","49,446","17,191","12,224","6,406","4,932","1,692","2,466","5,103"
2020년12월_남_20~29세,"951,737","98,312","24,079","28,438","15,090","30,705","67,835","18,557","16,196","33,082","32,826","40,402","18,066","22,336","60,577","20,018","40,268","6,142","56,666","31,001","25,665","77,295","32,510","22,710","22,075","4,597","13,976","44,355","16,928","37,830","19,959","12,363","18,535","71,344","18,759","29,375","23,210","30,130","17,037","12,406","26,896","56,480","23,933","14,756","10,344","6,682","3,403","3,575","5,867"
2020년12월_남_30~39세,"982,843","92,711","17,043","30,363","13,377","31,928","69,598","19,208","16,733","33,657","30,694","39,208","17,396","21,812","59,617","20,774","43,848","5,274","46,746","24,037","22,709","70,826","34,281","18,760","17,785","4,440","13,269","44,103","21,067","41,440","19,850","11,785","25,406","71,746","18,018","29,164","24,564","35,424","16,377","12,660","37,568","78,651","30,130","14,464","8,108","6,086","2,428","3,114","5,431"
2020년12월_남_40~49세,"1,168,836","102,242","22,432","31,915","14,144","33,751","77,503","19,874","17,309","40,320","37,482","42,992","17,995","24,997","65,030","25,546","49,886","7,410","55,320","29,482","25,838","88,281","39,508","24,287","24,486","4,594","16,382","65,318","22,913","48,752","21,924","12,152","26,999","98,833","22,901","41,136","34,796","41,456","17,940","16,095","46,006","87,518","35,343","20,345","11,026","8,267","2,722","4,257","8,302"
2020년12월_남_50~59세,"1,132,305","98,048","24,654","30,571","15,495","27,328","77,774","20,947","19,283","37,544","39,509","47,317","21,284","26,033","71,680","24,732","45,684","8,671","65,374","35,270","30,104","95,784","41,159","27,309","27,316","5,386","17,597","59,769","17,350","46,243","23,544","14,174","20,897","83,930","22,350","33,669","27,911","38,174","18,327","16,697","34,160","61,970","32,411","19,961","15,988","10,560","3,837","6,023","10,734"
2020년12월_남_60~69세,"761,522","59,470","15,174","19,734","10,937","13,625","55,652","16,249","15,252","24,151","27,613","34,993","17,012","17,981","54,595","17,801","27,424","6,465","37,433","19,673","17,760","60,842","28,219","16,620","16,003","3,661","12,232","40,503","9,839","25,085","16,450","10,746","16,960","50,673","15,776","19,226","15,671","24,559","13,228","12,765","24,064","35,687","24,118","14,497","13,211","9,479","3,886","6,251","11,340"
2020년12월_남_70~79세,"347,382","25,240","6,973","7,986","5,278","5,003","26,391","7,793","7,033","11,565","13,752","14,488","7,668","6,820","21,501","7,998","12,461","3,665","13,299","7,383","5,916","26,460","13,118","6,704","6,638","1,641","5,250","20,449","4,321","8,831","6,783","4,269","8,076","29,896","7,406","11,847","10,643","12,650","6,013","6,249","12,023","15,013","10,613","7,537","5,757","4,845","2,293","3,226","6,392"
2020년12월_남_80~89세,"126,549","8,721","2,704","2,588","1,760","1,669","9,229","2,288","2,016","4,925","5,222","4,847","2,484","2,363","6,639","2,462","4,989","1,613","4,775","2,753","2,022","11,961","5,484","3,147","3,330",687,"1,806","6,954","1,466","2,894","2,672","1,466","2,024","11,564","2,701","4,680","4,183","5,172","2,479","2,704","3,940","5,197","3,177","2,704","2,366","1,970","1,019","1,417","2,413"
2020년12월_남_90~99세,"12,505",914,315,258,176,165,"1,047",234,171,642,449,506,212,294,707,255,502,175,448,269,179,"1,227",516,355,356,85,182,607,102,271,330,161,221,"1,123",261,476,386,534,239,208,360,427,281,238,230,188,108,144,236
2020년12월_남_100세 이상,"1,157",84,21,28,26,9,134,63,51,20,51,52,29,23,62,36,73,20,32,16,16,93,60,21,12,10,27,59,12,26,22,13,33,37,13,17,7,60,19,12,19,36,27,12,30,16,17,20,13
2020년12월_여_총인구수,"6,672,545","589,002","135,854","182,595","86,750","183,803","474,657","119,497","106,687","248,473","234,368","278,091","119,549","158,542","412,360","151,321","259,690","47,315","319,111","172,436","146,675","550,736","241,189","153,842","155,705","32,163","99,515","358,124","110,940","239,165","137,957","82,325","146,028","541,329","125,524","223,172","192,633","229,568","105,441","90,657","236,463","411,407","186,756","113,443","69,369","55,059","20,717","30,221","59,247"
2020년12월_여_연령구간인구수,"6,672,545","589,002","135,854","182,595","86,750","183,803","474,657","119,497","106,687","248,473","234,368","278,091","119,549","158,542","412,360","151,321","259,690","47,315","319,111","172,436","146,675","550,736","241,189","153,842","155,705","32,163","99,515","358,124","110,940","239,165","137,957","82,325","146,028","541,329","125,524","223,172","192,633","229,568","105,441","90,657","236,463","411,407","186,756","113,443","69,369","55,059","20,717","30,221","59,247"
2020년12월_여_0~9세,"559,197","47,019","8,870","15,750","4,676","17,723","33,586","7,864","6,445","19,277","16,634","19,296","7,677","11,619","27,843","11,345","24,121","3,036","21,914","11,683","10,231","40,230","18,894","10,204","11,132","2,475","7,347","31,567","11,679","23,711","10,083","6,345","14,756","49,264","10,388","20,841","18,035","21,660","9,094","6,829","27,092","51,069","17,116","9,762","4,140","3,601","1,336","1,681","3,566"
2020년12월_여_10~19세,"645,368","57,090","13,710","16,072","6,750","20,558","42,844","8,579","8,002","26,263","20,614","25,224","9,024","16,200","34,342","14,863","25,764","4,263","31,052","16,737","14,315","51,189","20,283","14,320","16,586","3,052","8,785","37,547","12,191","24,395","12,901","7,072","12,304","58,971","11,928","24,717","22,326","23,826","10,672","8,659","23,413","47,303","16,428","11,833","5,837","4,660","1,501","2,168","4,605"
2020년12월_여_20~29세,"856,111","88,293","19,920","26,065","13,890","28,418","64,443","16,678","15,056","32,709","31,745","37,352","16,436","20,916","56,831","18,238","33,162","5,161","49,821","27,150","22,671","73,630","30,369","22,316","20,945","4,135","13,305","40,668","14,393","31,750","18,273","11,169","17,872","66,418","15,745","27,406","23,267","26,746","13,068","10,138","25,142","48,058","21,287","12,693","7,497","5,495","1,961","2,637","4,730"
2020년12월_여_30~39세,"924,616","85,876","15,624","27,800","11,322","31,130","67,410","16,763","14,390","36,257","29,453","37,145","15,558","21,587","56,417","20,434","36,849","4,941","38,997","20,275","18,722","71,955","33,619","19,671","18,665","4,347","13,103","45,369","17,906","36,006","18,408","11,137","24,703","73,557","15,988","30,362","27,207","31,611","14,149","10,467","38,824","72,530","27,714","13,584","6,468","5,453","1,831","2,628","5,344"
2020년12월_여_40~49세,"1,130,587","100,595","22,881","29,770","13,181","34,763","79,662","17,777","15,599","46,286","37,312","44,814","17,189","27,625","64,121","26,053","43,914","6,924","53,039","28,597","24,442","94,119","39,246","27,000","27,873","4,932","16,463","64,854","20,324","41,908","22,596","12,464","24,424","101,182","20,627","42,747","37,808","39,384","16,750","14,076","42,426","76,541","31,480","19,099","9,446","7,766","2,256","3,653","8,010"
2020년12월_여_50~59세,"1,102,615","98,448","24,612","31,520","15,050","27,266","78,018","20,300","18,960","38,758","40,878","50,196","22,101","28,095","75,916","24,945","41,229","7,810","62,397","33,790","28,607","98,720","41,590","28,466","28,664","5,707","18,175","57,252","15,916","41,381","24,658","15,281","21,171","81,142","20,920","33,064","27,158","34,678","16,919","14,768","32,725","53,477","31,123","18,128","13,188","9,557","3,295","5,341","10,176"
2020년12월_여_60~69세,"770,912","60,826","15,565","20,242","11,513","13,506","57,965","17,233","15,462","25,270","29,671","35,852","17,466","18,386","56,019","19,691","27,785","6,760","34,038","18,271","15,767","60,482","28,667","16,205","15,610","3,863","12,191","42,681","10,104","22,148","16,909","10,673","18,145","55,591","15,602","21,941","18,048","24,859","12,719","12,563","25,367","34,311","24,029","14,363","11,182","9,143","3,661","5,857","11,464"
2020년12월_여_70~79세,"418,433","31,335","8,830","9,490","6,623","6,392","31,557","9,376","8,273","13,908","17,561","17,157","8,790","8,367","25,137","9,785","16,093","5,134","16,481","9,421","7,060","35,475","17,299","8,923","9,253","2,081","6,494","24,347","5,458","10,686","8,341","4,828","8,102","35,728","8,619","14,431","12,678","16,131","7,052","7,395","13,761","17,102","11,356","8,750","6,708","5,369","2,752","3,607","6,670"
2020년12월_여_80~89세,"221,664","16,232","4,822","4,914","3,133","3,363","15,690","4,048","3,664","7,978","8,880","9,277","4,485","4,792","13,161","4,970","9,107","2,774","9,618","5,505","4,113","21,091","9,507","5,645","5,939","1,230","3,083","11,616","2,532","6,024","4,860","2,760","3,683","16,242","4,725","6,405","5,112","8,996","4,263","4,892","6,503","9,284","5,162","4,395","4,109","3,339","1,802","2,234","3,855"
2020년12월_여_90~99세,"39,884","3,056",952,905,544,655,"3,121",730,700,"1,691","1,438","1,651",766,885,"2,385",890,"1,506",447,"1,654",954,700,"3,605","1,561","1,051",993,298,514,"2,059",407,"1,086",872,561,777,"3,066",917,"1,202",947,"1,541",711,826,"1,156","1,652",983,783,746,640,292,385,776
2020년12월_여_100세 이상,"3,158",232,68,67,68,29,361,149,136,76,182,127,57,70,188,107,160,65,100,53,47,240,154,41,45,43,55,164,30,70,56,35,91,168,65,56,47,136,44,44,54,80,78,53,48,36,30,30,51
