카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년08월_남_연령구간인구수,"335,724","131,244","12,393","2,240","2,196","2,239","1,723","1,265","3,238","1,151","2,928","1,936","4,594","4,899","9,261","12,251","23,035","28,019","17,876","204,480","12,809","11,561","10,534","4,637","8,557","13,730","6,994","18,781","9,299","20,443","35,096","22,351","29,688"
2020년08월_남_0~9세,"32,276","10,775",908,82,61,73,47,27,123,18,89,48,236,153,574,"1,154","2,571","3,181","1,430","21,501",669,969,721,156,419,513,486,"1,791",742,"2,965","5,437","1,891","4,742"
2020년08월_남_10~19세,"35,683","13,773","1,485",127,119,131,91,51,183,53,165,85,412,390,772,"1,690","3,084","3,586","1,349","21,910","1,233","1,237","1,008",313,519,714,650,"2,657","1,303","2,914","4,748","2,070","2,544"
2020년08월_남_20~29세,"50,454","18,833","1,537",242,205,224,140,117,516,83,294,263,623,664,"1,495","1,650","3,378","3,789","3,613","31,621","1,625","1,435","1,424",559,"1,339","3,277","1,271","3,137","1,428","2,695","4,379","4,836","4,216"
2020년08월_남_30~39세,"56,604","17,757","1,342",199,160,200,128,115,346,55,297,242,498,569,"1,389","1,278","3,693","4,344","2,902","38,847","1,245","1,630","1,595",464,"1,318","3,422","1,031","2,609","1,217","3,436","7,498","4,734","8,648"
2020년08월_남_40~49세,"57,779","22,259","2,372",277,252,280,216,165,436,127,395,285,670,720,"1,535","2,287","4,580","5,082","2,580","35,520","2,139","2,259","2,012",677,"1,353","2,128",976,"3,198","1,527","3,919","6,797","3,583","4,952"
2020년08월_남_50~59세,"52,807","22,532","2,353",444,478,484,367,271,616,265,642,388,917,996,"1,706","2,131","3,430","4,188","2,856","30,275","2,344","2,022","1,879",996,"1,722","1,909","1,198","3,173","1,685","2,803","4,399","3,166","2,979"
2020년08월_남_60~69세,"31,053","15,225","1,393",493,521,465,403,268,580,269,581,383,703,746,"1,173","1,274","1,551","2,464","1,958","15,828","1,924","1,237","1,147",809,"1,158","1,212",920,"1,508",928,"1,184","1,299","1,322","1,180"
2020년08월_남_70~79세,"13,434","7,047",668,254,260,248,230,148,271,176,326,168,388,452,467,578,540,999,874,"6,387","1,119",541,502,437,540,420,332,503,331,404,397,539,322
2020년08월_남_80~89세,"5,099","2,759",305,110,122,124,94,98,148,96,122,63,132,193,135,189,184,349,295,"2,340",464,211,229,194,170,121,114,186,126,107,125,195,98
2020년08월_남_90~99세,489,261,30,12,18,10,6,5,18,8,13,11,13,14,12,16,23,34,18,228,38,20,17,30,16,14,16,16,11,15,16,12,7
2020년08월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년08월_여_총인구수,"322,488","127,698","11,814","1,914","2,145","2,108","1,572","1,068","2,881",995,"2,618","1,734","4,270","4,595","8,855","12,268","22,160","27,979","18,722","194,790","11,896","10,551","8,853","4,020","7,685","11,940","7,202","19,451","9,880","20,399","34,923","21,004","26,986"
2020년08월_여_연령구간인구수,"322,488","127,698","11,814","1,914","2,145","2,108","1,572","1,068","2,881",995,"2,618","1,734","4,270","4,595","8,855","12,268","22,160","27,979","18,722","194,790","11,896","10,551","8,853","4,020","7,685","11,940","7,202","19,451","9,880","20,399","34,923","21,004","26,986"
2020년08월_여_0~9세,"30,983","10,164",861,67,56,74,44,29,137,11,82,43,194,149,519,"1,117","2,366","3,027","1,388","20,819",640,992,673,159,387,499,436,"1,774",756,"2,910","5,191","1,802","4,600"
2020년08월_여_10~19세,"33,181","12,771","1,335",119,82,119,91,41,165,31,141,93,295,322,683,"1,606","2,823","3,425","1,400","20,410","1,095","1,189",884,256,562,671,625,"2,396","1,096","2,713","4,557","1,942","2,424"
2020년08월_여_20~29세,"45,691","16,641","1,227",145,167,153,107,81,259,53,252,240,489,503,"1,374","1,323","2,886","3,437","3,945","29,050","1,227","1,132",956,363,"1,103","3,211","1,236","2,871","1,306","2,458","4,452","4,670","4,065"
2020년08월_여_30~39세,"49,955","16,070","1,231",129,132,136,79,58,219,40,205,160,405,357,"1,113","1,439","3,326","4,317","2,724","33,885","1,017","1,407","1,070",271,934,"2,211",881,"2,652","1,224","3,733","7,598","3,698","7,189"
2020년08월_여_40~49세,"54,241","20,993","2,204",177,211,243,133,75,313,58,291,198,595,653,"1,433","2,303","4,475","5,129","2,502","33,248","1,738","1,940","1,519",467,"1,109","1,645",989,"3,644","1,704","3,841","7,099","3,440","4,113"
2020년08월_여_50~59세,"49,956","21,501","2,022",357,418,393,286,191,583,190,463,311,848,935,"1,633","2,077","3,345","4,201","3,248","28,455","1,965","1,681","1,576",809,"1,461","1,657","1,409","3,493","1,864","2,774","4,028","3,045","2,693"
2020년08월_여_60~69세,"30,505","15,055","1,386",404,459,453,341,231,521,225,585,328,731,790,"1,171","1,255","1,625","2,471","2,079","15,450","1,938","1,130","1,063",777,"1,125","1,166",954,"1,517",960,"1,168","1,203","1,333","1,116"
2020년08월_여_70~79세,"16,476","8,406",855,256,310,266,252,183,357,193,375,223,419,539,589,708,773,"1,202",906,"8,070","1,358",640,654,517,652,541,418,662,555,478,474,662,459
2020년08월_여_80~89세,"9,716","5,137",602,225,260,225,202,157,266,156,190,122,245,301,279,375,468,629,435,"4,579",777,375,400,335,306,274,209,390,346,275,260,351,281
2020년08월_여_90~99세,"1,658",897,91,35,48,45,35,20,54,35,27,14,42,43,54,63,71,132,88,761,119,63,54,53,40,59,44,50,68,48,59,59,45
2020년08월_여_100세 이상,126,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,9,7,63,22,2,4,13,6,6,1,2,1,1,2,2,1
