카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021년02월_계_80~89세,"13,165",808,897,789,799,407,640,"1,041",722,741,466,877,611,483,324,858,"1,292",673,737
2021년02월_계_90~99세,"1,758",115,149,113,90,71,76,132,100,98,65,141,56,49,45,104,173,91,90
2021년02월_계_100세 이상,163,25,9,3,18,7,2,2,0,1,4,4,15,6,2,28,23,6,8
2021년02월_남_총인구수,"193,072","10,884","14,887","13,657","12,895","7,565","8,540","14,865","7,667","11,148","4,811","17,369","6,364","4,399","8,074","7,172","11,657","18,833","12,285"
2021년02월_남_연령구간인구수,"193,072","10,884","14,887","13,657","12,895","7,565","8,540","14,865","7,667","11,148","4,811","17,369","6,364","4,399","8,074","7,172","11,657","18,833","12,285"
2021년02월_남_0~9세,"14,628",636,"1,504","1,496","1,095",605,631,"1,074",535,930,284,"1,337",247,133,652,186,486,"2,131",666
2021년02월_남_10~19세,"19,554",810,"1,603","1,568","1,271",621,"1,071","1,489",950,"1,518",281,"2,219",343,278,797,394,784,"2,526","1,031"
2021년02월_남_20~29세,"25,434","1,488","1,828","1,525","1,740",891,"1,341","2,369","1,059","1,568",628,"2,263",800,545,"1,139",931,"1,319","2,215","1,785"
2021년02월_남_30~39세,"22,633","1,474","1,739","1,505","1,594","1,056",952,"2,111",776,"1,139",682,"1,781",875,473,993,675,"1,113","2,217","1,478"
2021년02월_남_40~49세,"31,157","1,640","2,430","2,311","2,146","1,339","1,411","2,196","1,119","1,782",709,"2,908",913,626,"1,293",999,"1,715","3,695","1,925"
2021년02월_남_50~59세,"33,345","1,798","2,598","2,197","2,251","1,259","1,557","2,566","1,397","2,026",768,"3,137","1,157",848,"1,389","1,408","2,078","2,758","2,153"
2021년02월_남_60~69세,"27,572","1,684","1,849","1,823","1,637","1,133",892,"1,849","1,051","1,323",879,"2,335","1,152",850,"1,199","1,397","2,408","2,031","2,080"
2021년02월_남_70~79세,"13,624",992,962,871,819,492,430,798,494,572,417,"1,042",661,473,507,843,"1,328",996,927
2021년02월_남_80~89세,"4,693",331,341,328,316,148,222,380,256,267,152,314,200,159,96,314,392,246,231
2021년02월_남_90~99세,386,24,31,32,22,19,32,32,30,23,11,30,14,12,8,15,28,15,8
2021년02월_남_100세 이상,46,7,2,1,4,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2021년02월_여_총인구수,"208,208","11,967","16,419","15,121","13,892","8,376","9,723","17,379","8,618","12,273","5,146","17,738","6,770","4,563","8,321","7,101","12,380","19,442","12,979"
2021년02월_여_연령구간인구수,"208,208","11,967","16,419","15,121","13,892","8,376","9,723","17,379","8,618","12,273","5,146","17,738","6,770","4,563","8,321","7,101","12,380","19,442","12,979"
2021년02월_여_0~9세,"13,665",640,"1,396","1,401",984,635,624,993,548,840,223,"1,260",249,113,601,185,435,"1,911",627
2021년02월_여_10~19세,"18,378",761,"1,567","1,560","1,183",576,953,"1,432",872,"1,466",228,"2,004",305,242,773,367,712,"2,392",985
2021년02월_여_20~29세,"23,146","1,530","1,681","1,346","1,655",802,"1,473","2,671",890,"1,424",543,"1,887",646,438,970,701,"1,113","1,943","1,433"
2021년02월_여_30~39세,"23,799","1,471","2,102","1,960","1,746","1,177","1,130","2,365",846,"1,270",589,"1,895",700,335,983,481,873,"2,515","1,361"
2021년02월_여_40~49세,"34,427","1,809","2,922","2,708","2,469","1,417","1,829","2,794","1,404","2,270",612,"3,328",824,531,"1,329",736,"1,441","4,085","1,919"
2021년02월_여_50~59세,"36,774","2,036","2,820","2,612","2,425","1,504","1,618","3,172","1,604","2,274",966,"3,159","1,260",877,"1,602","1,312","2,178","2,792","2,563"
2021년02월_여_60~69세,"30,816","1,981","2,121","2,003","1,820","1,313",981,"2,023","1,213","1,385","1,045","2,361","1,414","1,036","1,277","1,447","2,712","2,259","2,425"
2021년02월_여_70~79세,"17,242","1,153","1,129",987,"1,045",636,652,"1,167",705,794,568,"1,169",906,626,520,"1,221","1,854","1,039","1,071"
2021년02월_여_80~89세,"8,472",477,556,461,483,259,418,661,466,474,314,563,411,324,228,544,900,427,506
2021년02월_여_90~99세,"1,372",91,118,81,68,52,44,100,70,75,54,111,42,37,37,89,145,76,82
2021년02월_여_100세 이상,117,18,7,2,14,5,1,1,0,1,4,1,13,4,1,18,17,3,7
